221746  , -77551      , array([ 3.26377    ,  0.103553   ,  5.94661e-06,  7.62339e-30,  0.000134324])
221747  , -77551      , array([ 3.26704    ,  0.103553   ,  5.94661e-06,  7.62339e-30,  0.000134324])
221748  , -77552.5    , array([ 3.26377    ,  0.103656   ,  5.94661e-06,  7.62339e-30,  0.000134324])
221749  , -77551      , array([ 3.26377    ,  0.103553   ,  5.95256e-06,  7.62339e-30,  0.000134324])
221750  , -77551      , array([ 3.26377    ,  0.103553   ,  5.94661e-06,  7.63102e-30,  0.000134324])
221751  , -77549.5    , array([ 3.26377    ,  0.103553   ,  5.94661e-06,  7.62339e-30,  0.000134458])
221752  , -77551      , array([ 3.26377    ,  0.103553   ,  5.94661e-06,  7.62339e-30,  0.000134324])
221753  , -72997.3    , array([ 3.2146     ,  0.051135   ,  5.94661e-06,  7.62339e-30,  0.000276645])
221754  , -72997.3    , array([ 3.2146     ,  0.051135   ,  5.94661e-06,  7.62339e-30,  0.000276645])
221755  , -72997.3    , array([ 3.21782    ,  0.051135   ,  5.94661e-06,  7.62339e-30,  0.000276645])
221756  , -73003      , array([ 3.2146     ,  0.0511861  ,  5.94661e-06,  7.62339e-30,  0.000276645])
221757  , -72997.3    , array([ 3.2146     ,  0.051135   ,  5.95256e-06,  7.62339e-30,  0.000276645])
221758  , -72997.3    , array([ 3.2146     ,  0.051135   ,  5.94661e-06,  7.63102e-30,  0.000276645])
221759  , -72991.5    , array([ 3.2146     ,  0.051135   ,  5.94661e-06,  7.62339e-30,  0.000276922])
221760  , -46603.7    , array([ 3.02521    ,  0.00304047 ,  5.94661e-06,  7.62339e-30,  0.00497737 ])
221761  , -46603.7    , array([ 3.02521    ,  0.00304047 ,  5.94661e-06,  7.62339e-30,  0.00497737 ])
221762  , -46603.8    , array([ 3.02824    ,  0.00304047 ,  5.94661e-06,  7.62339e-30,  0.00497737 ])
221763  , -46540.5    , array([ 3.02521    ,  0.00304351 ,  5.94661e-06,  7.62339e-30,  0.00497737 ])
221764  , -46603.7    , array([ 3.02521    ,  0.00304047 ,  5.95256e-06,  7.62339e-30,  0.00497737 ])
221765  , -46603.7    , array([ 3.02521    ,  0.00304047 ,  5.94661e-06,  7.63102e-30,  0.00497737 ])
221766  , -46665.3    , array([ 3.02521    ,  0.00304047 ,  5.94661e-06,  7.62339e-30,  0.00498235 ])
221767  , -69563.8    , array([ 3.1982     ,  0.0403167  ,  5.94661e-06,  7.62339e-30,  0.000352877])
221768  , -69563.8    , array([ 3.1982     ,  0.0403167  ,  5.94661e-06,  7.62339e-30,  0.000352877])
221769  , -69563.9    , array([ 3.2014     ,  0.0403167  ,  5.94661e-06,  7.62339e-30,  0.000352877])
221770  , -69572.5    , array([ 3.1982     ,  0.040357   ,  5.94661e-06,  7.62339e-30,  0.000352877])
221771  , -69563.8    , array([ 3.1982     ,  0.0403167  ,  5.95256e-06,  7.62339e-30,  0.000352877])
221772  , -69563.8    , array([ 3.1982     ,  0.0403167  ,  5.94661e-06,  7.63102e-30,  0.000352877])
