18207   , -2337.04    , array([ 17.063     ,  0.0193307  ,  1.31958e-05,  1.3107e-59 ])
18208   , -2337.04    , array([ 17.08      ,  0.0193307  ,  1.31958e-05,  1.3107e-59 ])
18209   , -2337.04    , array([ 17.063     ,  0.01935    ,  1.31958e-05,  1.3107e-59 ])
18210   , -2337.04    , array([ 17.063     ,  0.0193307  ,  1.3209e-05 ,  1.3107e-59 ])
18211   , -2337.04    , array([ 17.063     ,  0.0193307  ,  1.31958e-05,  1.31201e-59])
18212   , -2337.04    , array([ 17.063     ,  0.0193307  ,  1.31958e-05,  1.3107e-59 ])
18213   , -2336.99    , array([ 16.8113    ,  0.0193307  ,  1.03917e-05,  1.3107e-59 ])
18214   , -2336.99    , array([ 16.8113    ,  0.0193307  ,  1.03917e-05,  1.3107e-59 ])
18215   , -2336.99    , array([ 16.8282    ,  0.0193307  ,  1.03917e-05,  1.3107e-59 ])
18216   , -2336.99    , array([ 16.8113    ,  0.01935    ,  1.03917e-05,  1.3107e-59 ])
18217   , -2336.99    , array([ 16.8113    ,  0.0193307  ,  1.04021e-05,  1.3107e-59 ])
18218   , -2336.99    , array([ 16.8113    ,  0.0193307  ,  1.03917e-05,  1.31201e-59])
18219   , -2336.91    , array([ 16.2423    ,  0.0193307  ,  6.02529e-06,  1.3107e-59 ])
18220   , -2336.91    , array([ 16.2423    ,  0.0193307  ,  6.02529e-06,  1.3107e-59 ])
18221   , -2336.91    , array([ 16.2585    ,  0.0193307  ,  6.02529e-06,  1.3107e-59 ])
18222   , -2336.91    , array([ 16.2423    ,  0.01935    ,  6.02529e-06,  1.3107e-59 ])
18223   , -2336.91    , array([ 16.2423    ,  0.0193307  ,  6.03131e-06,  1.3107e-59 ])
18224   , -2336.91    , array([ 16.2423    ,  0.0193307  ,  6.02529e-06,  1.31201e-59])
18225   , -2336.86    , array([ 15.4829    ,  0.0193307  ,  2.85142e-06,  1.3107e-59 ])
18226   , -2336.86    , array([ 15.4829    ,  0.0193307  ,  2.85142e-06,  1.3107e-59 ])
