1       , -19933.9    , array([ 0.0952316  ,  1.08471    ,  3.75721    ,  0.0901639  ])
2       , -19919.4    , array([ 0.0953269  ,  1.08471    ,  3.75721    ,  0.0901639  ])
3       , -19941.1    , array([ 0.0952316  ,  1.08579    ,  3.75721    ,  0.0901639  ])
4       , -19933.9    , array([ 0.0952316  ,  1.08471    ,  3.76097    ,  0.0901639  ])
5       , -19941      , array([ 0.0952316  ,  1.08471    ,  3.75721    ,  0.0902541  ])
6       , -19933.9    , array([ 0.0952316  ,  1.08471    ,  3.75721    ,  0.0901639  ])
7       , -6755.66    , array([ 0.217235   ,  0.716374   ,  3.75721    ,  0.0598512  ])
8       , -6755.66    , array([ 0.217235   ,  0.716374   ,  3.75721    ,  0.0598512  ])
9       , -6748.97    , array([ 0.217453   ,  0.716374   ,  3.75721    ,  0.0598512  ])
10      , -6759.28    , array([ 0.217235   ,  0.71709    ,  3.75721    ,  0.0598512  ])
11      , -6755.66    , array([ 0.217235   ,  0.716374   ,  3.76097    ,  0.0598512  ])
12      , -6758.73    , array([ 0.217235   ,  0.716374   ,  3.75721    ,  0.0599111  ])
19      , -6754.47    , array([ 0.217245   ,  0.715476   ,  3.75721    ,  0.0599227  ])
20      , -6754.47    , array([ 0.217245   ,  0.715476   ,  3.75721    ,  0.0599227  ])
21      , -6747.78    , array([ 0.217462   ,  0.715476   ,  3.75721    ,  0.0599227  ])
22      , -6758.1     , array([ 0.217245   ,  0.716192   ,  3.75721    ,  0.0599227  ])
23      , -6754.47    , array([ 0.217245   ,  0.715476   ,  3.76097    ,  0.0599227  ])
24      , -6757.54    , array([ 0.217245   ,  0.715476   ,  3.75721    ,  0.0599826  ])
25      , -6753.26    , array([ 0.217255   ,  0.714571   ,  3.75721    ,  0.0599949  ])
26      , -6753.26    , array([ 0.217255   ,  0.714571   ,  3.75721    ,  0.0599949  ])
27      , -6746.57    , array([ 0.217472   ,  0.714571   ,  3.75721    ,  0.0599949  ])
28      , -6756.9     , array([ 0.217255   ,  0.715286   ,  3.75721    ,  0.0599949  ])
29      , -6753.26    , array([ 0.217255   ,  0.714571   ,  3.76097    ,  0.0599949  ])
30      , -6756.33    , array([ 0.217255   ,  0.714571   ,  3.75721    ,  0.0600549  ])
37      , -6752.96    , array([ 0.217258   ,  0.714343   ,  3.75721    ,  0.0600131  ])
38      , -6752.96    , array([ 0.217258   ,  0.714343   ,  3.75721    ,  0.0600131  ])
39      , -6746.26    , array([ 0.217475   ,  0.714343   ,  3.75721    ,  0.0600131  ])
40      , -6756.59    , array([ 0.217258   ,  0.715058   ,  3.75721    ,  0.0600131  ])
41      , -6752.96    , array([ 0.217258   ,  0.714343   ,  3.76097    ,  0.0600131  ])
42      , -6756.02    , array([ 0.217258   ,  0.714343   ,  3.75721    ,  0.0600731  ])
43      , -6752.65    , array([ 0.21726    ,  0.714115   ,  3.75721    ,  0.0600314  ])
44      , -6752.65    , array([ 0.21726    ,  0.714115   ,  3.75721    ,  0.0600314  ])
45      , -6745.95    , array([ 0.217478   ,  0.714115   ,  3.75721    ,  0.0600314  ])
46      , -6756.29    , array([ 0.21726    ,  0.714829   ,  3.75721    ,  0.0600314  ])
47      , -6752.65    , array([ 0.21726    ,  0.714115   ,  3.76097    ,  0.0600314  ])
48      , -6755.71    , array([ 0.21726    ,  0.714115   ,  3.75721    ,  0.0600914  ])
55      , -6752.57    , array([ 0.217261   ,  0.714057   ,  3.75721    ,  0.060036   ])
56      , -6752.57    , array([ 0.217261   ,  0.714057   ,  3.75721    ,  0.060036   ])
57      , -6745.87    , array([ 0.217478   ,  0.714057   ,  3.75721    ,  0.060036   ])
58      , -6756.21    , array([ 0.217261   ,  0.714772   ,  3.75721    ,  0.060036   ])
59      , -6752.57    , array([ 0.217261   ,  0.714057   ,  3.76097    ,  0.060036   ])
60      , -6755.64    , array([ 0.217261   ,  0.714057   ,  3.75721    ,  0.060096   ])
61      , -6752.49    , array([ 0.217261   ,  0.714      ,  3.75721    ,  0.0600405  ])
62      , -6752.49    , array([ 0.217261   ,  0.714      ,  3.75721    ,  0.0600405  ])
63      , -6745.8     , array([ 0.217479   ,  0.714      ,  3.75721    ,  0.0600405  ])
64      , -6756.13    , array([ 0.217261   ,  0.714714   ,  3.75721    ,  0.0600405  ])
65      , -6752.49    , array([ 0.217261   ,  0.714      ,  3.76097    ,  0.0600405  ])
66      , -6755.56    , array([ 0.217261   ,  0.714      ,  3.75721    ,  0.0601006  ])
67      , -2336.8     , array([ 0.247008   ,  0.0208665  ,  3.7558     ,  1.73263    ])
68      , -2336.8     , array([ 0.247008   ,  0.0208665  ,  3.7558     ,  1.73263    ])
69      , -2336.8     , array([ 0.247255   ,  0.0208665  ,  3.7558     ,  1.73263    ])
70      , -2336.8     , array([ 0.247008   ,  0.0208874  ,  3.7558     ,  1.73263    ])
71      , -2336.8     , array([ 0.247008   ,  0.0208665  ,  3.75956    ,  1.73263    ])
72      , -2336.8     , array([ 0.247008   ,  0.0208665  ,  3.7558     ,  1.73436    ])
