44844   , -2336.77    , array([ 0.923054   ,  6.85218    ,  1.90167e-05,  1.90594e-08])
44845   , -2336.77    , array([ 0.923978   ,  6.85218    ,  1.90167e-05,  1.90594e-08])
44846   , -2336.77    , array([ 0.923054   ,  6.85904    ,  1.90167e-05,  1.90594e-08])
44847   , -2336.77    , array([ 0.923054   ,  6.85218    ,  1.90357e-05,  1.90594e-08])
44848   , -2336.77    , array([ 0.923054   ,  6.85218    ,  1.90167e-05,  1.90784e-08])
44849   , -2336.77    , array([ 0.923054   ,  6.85218    ,  1.90167e-05,  1.90594e-08])
44850   , -2336.58    , array([ 0.62146    ,  6.85182    ,  1.96051e-05,  1.90534e-08])
44851   , -2336.58    , array([ 0.62146    ,  6.85182    ,  1.96051e-05,  1.90534e-08])
44852   , -2336.58    , array([ 0.622081   ,  6.85182    ,  1.96051e-05,  1.90534e-08])
44853   , -2336.58    , array([ 0.62146    ,  6.85867    ,  1.96051e-05,  1.90534e-08])
44854   , -2336.58    , array([ 0.62146    ,  6.85182    ,  1.96247e-05,  1.90534e-08])
44855   , -2336.58    , array([ 0.62146    ,  6.85182    ,  1.96051e-05,  1.90725e-08])
44856   , -2333.9     , array([ 0.12769    ,  6.85035    ,  2.21464e-05,  1.90296e-08])
44857   , -2333.9     , array([ 0.12769    ,  6.85035    ,  2.21464e-05,  1.90296e-08])
44858   , -2333.91    , array([ 0.127817   ,  6.85035    ,  2.21464e-05,  1.90296e-08])
44859   , -2333.9     , array([ 0.12769    ,  6.85721    ,  2.21464e-05,  1.90296e-08])
44860   , -2333.9     , array([ 0.12769    ,  6.85035    ,  2.21686e-05,  1.90296e-08])
44861   , -2333.9     , array([ 0.12769    ,  6.85035    ,  2.21464e-05,  1.90486e-08])
44868   , -2333.9     , array([ 0.12769    ,  6.85035    ,  2.21464e-05,  1.90296e-08])
44869   , -2333.9     , array([ 0.12769    ,  6.85035    ,  2.21464e-05,  1.90296e-08])
44870   , -2333.91    , array([ 0.127817   ,  6.85035    ,  2.21464e-05,  1.90296e-08])
44871   , -2333.9     , array([ 0.12769    ,  6.85721    ,  2.21464e-05,  1.90296e-08])
44872   , -2333.9     , array([ 0.12769    ,  6.85035    ,  2.21686e-05,  1.90296e-08])
44873   , -2333.9     , array([ 0.12769    ,  6.85035    ,  2.21464e-05,  1.90486e-08])
44874   , -2333.9     , array([ 0.127689   ,  6.85035    ,  2.21464e-05,  1.90296e-08])
44875   , -2333.9     , array([ 0.127689   ,  6.85035    ,  2.21464e-05,  1.90296e-08])
44876   , -2333.91    , array([ 0.127817   ,  6.85035    ,  2.21464e-05,  1.90296e-08])
44877   , -2333.9     , array([ 0.127689   ,  6.85721    ,  2.21464e-05,  1.90296e-08])
