40678   , -125313     , array([ 0.00168131 ,  0.339256   ,  1.35845e-82,  1.66801e-56,  0.00120242 ])
40679   , -125234     , array([ 0.00168299 ,  0.339256   ,  1.35845e-82,  1.66801e-56,  0.00120242 ])
40680   , -125315     , array([ 0.00168131 ,  0.339596   ,  1.35845e-82,  1.66801e-56,  0.00120242 ])
40681   , -125313     , array([ 0.00168131 ,  0.339256   ,  1.35981e-82,  1.66801e-56,  0.00120242 ])
40682   , -125313     , array([ 0.00168131 ,  0.339256   ,  1.35845e-82,  1.66968e-56,  0.00120242 ])
40683   , -125388     , array([ 0.00168131 ,  0.339256   ,  1.35845e-82,  1.66801e-56,  0.00120362 ])
40684   , -125313     , array([ 0.00168131 ,  0.339256   ,  1.35845e-82,  1.66801e-56,  0.00120242 ])
40685   , -58859.2    , array([ 0.00349011 ,  0.334149   ,  1.35845e-82,  1.66801e-56,  0.000598625])
40686   , -58859.2    , array([ 0.00349011 ,  0.334149   ,  1.35845e-82,  1.66801e-56,  0.000598625])
40687   , -58841.2    , array([ 0.0034936  ,  0.334149   ,  1.35845e-82,  1.66801e-56,  0.000598625])
40688   , -58860      , array([ 0.00349011 ,  0.334483   ,  1.35845e-82,  1.66801e-56,  0.000598625])
40689   , -58859.2    , array([ 0.00349011 ,  0.334149   ,  1.35981e-82,  1.66801e-56,  0.000598625])
40690   , -58859.2    , array([ 0.00349011 ,  0.334149   ,  1.35845e-82,  1.66968e-56,  0.000598625])
40691   , -58875.9    , array([ 0.00349011 ,  0.334149   ,  1.35845e-82,  1.66801e-56,  0.000599224])
40699   , -58827.6    , array([ 0.00353194 ,  0.322129   ,  1.35845e-82,  1.66801e-56,  0.000606372])
40700   , -58827.6    , array([ 0.00353194 ,  0.322129   ,  1.35845e-82,  1.66801e-56,  0.000606372])
40701   , -58809.6    , array([ 0.00353548 ,  0.322129   ,  1.35845e-82,  1.66801e-56,  0.000606372])
40702   , -58828.5    , array([ 0.00353194 ,  0.322451   ,  1.35845e-82,  1.66801e-56,  0.000606372])
40703   , -58827.6    , array([ 0.00353194 ,  0.322129   ,  1.35981e-82,  1.66801e-56,  0.000606372])
40704   , -58827.6    , array([ 0.00353194 ,  0.322129   ,  1.35845e-82,  1.66968e-56,  0.000606372])
40705   , -58844.4    , array([ 0.00353194 ,  0.322129   ,  1.35845e-82,  1.66801e-56,  0.000606979])
40706   , -58791.4    , array([ 0.00357731 ,  0.309732   ,  1.35845e-82,  1.66801e-56,  0.000614781])
40707   , -58791.4    , array([ 0.00357731 ,  0.309732   ,  1.35845e-82,  1.66801e-56,  0.000614781])
40708   , -58773.4    , array([ 0.00358089 ,  0.309732   ,  1.35845e-82,  1.66801e-56,  0.000614781])
40709   , -58792.3    , array([ 0.00357731 ,  0.310042   ,  1.35845e-82,  1.66801e-56,  0.000614781])
40710   , -58791.4    , array([ 0.00357731 ,  0.309732   ,  1.35981e-82,  1.66801e-56,  0.000614781])
40711   , -58791.4    , array([ 0.00357731 ,  0.309732   ,  1.35845e-82,  1.66968e-56,  0.000614781])
40712   , -58808.1    , array([ 0.00357731 ,  0.309732   ,  1.35845e-82,  1.66801e-56,  0.000615397])
40720   , -58781.2    , array([ 0.0035896  ,  0.306483   ,  1.35845e-82,  1.66801e-56,  0.000617061])
40721   , -58781.2    , array([ 0.0035896  ,  0.306483   ,  1.35845e-82,  1.66801e-56,  0.000617061])
40722   , -58763.2    , array([ 0.0035932  ,  0.306483   ,  1.35845e-82,  1.66801e-56,  0.000617061])
40723   , -58782.1    , array([ 0.0035896  ,  0.306789   ,  1.35845e-82,  1.66801e-56,  0.000617061])
40724   , -58781.2    , array([ 0.0035896  ,  0.306483   ,  1.35981e-82,  1.66801e-56,  0.000617061])
40725   , -58781.2    , array([ 0.0035896  ,  0.306483   ,  1.35845e-82,  1.66968e-56,  0.000617061])
40726   , -58797.9    , array([ 0.0035896  ,  0.306483   ,  1.35845e-82,  1.66801e-56,  0.000617679])
40727   , -58770.6    , array([ 0.00360218 ,  0.303206   ,  1.35845e-82,  1.66801e-56,  0.000619394])
40728   , -58770.6    , array([ 0.00360218 ,  0.303206   ,  1.35845e-82,  1.66801e-56,  0.000619394])
40729   , -58752.6    , array([ 0.00360578 ,  0.303206   ,  1.35845e-82,  1.66801e-56,  0.000619394])
40730   , -58771.6    , array([ 0.00360218 ,  0.303509   ,  1.35845e-82,  1.66801e-56,  0.000619394])
40731   , -58770.6    , array([ 0.00360218 ,  0.303206   ,  1.35981e-82,  1.66801e-56,  0.000619394])
