28975   , -79089.4    , array([ 39.856     ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28976   , -79089.4    , array([ 39.856     ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28977   , -79089.4    , array([ 40.856     ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28978   , -79089.4    , array([ 42.474     ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28979   , -79089.4    , array([ 40.856     ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28980   , -79089.4    , array([ 41.474     ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28981   , -79089.4    , array([ 41.856     ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28982   , -79089.4    , array([ 42.092     ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28983   , -79089.4    , array([ 42.2379    ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28984   , -79089.4    , array([ 42.3281    ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28985   , -79089.4    , array([ 42.3838    ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28986   , -79089.4    , array([ 42.4183    ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28987   , -79089.4    , array([ 42.4439    ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28988   , -79089.4    , array([ 42.4439    ,  0.0840459  ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28989   , -79089.4    , array([ 42.4439    ,  1.08405    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28990   , -79089.4    , array([ 42.4439    ,  2.70208    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28991   , -79089.4    , array([ 42.4439    ,  1.08405    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28992   , -79089.4    , array([ 42.4439    ,  1.70208    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28993   , -79089.4    , array([ 42.4439    ,  2.08405    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28994   , -79089.4    , array([ 42.4439    ,  2.32011    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28995   , -79089.4    , array([ 42.4439    ,  2.46601    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28996   , -79089.4    , array([ 42.4439    ,  2.55618    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28997   , -79089.4    , array([ 42.4439    ,  2.61191    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28998   , -79089.4    , array([ 42.4439    ,  2.64635    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
28999   , -79089.4    , array([ 42.4439    ,  2.67197    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
29000   , -79089.4    , array([ 42.4439    ,  2.67197    ,  6.11979e-10,  2.28834e-55,  4.659e-70  ])
29001   , -79089.4    , array([ 42.4439    ,  2.67197    ,  1          ,  2.28834e-55,  4.659e-70  ])
29002   , -79089.4    , array([ 42.4439    ,  2.67197    ,  2.61803    ,  2.28834e-55,  4.659e-70  ])
29003   , -79089.4    , array([ 42.4439    ,  2.67197    ,  1          ,  2.28834e-55,  4.659e-70  ])
29004   , -79089.4    , array([ 42.4439    ,  2.67197    ,  1.61803    ,  2.28834e-55,  4.659e-70  ])
29005   , -79089.4    , array([ 42.4439    ,  2.67197    ,  2          ,  2.28834e-55,  4.659e-70  ])
29006   , -79089.4    , array([ 42.4439    ,  2.67197    ,  2.23607    ,  2.28834e-55,  4.659e-70  ])
29007   , -79089.4    , array([ 42.4439    ,  2.67197    ,  2.38197    ,  2.28834e-55,  4.659e-70  ])
