Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-393.25	794.5	597.43	57016.89	2.4759,0.1305,4.6726,0.4125
our_model	Round_1_Replicate_2	-394.41	796.82	598.75	27005.78	3.1335,0.276,4.2996,0.6917
our_model	Round_1_Replicate_3	-393.25	794.5	597.41	7770.35	29.9998,0.9574,29.9544,3.1848
our_model	Round_1_Replicate_4	-396.49	800.98	603.47	44358.69	1.7255,0.1669,0.01,0.3293
our_model	Round_1_Replicate_5	-395.36	798.72	601.4	3187.18	30.0,2.3264,30.0,5.4742
our_model	Round_1_Replicate_6	-214.11	436.22	246.95	36198.92	0.1098,0.3306,0.146,0.0273
our_model	Round_1_Replicate_7	-395.09	798.18	600.13	49104.95	1.1073,0.1516,27.8172,0.3359
our_model	Round_1_Replicate_8	-393.52	795.04	597.93	127007.63	0.707,0.0585,1.9745,0.1642
our_model	Round_1_Replicate_9	-394.18	796.36	599.17	63500.17	1.0661,0.117,2.3859,0.2872
our_model	Round_1_Replicate_10	-396.75	801.5	603.98	13036.29	3.3162,0.5677,30.0,1.0992
our_model	Round_2_Replicate_1	-99.89	207.78	22.55	21894.05	0.1644,1.7712,0.1249,0.024
our_model	Round_2_Replicate_2	-329.76	667.52	474.67	194724.11	0.0151,0.0521,0.0448,0.01
our_model	Round_2_Replicate_3	-99.15	206.3	21.11	21483.73	0.1523,2.4987,0.109,0.0238
our_model	Round_2_Replicate_4	-95.48	198.96	13.78	21134.07	0.1445,1.5971,0.099,0.028
our_model	Round_2_Replicate_5	-102.13	212.26	26.89	21716.87	0.1725,2.4639,0.1304,0.0215
our_model	Round_2_Replicate_6	-395.13	798.26	601.18	53180.68	0.7692,0.1393,0.01,0.3037
our_model	Round_2_Replicate_7	-100.56	209.12	23.96	21369.61	0.1028,0.8485,0.0655,0.0382
our_model	Round_2_Replicate_8	-393.16	794.32	597.24	146540.34	0.9285,0.0508,0.2055,0.1669
our_model	Round_2_Replicate_9	-108.45	224.9	39.53	21247.35	0.1839,1.5159,0.1367,0.0247
our_model	Round_2_Replicate_10	-393.86	795.72	597.93	161683.84	0.1662,0.0461,0.2645,0.1022
our_model	Round_3_Replicate_1	-160.51	329.02	141.66	31128.65	0.1243,0.5522,0.1471,0.024
our_model	Round_3_Replicate_2	-90.5	189.0	3.89	20473.95	0.0403,0.9276,0.0217,0.0464
our_model	Round_3_Replicate_3	-393.4	794.8	597.7	124704.46	0.4557,0.0596,0.3583,0.1641
our_model	Round_3_Replicate_4	-91.01	190.02	4.88	20963.62	0.0937,1.1167,0.058,0.0372
our_model	Round_3_Replicate_5	-395.25	798.5	601.19	52060.13	1.0499,0.1424,0.01,0.3077
our_model	Round_3_Replicate_6	-113.39	234.78	49.22	23436.92	0.1883,2.7058,0.1681,0.0168
our_model	Round_3_Replicate_7	-397.07	802.14	603.31	46544.33	0.6622,0.1599,0.4002,0.2929
our_model	Round_3_Replicate_8	-149.1	306.2	119.5	36869.94	0.1365,1.5663,0.205,0.0101
our_model	Round_3_Replicate_9	-93.86	195.72	10.57	20899.14	0.1303,1.5594,0.0853,0.03
our_model	Round_3_Replicate_10	-107.52	223.04	37.59	22167.06	0.1872,2.388,0.1513,0.0196
our_model	Round_4_Replicate_1	-88.63	185.26	0.14	20127.45	0.0278,1.0156,0.0144,0.0475
our_model	Round_4_Replicate_2	-89.23	186.46	1.34	20377.87	0.064,1.0697,0.0358,0.0423
our_model	Round_4_Replicate_3	-88.7	185.4	0.29	20071.85	0.0296,1.0424,0.0153,0.0468
our_model	Round_4_Replicate_4	-220.09	448.18	258.74	68206.1	0.0596,0.3632,0.1251,0.01
our_model	Round_4_Replicate_5	-88.74	185.48	0.36	20069.22	0.0305,1.0475,0.0158,0.0466
our_model	Round_4_Replicate_6	-107.67	223.34	37.81	22238.91	0.1875,8.1543,0.1528,0.0174
our_model	Round_4_Replicate_7	-90.3	188.6	3.46	20422.41	0.0842,1.2095,0.0487,0.0379
our_model	Round_4_Replicate_8	-90.5	189.0	3.88	20299.26	0.032,0.9212,0.0168,0.0476
our_model	Round_4_Replicate_9	-93.25	194.5	9.38	20644.28	0.0358,0.8579,0.0194,0.0476
our_model	Round_4_Replicate_10	-92.33	192.66	7.52	20893.77	0.1195,1.3104,0.0767,0.0328
our_model	Round_5_Replicate_1	-88.62	185.24	0.13	20109.1	0.0289,1.0246,0.015,0.0474
our_model	Round_5_Replicate_2	-88.9	185.8	0.67	20219.29	0.0501,1.0703,0.0271,0.0441
our_model	Round_5_Replicate_3	-88.58	185.16	0.04	20055.43	0.0203,1.0132,0.0104,0.0486
