3655    , -1867.5     , array([ 1.97558    ,  0.0268433  ,  2.08543e-33,  0.00392909 ])
3656    , -1867.5     , array([ 1.97756    ,  0.0268433  ,  2.08543e-33,  0.00392909 ])
3657    , -1866.97    , array([ 1.97558    ,  0.0268701  ,  2.08543e-33,  0.00392909 ])
3658    , -1867.5     , array([ 1.97558    ,  0.0268433  ,  2.08751e-33,  0.00392909 ])
3659    , -1867.93    , array([ 1.97558    ,  0.0268433  ,  2.08543e-33,  0.00393302 ])
3660    , -1867.5     , array([ 1.97558    ,  0.0268433  ,  2.08543e-33,  0.00392909 ])
3661    , -1926.49    , array([ 1.97558    ,  0.0585241  ,  2.08543e-33,  0.00206694 ])
3662    , -1926.49    , array([ 1.97558    ,  0.0585241  ,  2.08543e-33,  0.00206694 ])
3663    , -1926.49    , array([ 1.97756    ,  0.0585241  ,  2.08543e-33,  0.00206694 ])
3664    , -1926.75    , array([ 1.97558    ,  0.0585827  ,  2.08543e-33,  0.00206694 ])
3665    , -1926.49    , array([ 1.97558    ,  0.0585241  ,  2.08751e-33,  0.00206694 ])
3666    , -1926.24    , array([ 1.97558    ,  0.0585241  ,  2.08543e-33,  0.00206901 ])
3667    , -1762.28    , array([ 1.97558    ,  0.035582   ,  2.08543e-33,  0.00311476 ])
3668    , -1762.28    , array([ 1.97558    ,  0.035582   ,  2.08543e-33,  0.00311476 ])
3669    , -1762.28    , array([ 1.97756    ,  0.035582   ,  2.08543e-33,  0.00311476 ])
3670    , -1762.28    , array([ 1.97558    ,  0.0356176  ,  2.08543e-33,  0.00311476 ])
3671    , -1762.28    , array([ 1.97558    ,  0.035582   ,  2.08751e-33,  0.00311476 ])
3672    , -1762.25    , array([ 1.97558    ,  0.035582   ,  2.08543e-33,  0.00311787 ])
3673    , -17307.4    , array([ 1.97558    ,  7.21903    ,  2.08543e-33,  1.2082     ])
3674    , -17307.4    , array([ 1.97558    ,  7.21903    ,  2.08543e-33,  1.2082     ])
3675    , -17307.4    , array([ 1.97756    ,  7.21903    ,  2.08543e-33,  1.2082     ])
3676    , -17317      , array([ 1.97558    ,  7.22626    ,  2.08543e-33,  1.2082     ])
3677    , -17307.4    , array([ 1.97558    ,  7.21903    ,  2.08751e-33,  1.2082     ])
3678    , -17310.4    , array([ 1.97558    ,  7.21903    ,  2.08543e-33,  1.20941    ])
3679    , -1682.03    , array([ 1.97558    ,  0.103389   ,  2.08543e-33,  0.0103081  ])
3680    , -1682.03    , array([ 1.97558    ,  0.103389   ,  2.08543e-33,  0.0103081  ])
3681    , -1682.03    , array([ 1.97756    ,  0.103389   ,  2.08543e-33,  0.0103081  ])
3682    , -1682.09    , array([ 1.97558    ,  0.103493   ,  2.08543e-33,  0.0103081  ])
3683    , -1682.03    , array([ 1.97558    ,  0.103389   ,  2.08751e-33,  0.0103081  ])
3684    , -1681.87    , array([ 1.97558    ,  0.103389   ,  2.08543e-33,  0.0103185  ])
3685    , -1543.52    , array([ 1.97558    ,  0.287549   ,  2.08543e-33,  0.0324796  ])
3686    , -1543.52    , array([ 1.97558    ,  0.287549   ,  2.08543e-33,  0.0324796  ])
3687    , -1543.52    , array([ 1.97756    ,  0.287549   ,  2.08543e-33,  0.0324796  ])
3688    , -1543.96    , array([ 1.97558    ,  0.287837   ,  2.08543e-33,  0.0324796  ])
3689    , -1543.52    , array([ 1.97558    ,  0.287549   ,  2.08751e-33,  0.0324796  ])
3690    , -1543.05    , array([ 1.97558    ,  0.287549   ,  2.08543e-33,  0.0325121  ])
3691    , -1538.6     , array([ 1.97558    ,  0.382424   ,  2.08543e-33,  0.0447251  ])
3692    , -1538.6     , array([ 1.97558    ,  0.382424   ,  2.08543e-33,  0.0447251  ])
3693    , -1538.6     , array([ 1.97756    ,  0.382424   ,  2.08543e-33,  0.0447251  ])
3694    , -1539.27    , array([ 1.97558    ,  0.382806   ,  2.08543e-33,  0.0447251  ])
3695    , -1538.6     , array([ 1.97558    ,  0.382424   ,  2.08751e-33,  0.0447251  ])
3696    , -1538.06    , array([ 1.97558    ,  0.382424   ,  2.08543e-33,  0.0447698  ])
3697    , -1535.4     , array([ 1.97558    ,  0.335934   ,  2.08543e-33,  0.0386716  ])
3698    , -1535.4     , array([ 1.97558    ,  0.335934   ,  2.08543e-33,  0.0386716  ])
3699    , -1535.4     , array([ 1.97756    ,  0.335934   ,  2.08543e-33,  0.0386716  ])
3700    , -1535.95    , array([ 1.97558    ,  0.33627    ,  2.08543e-33,  0.0386716  ])
3701    , -1535.4     , array([ 1.97558    ,  0.335934   ,  2.08751e-33,  0.0386716  ])
3702    , -1534.89    , array([ 1.97558    ,  0.335934   ,  2.08543e-33,  0.0387103  ])
3709    , -1535.4     , array([ 1.97558    ,  0.335937   ,  2.08543e-33,  0.038672   ])
