10979   , -11750.5    , array([ 3.16555    ,  10.9042    ,  0.936938   ,  0.135648   ])
10980   , -11757.6    , array([ 3.16872    ,  10.9042    ,  0.936938   ,  0.135648   ])
10981   , -11751.6    , array([ 3.16555    ,  10.9152    ,  0.936938   ,  0.135648   ])
10982   , -11750      , array([ 3.16555    ,  10.9042    ,  0.937875   ,  0.135648   ])
10983   , -11752.7    , array([ 3.16555    ,  10.9042    ,  0.936938   ,  0.135783   ])
10984   , -11750.5    , array([ 3.16555    ,  10.9042    ,  0.936938   ,  0.135648   ])
10985   , -5552.35    , array([ 1.22158    ,  9.36805    ,  1.00121    ,  0.101172   ])
10986   , -5552.35    , array([ 1.22158    ,  9.36805    ,  1.00121    ,  0.101172   ])
10987   , -5555.2     , array([ 1.2228     ,  9.36805    ,  1.00121    ,  0.101172   ])
10988   , -5552.97    , array([ 1.22158    ,  9.37742    ,  1.00121    ,  0.101172   ])
10989   , -5551.66    , array([ 1.22158    ,  9.36805    ,  1.00221    ,  0.101172   ])
10990   , -5555.05    , array([ 1.22158    ,  9.36805    ,  1.00121    ,  0.101274   ])
10991   , -2314.05    , array([ 0.792204   ,  6.27205    ,  2.80202    ,  0.00220943 ])
10992   , -2314.05    , array([ 0.792204   ,  6.27205    ,  2.80202    ,  0.00220943 ])
10993   , -2314.08    , array([ 0.792997   ,  6.27205    ,  2.80202    ,  0.00220943 ])
10994   , -2314.05    , array([ 0.792204   ,  6.27832    ,  2.80202    ,  0.00220943 ])
10995   , -2314.29    , array([ 0.792204   ,  6.27205    ,  2.80483    ,  0.00220943 ])
10996   , -2314.1     , array([ 0.792204   ,  6.27205    ,  2.80202    ,  0.00221164 ])
10997   , -2336.81    , array([ 0.934958   ,  3.52816    ,  5.46013e-11,  3.3881e-07 ])
10998   , -2336.81    , array([ 0.934958   ,  3.52816    ,  5.46013e-11,  3.3881e-07 ])
10999   , -2336.81    , array([ 0.935894   ,  3.52816    ,  5.46013e-11,  3.3881e-07 ])
11000   , -2336.81    , array([ 0.934958   ,  3.53169    ,  5.46013e-11,  3.3881e-07 ])
11001   , -2336.81    , array([ 0.934958   ,  3.52816    ,  5.46559e-11,  3.3881e-07 ])
11002   , -2336.81    , array([ 0.934958   ,  3.52816    ,  5.46013e-11,  3.39149e-07])
11003   , -2335.69    , array([ 0.836867   ,  5.1844     ,  0.00079812 ,  0.000120679])
11004   , -2335.69    , array([ 0.836867   ,  5.1844     ,  0.00079812 ,  0.000120679])
11005   , -2335.7     , array([ 0.837704   ,  5.1844     ,  0.00079812 ,  0.000120679])
11006   , -2335.69    , array([ 0.836867   ,  5.18958    ,  0.00079812 ,  0.000120679])
11007   , -2335.68    , array([ 0.836867   ,  5.1844     ,  0.000798918,  0.000120679])
11008   , -2335.69    , array([ 0.836867   ,  5.1844     ,  0.00079812 ,  0.000120799])
11009   , -1801.96    , array([ 0.806597   ,  5.89191    ,  0.192109   ,  0.000850675])
11010   , -1801.96    , array([ 0.806597   ,  5.89191    ,  0.192109   ,  0.000850675])
11011   , -1804.35    , array([ 0.807404   ,  5.89191    ,  0.192109   ,  0.000850675])
11012   , -1801.96    , array([ 0.806597   ,  5.8978     ,  0.192109   ,  0.000850675])
11013   , -1801.68    , array([ 0.806597   ,  5.89191    ,  0.192301   ,  0.000850675])
11014   , -1801.97    , array([ 0.806597   ,  5.89191    ,  0.192109   ,  0.000851526])
11015   , -1723.24    , array([ 0.798995   ,  6.08889    ,  0.786591   ,  0.00140537 ])
11016   , -1723.24    , array([ 0.798995   ,  6.08889    ,  0.786591   ,  0.00140537 ])
11017   , -1725.52    , array([ 0.799794   ,  6.08889    ,  0.786591   ,  0.00140537 ])
11018   , -1723.25    , array([ 0.798995   ,  6.09498    ,  0.786591   ,  0.00140537 ])
11019   , -1723.6     , array([ 0.798995   ,  6.08889    ,  0.787378   ,  0.00140537 ])
11020   , -1723.27    , array([ 0.798995   ,  6.08889    ,  0.786591   ,  0.00140678 ])
11021   , -1651.47    , array([ 0.80309    ,  5.98175    ,  0.367506   ,  0.00107175 ])
11022   , -1651.47    , array([ 0.80309    ,  5.98175    ,  0.367506   ,  0.00107175 ])
11023   , -1654.33    , array([ 0.803893   ,  5.98175    ,  0.367506   ,  0.00107175 ])
11024   , -1651.48    , array([ 0.80309    ,  5.98773    ,  0.367506   ,  0.00107175 ])
11025   , -1651.36    , array([ 0.80309    ,  5.98175    ,  0.367874   ,  0.00107175 ])
11026   , -1651.49    , array([ 0.80309    ,  5.98175    ,  0.367506   ,  0.00107282 ])
11033   , -1651.47    , array([ 0.803089   ,  5.98182    ,  0.367502   ,  0.00107174 ])
11034   , -1651.47    , array([ 0.803089   ,  5.98182    ,  0.367502   ,  0.00107174 ])
11035   , -1654.32    , array([ 0.803892   ,  5.98182    ,  0.367502   ,  0.00107174 ])
11036   , -1651.47    , array([ 0.803089   ,  5.9878     ,  0.367502   ,  0.00107174 ])
11037   , -1651.36    , array([ 0.803089   ,  5.98182    ,  0.36787    ,  0.00107174 ])
11038   , -1651.48    , array([ 0.803089   ,  5.98182    ,  0.367502   ,  0.00107282 ])
11039   , -1587.25    , array([ 0.754137   ,  9.71227    ,  0.228636   ,  0.000865379])
11040   , -1587.25    , array([ 0.754137   ,  9.71227    ,  0.228636   ,  0.000865379])
11041   , -1589.68    , array([ 0.754891   ,  9.71227    ,  0.228636   ,  0.000865379])
11042   , -1587.25    , array([ 0.754137   ,  9.72199    ,  0.228636   ,  0.000865379])
11043   , -1586.93    , array([ 0.754137   ,  9.71227    ,  0.228864   ,  0.000865379])
11044   , -1587.25    , array([ 0.754137   ,  9.71227    ,  0.228636   ,  0.000866245])
11045   , -1458.13    , array([ 0.722629   ,  13.3168    ,  0.248413   ,  0.000854366])
11046   , -1458.13    , array([ 0.722629   ,  13.3168    ,  0.248413   ,  0.000854366])
11047   , -1460.51    , array([ 0.723352   ,  13.3168    ,  0.248413   ,  0.000854366])
11048   , -1458.13    , array([ 0.722629   ,  13.3301    ,  0.248413   ,  0.000854366])
11049   , -1457.81    , array([ 0.722629   ,  13.3168    ,  0.248662   ,  0.000854366])
11050   , -1458.13    , array([ 0.722629   ,  13.3168    ,  0.248413   ,  0.000855221])
11051   , -1002.6     , array([ 0.609223   ,  47.0668    ,  0.346177   ,  0.000811697])
11052   , -1002.6     , array([ 0.609223   ,  47.0668    ,  0.346177   ,  0.000811697])
11053   , -1004.49    , array([ 0.609833   ,  47.0668    ,  0.346177   ,  0.000811697])
11054   , -1002.6     , array([ 0.609223   ,  47.1139    ,  0.346177   ,  0.000811697])
11055   , -1002.46    , array([ 0.609223   ,  47.0668    ,  0.346524   ,  0.000811697])
11056   , -1002.6     , array([ 0.609223   ,  47.0668    ,  0.346177   ,  0.000812509])
11063   , -1002.6     , array([ 0.609223   ,  47.0672    ,  0.346177   ,  0.000811697])
11064   , -1002.6     , array([ 0.609223   ,  47.0672    ,  0.346177   ,  0.000811697])
11065   , -1004.49    , array([ 0.609832   ,  47.0672    ,  0.346177   ,  0.000811697])
11066   , -1002.6     , array([ 0.609223   ,  47.1143    ,  0.346177   ,  0.000811697])
11067   , -1002.46    , array([ 0.609223   ,  47.0672    ,  0.346524   ,  0.000811697])
11068   , -1002.6     , array([ 0.609223   ,  47.0672    ,  0.346177   ,  0.000812509])
11075   , -1002.59    , array([ 0.609222   ,  47.0674    ,  0.346178   ,  0.000811696])
11076   , -1002.59    , array([ 0.609222   ,  47.0674    ,  0.346178   ,  0.000811696])
11077   , -1004.49    , array([ 0.609832   ,  47.0674    ,  0.346178   ,  0.000811696])
11078   , -1002.59    , array([ 0.609222   ,  47.1145    ,  0.346178   ,  0.000811696])
11079   , -1002.46    , array([ 0.609222   ,  47.0674    ,  0.346524   ,  0.000811696])
11080   , -1002.6     , array([ 0.609222   ,  47.0674    ,  0.346178   ,  0.000812509])
11087   , -1002.59    , array([ 0.609222   ,  47.0675    ,  0.346178   ,  0.000811696])
