61903   , -79089.4    , array([ 10.4852    ,  0.583606   ,  0.000475981,  1.46868e-29,  3.9983e-10 ])
61904   , -79089.4    , array([ 10.4957    ,  0.583606   ,  0.000475981,  1.46868e-29,  3.9983e-10 ])
61905   , -79089.4    , array([ 10.4852    ,  0.58419    ,  0.000475981,  1.46868e-29,  3.9983e-10 ])
61906   , -79089.4    , array([ 10.4852    ,  0.583606   ,  0.000476457,  1.46868e-29,  3.9983e-10 ])
61907   , -79089.4    , array([ 10.4852    ,  0.583606   ,  0.000475981,  1.47015e-29,  3.9983e-10 ])
61908   , -79089.4    , array([ 10.4852    ,  0.583606   ,  0.000475981,  1.46868e-29,  4.0023e-10 ])
61909   , -79089.4    , array([ 10.4852    ,  0.583606   ,  0.000475981,  1.46868e-29,  3.9983e-10 ])
61910   , -79089.4    , array([ 10.4849    ,  0.583137   ,  0.000475981,  1.46868e-29,  4.00167e-10])
61911   , -79089.4    , array([ 10.4849    ,  0.583137   ,  0.000475981,  1.46868e-29,  4.00167e-10])
61912   , -79089.4    , array([ 10.4954    ,  0.583137   ,  0.000475981,  1.46868e-29,  4.00167e-10])
61913   , -79089.4    , array([ 10.4849    ,  0.58372    ,  0.000475981,  1.46868e-29,  4.00167e-10])
61914   , -79089.4    , array([ 10.4849    ,  0.583137   ,  0.000476457,  1.46868e-29,  4.00167e-10])
61915   , -79089.4    , array([ 10.4849    ,  0.583137   ,  0.000475981,  1.47015e-29,  4.00167e-10])
61916   , -79089.4    , array([ 10.4849    ,  0.583137   ,  0.000475981,  1.46868e-29,  4.00567e-10])
61917   , -79089.4    , array([ 10.4836    ,  0.581263   ,  0.000475981,  1.46868e-29,  4.01518e-10])
61918   , -79089.4    , array([ 10.4836    ,  0.581263   ,  0.000475981,  1.46868e-29,  4.01518e-10])
61919   , -79089.4    , array([ 10.4941    ,  0.581263   ,  0.000475981,  1.46868e-29,  4.01518e-10])
61920   , -79089.4    , array([ 10.4836    ,  0.581844   ,  0.000475981,  1.46868e-29,  4.01518e-10])
61921   , -79089.4    , array([ 10.4836    ,  0.581263   ,  0.000476457,  1.46868e-29,  4.01518e-10])
61922   , -79089.4    , array([ 10.4836    ,  0.581263   ,  0.000475981,  1.47015e-29,  4.01518e-10])
61923   , -79089.4    , array([ 10.4836    ,  0.581263   ,  0.000475981,  1.46868e-29,  4.01919e-10])
61924   , -79089.4    , array([ 10.4785    ,  0.573827   ,  0.000475981,  1.46868e-29,  4.06968e-10])
61925   , -79089.4    , array([ 10.4785    ,  0.573827   ,  0.000475981,  1.46868e-29,  4.06968e-10])
61926   , -79089.4    , array([ 10.489     ,  0.573827   ,  0.000475981,  1.46868e-29,  4.06968e-10])
61927   , -79089.4    , array([ 10.4785    ,  0.574401   ,  0.000475981,  1.46868e-29,  4.06968e-10])
61928   , -79089.4    , array([ 10.4785    ,  0.573827   ,  0.000476457,  1.46868e-29,  4.06968e-10])
61929   , -79089.4    , array([ 10.4785    ,  0.573827   ,  0.000475981,  1.47015e-29,  4.06968e-10])
61930   , -79089.4    , array([ 10.4785    ,  0.573827   ,  0.000475981,  1.46868e-29,  4.07375e-10])
61931   , -79089.4    , array([ 10.4582    ,  0.545021   ,  0.00047598 ,  1.46868e-29,  4.29517e-10])
61932   , -79089.4    , array([ 10.4582    ,  0.545021   ,  0.00047598 ,  1.46868e-29,  4.29517e-10])
61933   , -79089.4    , array([ 10.4687    ,  0.545021   ,  0.00047598 ,  1.46868e-29,  4.29517e-10])
61934   , -79089.4    , array([ 10.4582    ,  0.545567   ,  0.00047598 ,  1.46868e-29,  4.29517e-10])
61935   , -79089.4    , array([ 10.4582    ,  0.545021   ,  0.000476456,  1.46868e-29,  4.29517e-10])
61936   , -79089.4    , array([ 10.4582    ,  0.545021   ,  0.00047598 ,  1.47015e-29,  4.29517e-10])
