1151    , -79089.4    , array([ 0.126546   ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1152    , -79089.4    , array([ 0.126546   ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1153    , -79089.4    , array([ 1.12655    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1154    , -79089.4    , array([ 2.74458    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1155    , -79089.4    , array([ 1.12655    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1156    , -79089.4    , array([ 1.74458    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1157    , -79089.4    , array([ 2.12655    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1158    , -79089.4    , array([ 2.36261    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1159    , -79089.4    , array([ 2.50851    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1160    , -79089.4    , array([ 2.59868    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1161    , -79089.4    , array([ 2.65441    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1162    , -79089.4    , array([ 2.68885    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1163    , -79089.4    , array([ 2.71447    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1164    , -79089.4    , array([ 2.71447    ,  0.804272   ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1165    , -79089.4    , array([ 2.71447    ,  1.80427    ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1166    , -79089.4    , array([ 2.71447    ,  3.42231    ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1167    , -79089.4    , array([ 2.71447    ,  1.80427    ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1168    , -79089.4    , array([ 2.71447    ,  2.42231    ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1169    , -79089.4    , array([ 2.71447    ,  2.80427    ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1170    , -79089.4    , array([ 2.71447    ,  3.04034    ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1171    , -79089.4    , array([ 2.71447    ,  3.18624    ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1172    , -79089.4    , array([ 2.71447    ,  3.27641    ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1173    , -79089.4    , array([ 2.71447    ,  3.33214    ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1174    , -79089.4    , array([ 2.71447    ,  3.36658    ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1175    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1176    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.20008e-36,  7.60147e-54,  1.71488e-47])
1177    , -79089.4    , array([ 2.71447    ,  3.3922     ,  1          ,  7.60147e-54,  1.71488e-47])
1178    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.61803    ,  7.60147e-54,  1.71488e-47])
1179    , -79089.4    , array([ 2.71447    ,  3.3922     ,  1          ,  7.60147e-54,  1.71488e-47])
1180    , -79089.4    , array([ 2.71447    ,  3.3922     ,  1.61803    ,  7.60147e-54,  1.71488e-47])
1181    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2          ,  7.60147e-54,  1.71488e-47])
1182    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.23607    ,  7.60147e-54,  1.71488e-47])
1183    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.38197    ,  7.60147e-54,  1.71488e-47])
1184    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.47214    ,  7.60147e-54,  1.71488e-47])
1185    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.52786    ,  7.60147e-54,  1.71488e-47])
1186    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.56231    ,  7.60147e-54,  1.71488e-47])
1187    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  7.60147e-54,  1.71488e-47])
1188    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  7.60147e-54,  1.71488e-47])
1189    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  1          ,  1.71488e-47])
1190    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  2.61803    ,  1.71488e-47])
1191    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  1          ,  1.71488e-47])
1192    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  1.61803    ,  1.71488e-47])
1193    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  2          ,  1.71488e-47])
1194    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  2.23607    ,  1.71488e-47])
1195    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  2.38197    ,  1.71488e-47])
1196    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  2.47214    ,  1.71488e-47])
1197    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  2.52786    ,  1.71488e-47])
1198    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  2.56231    ,  1.71488e-47])
1199    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  2.58793    ,  1.71488e-47])
1200    , -79089.4    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  2.58793    ,  1.71488e-47])
1201    , -57955.1    , array([ 2.71447    ,  3.3922     ,  2.58793    ,  2.58793    ,  1          ])
