158650  , -69310.9    , array([ 0.00830411 ,  0.00438311 ,  2.16687e-55,  5.20626e-62,  2.96464e-05])
158651  , -69313.2    , array([ 0.00831242 ,  0.00438311 ,  2.16687e-55,  5.20626e-62,  2.96464e-05])
158652  , -69317.6    , array([ 0.00830411 ,  0.00438749 ,  2.16687e-55,  5.20626e-62,  2.96464e-05])
158653  , -69310.9    , array([ 0.00830411 ,  0.00438311 ,  2.16903e-55,  5.20626e-62,  2.96464e-05])
158654  , -69310.9    , array([ 0.00830411 ,  0.00438311 ,  2.16687e-55,  5.21147e-62,  2.96464e-05])
158655  , -69302.1    , array([ 0.00830411 ,  0.00438311 ,  2.16687e-55,  5.20626e-62,  2.96761e-05])
158656  , -69310.9    , array([ 0.00830411 ,  0.00438311 ,  2.16687e-55,  5.20626e-62,  2.96464e-05])
158657  , -50254.6    , array([ 0.00680927 ,  0.00242112 ,  2.16687e-55,  5.20626e-62,  6.55019e-05])
158658  , -50254.6    , array([ 0.00680927 ,  0.00242112 ,  2.16687e-55,  5.20626e-62,  6.55019e-05])
158659  , -50258      , array([ 0.00681608 ,  0.00242112 ,  2.16687e-55,  5.20626e-62,  6.55019e-05])
158660  , -50272.2    , array([ 0.00680927 ,  0.00242354 ,  2.16687e-55,  5.20626e-62,  6.55019e-05])
158661  , -50254.6    , array([ 0.00680927 ,  0.00242112 ,  2.16903e-55,  5.20626e-62,  6.55019e-05])
158662  , -50254.6    , array([ 0.00680927 ,  0.00242112 ,  2.16687e-55,  5.21147e-62,  6.55019e-05])
158663  , -50233.6    , array([ 0.00680927 ,  0.00242112 ,  2.16687e-55,  5.20626e-62,  6.55675e-05])
158671  , -50234.1    , array([ 0.00680827 ,  0.00242006 ,  2.16687e-55,  5.20626e-62,  6.55403e-05])
158672  , -50234.1    , array([ 0.00680827 ,  0.00242006 ,  2.16687e-55,  5.20626e-62,  6.55403e-05])
158673  , -50237.5    , array([ 0.00681508 ,  0.00242006 ,  2.16687e-55,  5.20626e-62,  6.55403e-05])
158674  , -50251.7    , array([ 0.00680827 ,  0.00242248 ,  2.16687e-55,  5.20626e-62,  6.55403e-05])
158675  , -50234.1    , array([ 0.00680827 ,  0.00242006 ,  2.16903e-55,  5.20626e-62,  6.55403e-05])
158676  , -50234.1    , array([ 0.00680827 ,  0.00242006 ,  2.16687e-55,  5.21147e-62,  6.55403e-05])
158677  , -50213.2    , array([ 0.00680827 ,  0.00242006 ,  2.16687e-55,  5.20626e-62,  6.56058e-05])
158678  , -50213.7    , array([ 0.00680728 ,  0.00241899 ,  2.16687e-55,  5.20626e-62,  6.55787e-05])
158679  , -50213.7    , array([ 0.00680728 ,  0.00241899 ,  2.16687e-55,  5.20626e-62,  6.55787e-05])
158680  , -50217      , array([ 0.00681409 ,  0.00241899 ,  2.16687e-55,  5.20626e-62,  6.55787e-05])
158681  , -50231.2    , array([ 0.00680728 ,  0.00242141 ,  2.16687e-55,  5.20626e-62,  6.55787e-05])
158682  , -50213.7    , array([ 0.00680728 ,  0.00241899 ,  2.16903e-55,  5.20626e-62,  6.55787e-05])
158683  , -50213.7    , array([ 0.00680728 ,  0.00241899 ,  2.16687e-55,  5.21147e-62,  6.55787e-05])
158684  , -50192.7    , array([ 0.00680728 ,  0.00241899 ,  2.16687e-55,  5.20626e-62,  6.56443e-05])
158692  , -50208.5    , array([ 0.00680703 ,  0.00241873 ,  2.16687e-55,  5.20626e-62,  6.55883e-05])
158693  , -50208.5    , array([ 0.00680703 ,  0.00241873 ,  2.16687e-55,  5.20626e-62,  6.55883e-05])
158694  , -50211.9    , array([ 0.00681384 ,  0.00241873 ,  2.16687e-55,  5.20626e-62,  6.55883e-05])
