282666  , -283322     , array([ 0.00346714 ,  0.0551935  ,  3.47653e-06,  3.16113e-62,  0.0139943  ])
282667  , -283109     , array([ 0.00347061 ,  0.0551935  ,  3.47653e-06,  3.16113e-62,  0.0139943  ])
282668  , -283339     , array([ 0.00346714 ,  0.0552487  ,  3.47653e-06,  3.16113e-62,  0.0139943  ])
282669  , -283322     , array([ 0.00346714 ,  0.0551935  ,  3.48001e-06,  3.16113e-62,  0.0139943  ])
282670  , -283322     , array([ 0.00346714 ,  0.0551935  ,  3.47653e-06,  3.16429e-62,  0.0139943  ])
282671  , -283496     , array([ 0.00346714 ,  0.0551935  ,  3.47653e-06,  3.16113e-62,  0.0140083  ])
282672  , -283322     , array([ 0.00346714 ,  0.0551935  ,  3.47653e-06,  3.16113e-62,  0.0139943  ])
282673  , -108620     , array([ 0.00756651 ,  0.0518958  ,  3.47654e-06,  3.16113e-62,  0.00739249 ])
282674  , -108620     , array([ 0.00756651 ,  0.0518958  ,  3.47654e-06,  3.16113e-62,  0.00739249 ])
282675  , -108535     , array([ 0.00757408 ,  0.0518958  ,  3.47654e-06,  3.16113e-62,  0.00739249 ])
282676  , -108640     , array([ 0.00756651 ,  0.0519477  ,  3.47654e-06,  3.16113e-62,  0.00739249 ])
282677  , -108620     , array([ 0.00756651 ,  0.0518958  ,  3.48001e-06,  3.16113e-62,  0.00739249 ])
282678  , -108620     , array([ 0.00756651 ,  0.0518958  ,  3.47654e-06,  3.16429e-62,  0.00739249 ])
282679  , -108679     , array([ 0.00756651 ,  0.0518958  ,  3.47654e-06,  3.16113e-62,  0.00739989 ])
282687  , -108412     , array([ 0.00758761 ,  0.0515442  ,  3.47654e-06,  3.16113e-62,  0.00741374 ])
282688  , -108412     , array([ 0.00758761 ,  0.0515442  ,  3.47654e-06,  3.16113e-62,  0.00741374 ])
282689  , -108327     , array([ 0.0075952  ,  0.0515442  ,  3.47654e-06,  3.16113e-62,  0.00741374 ])
282690  , -108433     , array([ 0.00758761 ,  0.0515958  ,  3.47654e-06,  3.16113e-62,  0.00741374 ])
282691  , -108412     , array([ 0.00758761 ,  0.0515442  ,  3.48001e-06,  3.16113e-62,  0.00741374 ])
