251986  , -73490      , array([ 2.36857    ,  1.01904    ,  1.8989e-60 ,  1.89621e-08,  0.00393413 ])
251987  , -73491.2    , array([ 2.37094    ,  1.01904    ,  1.8989e-60 ,  1.89621e-08,  0.00393413 ])
251988  , -73494.1    , array([ 2.36857    ,  1.02006    ,  1.8989e-60 ,  1.89621e-08,  0.00393413 ])
251989  , -73490      , array([ 2.36857    ,  1.01904    ,  1.9008e-60 ,  1.89621e-08,  0.00393413 ])
251990  , -73490      , array([ 2.36857    ,  1.01904    ,  1.8989e-60 ,  1.8981e-08 ,  0.00393413 ])
251991  , -73484.7    , array([ 2.36857    ,  1.01904    ,  1.8989e-60 ,  1.89621e-08,  0.00393806 ])
251992  , -73490      , array([ 2.36857    ,  1.01904    ,  1.8989e-60 ,  1.89621e-08,  0.00393413 ])
251993  , -60865.1    , array([ 1.98558    ,  0.554397   ,  1.8989e-60 ,  1.89621e-08,  0.00863732 ])
251994  , -60865.1    , array([ 1.98558    ,  0.554397   ,  1.8989e-60 ,  1.89621e-08,  0.00863732 ])
251995  , -60867.5    , array([ 1.98756    ,  0.554397   ,  1.8989e-60 ,  1.89621e-08,  0.00863732 ])
251996  , -60878      , array([ 1.98558    ,  0.554952   ,  1.8989e-60 ,  1.89621e-08,  0.00863732 ])
251997  , -60865.1    , array([ 1.98558    ,  0.554397   ,  1.9008e-60 ,  1.89621e-08,  0.00863732 ])
251998  , -60865.1    , array([ 1.98558    ,  0.554397   ,  1.8989e-60 ,  1.8981e-08 ,  0.00863732 ])
251999  , -60850      , array([ 1.98558    ,  0.554397   ,  1.8989e-60 ,  1.89621e-08,  0.00864596 ])
252000  , -133748     , array([ 0.980591   ,  0.0485663  ,  1.8989e-60 ,  1.89621e-08,  0.200678   ])
252001  , -133748     , array([ 0.980591   ,  0.0485663  ,  1.8989e-60 ,  1.89621e-08,  0.200678   ])
252002  , -133743     , array([ 0.981572   ,  0.0485663  ,  1.8989e-60 ,  1.89621e-08,  0.200678   ])
252003  , -133602     , array([ 0.980591   ,  0.0486149  ,  1.8989e-60 ,  1.89621e-08,  0.200678   ])
252004  , -133748     , array([ 0.980591   ,  0.0485663  ,  1.9008e-60 ,  1.89621e-08,  0.200678   ])
252005  , -133748     , array([ 0.980591   ,  0.0485663  ,  1.8989e-60 ,  1.8981e-08 ,  0.200678   ])
252006  , -133902     , array([ 0.980591   ,  0.0485663  ,  1.8989e-60 ,  1.89621e-08,  0.200879   ])
252007  , -9765.43    , array([ 1.47697    ,  0.199651   ,  1.8989e-60 ,  1.89621e-08,  0.0323133  ])
252008  , -9765.43    , array([ 1.47697    ,  0.199651   ,  1.8989e-60 ,  1.89621e-08,  0.0323133  ])
252009  , -9766.34    , array([ 1.47845    ,  0.199651   ,  1.8989e-60 ,  1.89621e-08,  0.0323133  ])
252010  , -9783.61    , array([ 1.47697    ,  0.199851   ,  1.8989e-60 ,  1.89621e-08,  0.0323133  ])
252011  , -9765.43    , array([ 1.47697    ,  0.199651   ,  1.9008e-60 ,  1.89621e-08,  0.0323133  ])
252012  , -9765.43    , array([ 1.47697    ,  0.199651   ,  1.8989e-60 ,  1.8981e-08 ,  0.0323133  ])
252013  , -9747.33    , array([ 1.47697    ,  0.199651   ,  1.8989e-60 ,  1.89621e-08,  0.0323457  ])
252014  , -3449.8     , array([ 1.29178    ,  0.125735   ,  1.8989e-60 ,  1.89621e-08,  0.0587225  ])
252015  , -3449.8     , array([ 1.29178    ,  0.125735   ,  1.8989e-60 ,  1.89621e-08,  0.0587225  ])
252016  , -3448.82    , array([ 1.29307    ,  0.125735   ,  1.8989e-60 ,  1.89621e-08,  0.0587225  ])
252017  , -3442.5     , array([ 1.29178    ,  0.125861   ,  1.8989e-60 ,  1.89621e-08,  0.0587225  ])
252018  , -3449.8     , array([ 1.29178    ,  0.125735   ,  1.9008e-60 ,  1.89621e-08,  0.0587225  ])
252019  , -3449.8     , array([ 1.29178    ,  0.125735   ,  1.8989e-60 ,  1.8981e-08 ,  0.0587225  ])
