6623    , -2403.47    , array([ 1.75437    ,  4.94385    ,  6.15064e-73,  0.00413624 ])
6624    , -2403.47    , array([ 1.75613    ,  4.94385    ,  6.15064e-73,  0.00413624 ])
6625    , -2403.49    , array([ 1.75437    ,  4.9488     ,  6.15064e-73,  0.00413624 ])
6626    , -2403.47    , array([ 1.75437    ,  4.94385    ,  6.1568e-73 ,  0.00413624 ])
6627    , -2403.54    , array([ 1.75437    ,  4.94385    ,  6.15064e-73,  0.00414038 ])
6628    , -2403.47    , array([ 1.75437    ,  4.94385    ,  6.15064e-73,  0.00413624 ])
6629    , -2359.33    , array([ 1.75437    ,  3.85625    ,  6.15064e-73,  0.00155398 ])
6630    , -2359.33    , array([ 1.75437    ,  3.85625    ,  6.15064e-73,  0.00155398 ])
6631    , -2359.33    , array([ 1.75613    ,  3.85625    ,  6.15064e-73,  0.00155398 ])
6632    , -2359.34    , array([ 1.75437    ,  3.86011    ,  6.15064e-73,  0.00155398 ])
6633    , -2359.33    , array([ 1.75437    ,  3.85625    ,  6.1568e-73 ,  0.00155398 ])
6634    , -2359.35    , array([ 1.75437    ,  3.85625    ,  6.15064e-73,  0.00155554 ])
6635    , -2161.73    , array([ 1.75437    ,  0.146315   ,  6.15064e-73,  0.00181484 ])
6636    , -2161.73    , array([ 1.75437    ,  0.146315   ,  6.15064e-73,  0.00181484 ])
6637    , -2161.73    , array([ 1.75613    ,  0.146315   ,  6.15064e-73,  0.00181484 ])
6638    , -2161.9     , array([ 1.75437    ,  0.146461   ,  6.15064e-73,  0.00181484 ])
6639    , -2161.73    , array([ 1.75437    ,  0.146315   ,  6.1568e-73 ,  0.00181484 ])
6640    , -2161.58    , array([ 1.75437    ,  0.146315   ,  6.15064e-73,  0.00181666 ])
6647    , -2161.72    , array([ 1.75437    ,  0.146307   ,  6.15064e-73,  0.00181485 ])
6648    , -2161.72    , array([ 1.75437    ,  0.146307   ,  6.15064e-73,  0.00181485 ])
6649    , -2161.72    , array([ 1.75613    ,  0.146307   ,  6.15064e-73,  0.00181485 ])
6650    , -2161.89    , array([ 1.75437    ,  0.146454   ,  6.15064e-73,  0.00181485 ])
