182402  , -44318.6    , array([ 0.123247   ,  0.0198884  ,  0.0947137  ,  1.52727e-29,  0.000769745])
182403  , -44320.5    , array([ 0.12337    ,  0.0198884  ,  0.0947137  ,  1.52727e-29,  0.000769745])
182404  , -44340.3    , array([ 0.123247   ,  0.0199083  ,  0.0947137  ,  1.52727e-29,  0.000769745])
182405  , -44318.6    , array([ 0.123247   ,  0.0198884  ,  0.0948084  ,  1.52727e-29,  0.000769745])
182406  , -44318.6    , array([ 0.123247   ,  0.0198884  ,  0.0947137  ,  1.5288e-29 ,  0.000769745])
182407  , -44294.8    , array([ 0.123247   ,  0.0198884  ,  0.0947137  ,  1.52727e-29,  0.000770515])
182408  , -44318.6    , array([ 0.123247   ,  0.0198884  ,  0.0947137  ,  1.52727e-29,  0.000769745])
182409  , -10152.5    , array([ 0.115847   ,  0.010068   ,  0.0947097  ,  1.52727e-29,  0.00161901 ])
182410  , -10152.5    , array([ 0.115847   ,  0.010068   ,  0.0947097  ,  1.52727e-29,  0.00161901 ])
182411  , -10152.9    , array([ 0.115963   ,  0.010068   ,  0.0947097  ,  1.52727e-29,  0.00161901 ])
182412  , -10170.9    , array([ 0.115847   ,  0.0100781  ,  0.0947097  ,  1.52727e-29,  0.00161901 ])
182413  , -10152.5    , array([ 0.115847   ,  0.010068   ,  0.0948044  ,  1.52727e-29,  0.00161901 ])
182414  , -10152.5    , array([ 0.115847   ,  0.010068   ,  0.0947097  ,  1.5288e-29 ,  0.00161901 ])
182415  , -10133.6    , array([ 0.115847   ,  0.010068   ,  0.0947097  ,  1.52727e-29,  0.00162063 ])
182423  , -10144.6    , array([ 0.115938   ,  0.0100619  ,  0.0947096  ,  1.52727e-29,  0.00161875 ])
182424  , -10144.6    , array([ 0.115938   ,  0.0100619  ,  0.0947096  ,  1.52727e-29,  0.00161875 ])
182425  , -10145      , array([ 0.116054   ,  0.0100619  ,  0.0947096  ,  1.52727e-29,  0.00161875 ])
182426  , -10163      , array([ 0.115938   ,  0.0100719  ,  0.0947096  ,  1.52727e-29,  0.00161875 ])
182427  , -10144.6    , array([ 0.115938   ,  0.0100619  ,  0.0948044  ,  1.52727e-29,  0.00161875 ])
182428  , -10144.6    , array([ 0.115938   ,  0.0100619  ,  0.0947096  ,  1.5288e-29 ,  0.00161875 ])
