310910  , -66548.4    , array([ 0.379463   ,  5.80607    ,  3.75126e-19,  0.00131639 ,  0.00674045 ])
310993  , -13082.7    , array([ 0.0636413  ,  0.0267823  ,  3.75126e-19,  0.00137948 ,  0.0108221  ])
310994  , -10448.8    , array([ 0.0788897  ,  0.0294081  ,  3.75126e-19,  0.00154985 ,  0.0113225  ])
310995  , -10448.8    , array([ 0.0788897  ,  0.0294081  ,  3.75126e-19,  0.00154985 ,  0.0113225  ])
310996  , -10435.4    , array([ 0.0789686  ,  0.0294081  ,  3.75126e-19,  0.00154985 ,  0.0113225  ])
310997  , -10447.8    , array([ 0.0788897  ,  0.0294375  ,  3.75126e-19,  0.00154985 ,  0.0113225  ])
310998  , -10448.8    , array([ 0.0788897  ,  0.0294081  ,  3.75501e-19,  0.00154985 ,  0.0113225  ])
310999  , -10448.8    , array([ 0.0788897  ,  0.0294081  ,  3.75126e-19,  0.0015514  ,  0.0113225  ])
311000  , -10461.8    , array([ 0.0788897  ,  0.0294081  ,  3.75126e-19,  0.00154985 ,  0.0113338  ])
311001  , -5204.11    , array([ 0.180677   ,  0.0462944  ,  3.75126e-19,  0.00287535 ,  0.0157884  ])
311002  , -5204.11    , array([ 0.180677   ,  0.0462944  ,  3.75126e-19,  0.00287535 ,  0.0157884  ])
311003  , -5197.46    , array([ 0.180858   ,  0.0462944  ,  3.75126e-19,  0.00287535 ,  0.0157884  ])
311004  , -5205.21    , array([ 0.180677   ,  0.0463408  ,  3.75126e-19,  0.00287535 ,  0.0157884  ])
311005  , -5204.11    , array([ 0.180677   ,  0.0462944  ,  3.75501e-19,  0.00287535 ,  0.0157884  ])
311006  , -5204.11    , array([ 0.180677   ,  0.0462944  ,  3.75126e-19,  0.00287823 ,  0.0157884  ])
311007  , -5208.62    , array([ 0.180677   ,  0.0462944  ,  3.75126e-19,  0.00287535 ,  0.0158042  ])
311008  , -2612.09    , array([ 0.53195    ,  0.0854843  ,  3.75126e-19,  0.00800881 ,  0.0283426  ])
311009  , -2612.09    , array([ 0.53195    ,  0.0854843  ,  3.75126e-19,  0.00800881 ,  0.0283426  ])
311010  , -2609.65    , array([ 0.532482   ,  0.0854843  ,  3.75126e-19,  0.00800881 ,  0.0283426  ])
311011  , -2614       , array([ 0.53195    ,  0.0855699  ,  3.75126e-19,  0.00800881 ,  0.0283426  ])
311012  , -2612.09    , array([ 0.53195    ,  0.0854843  ,  3.75501e-19,  0.00800881 ,  0.0283426  ])
311013  , -2612.09    , array([ 0.53195    ,  0.0854843  ,  3.75126e-19,  0.00801682 ,  0.0283426  ])
311014  , -2612.24    , array([ 0.53195    ,  0.0854843  ,  3.75126e-19,  0.00800881 ,  0.0283709  ])
311015  , -2015.4     , array([ 0.964842   ,  0.107369   ,  3.75126e-19,  0.0135744  ,  0.0381883  ])
311016  , -2015.4     , array([ 0.964842   ,  0.107369   ,  3.75126e-19,  0.0135744  ,  0.0381883  ])
311017  , -2014.39    , array([ 0.965807   ,  0.107369   ,  3.75126e-19,  0.0135744  ,  0.0381883  ])
311018  , -2015.73    , array([ 0.964842   ,  0.107477   ,  3.75126e-19,  0.0135744  ,  0.0381883  ])
311019  , -2015.4     , array([ 0.964842   ,  0.107369   ,  3.75501e-19,  0.0135744  ,  0.0381883  ])
311020  , -2015.4     , array([ 0.964842   ,  0.107369   ,  3.75126e-19,  0.0135879  ,  0.0381883  ])
311021  , -2016.46    , array([ 0.964842   ,  0.107369   ,  3.75126e-19,  0.0135744  ,  0.0382265  ])
311022  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619031  ,  0.0343164  ])
311023  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619031  ,  0.0343164  ])
311024  , -1855.42    , array([ 1.01904    ,  0.0925297  ,  3.75126e-19,  0.0619031  ,  0.0343164  ])
311025  , -1855.29    , array([ 1.01802    ,  0.0926223  ,  3.75126e-19,  0.0619031  ,  0.0343164  ])
311026  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75501e-19,  0.0619031  ,  0.0343164  ])
311027  , -1856.11    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619651  ,  0.0343164  ])
311028  , -1857.86    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619031  ,  0.0343507  ])
311036  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619035  ,  0.0343164  ])
311037  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619035  ,  0.0343164  ])
311038  , -1855.42    , array([ 1.01904    ,  0.0925297  ,  3.75126e-19,  0.0619035  ,  0.0343164  ])
311039  , -1855.29    , array([ 1.01802    ,  0.0926223  ,  3.75126e-19,  0.0619035  ,  0.0343164  ])
311040  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75501e-19,  0.0619035  ,  0.0343164  ])
311041  , -1856.11    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619655  ,  0.0343164  ])
311042  , -1857.86    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619035  ,  0.0343507  ])
311043  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619039  ,  0.0343163  ])
311044  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619039  ,  0.0343163  ])
311045  , -1855.42    , array([ 1.01904    ,  0.0925297  ,  3.75126e-19,  0.0619039  ,  0.0343163  ])
311046  , -1855.29    , array([ 1.01802    ,  0.0926223  ,  3.75126e-19,  0.0619039  ,  0.0343163  ])
311047  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75501e-19,  0.0619039  ,  0.0343163  ])
311048  , -1856.11    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619659  ,  0.0343163  ])
311049  , -1857.86    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619039  ,  0.0343507  ])
311057  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.061904   ,  0.0343163  ])
311058  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.061904   ,  0.0343163  ])
311059  , -1855.42    , array([ 1.01904    ,  0.0925297  ,  3.75126e-19,  0.061904   ,  0.0343163  ])
311060  , -1855.29    , array([ 1.01802    ,  0.0926223  ,  3.75126e-19,  0.061904   ,  0.0343163  ])
311061  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75501e-19,  0.061904   ,  0.0343163  ])
311062  , -1856.11    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.061966   ,  0.0343163  ])
311063  , -1857.86    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.061904   ,  0.0343507  ])
311064  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619041  ,  0.0343163  ])
311065  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619041  ,  0.0343163  ])
311066  , -1855.42    , array([ 1.01904    ,  0.0925297  ,  3.75126e-19,  0.0619041  ,  0.0343163  ])
311067  , -1855.29    , array([ 1.01802    ,  0.0926223  ,  3.75126e-19,  0.0619041  ,  0.0343163  ])
311068  , -1856.12    , array([ 1.01802    ,  0.0925297  ,  3.75501e-19,  0.0619041  ,  0.0343163  ])
311069  , -1856.11    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619661  ,  0.0343163  ])
311070  , -1857.86    , array([ 1.01802    ,  0.0925297  ,  3.75126e-19,  0.0619041  ,  0.0343507  ])
311071  , -1730.76    , array([ 1.05838    ,  0.0884319  ,  3.75126e-19,  1.33148    ,  0.0330326  ])
311072  , -1730.76    , array([ 1.05838    ,  0.0884319  ,  3.75126e-19,  1.33148    ,  0.0330326  ])
311073  , -1730.25    , array([ 1.05944    ,  0.0884319  ,  3.75126e-19,  1.33148    ,  0.0330326  ])
311074  , -1731.61    , array([ 1.05838    ,  0.0885203  ,  3.75126e-19,  1.33148    ,  0.0330326  ])
311075  , -1730.76    , array([ 1.05838    ,  0.0884319  ,  3.75501e-19,  1.33148    ,  0.0330326  ])
311076  , -1730.76    , array([ 1.05838    ,  0.0884319  ,  3.75126e-19,  1.33281    ,  0.0330326  ])
311077  , -1730.63    , array([ 1.05838    ,  0.0884319  ,  3.75126e-19,  1.33148    ,  0.0330657  ])
311085  , -1730.76    , array([ 1.05838    ,  0.0884318  ,  3.75126e-19,  1.33149    ,  0.0330326  ])
311086  , -1730.76    , array([ 1.05838    ,  0.0884318  ,  3.75126e-19,  1.33149    ,  0.0330326  ])
311087  , -1730.25    , array([ 1.05944    ,  0.0884318  ,  3.75126e-19,  1.33149    ,  0.0330326  ])
311088  , -1731.61    , array([ 1.05838    ,  0.0885203  ,  3.75126e-19,  1.33149    ,  0.0330326  ])
311089  , -1730.76    , array([ 1.05838    ,  0.0884318  ,  3.75501e-19,  1.33149    ,  0.0330326  ])
311090  , -1730.76    , array([ 1.05838    ,  0.0884318  ,  3.75126e-19,  1.33282    ,  0.0330326  ])
311091  , -1730.63    , array([ 1.05838    ,  0.0884318  ,  3.75126e-19,  1.33149    ,  0.0330657  ])
311092  , -1727.69    , array([ 1.06359    ,  0.0875628  ,  3.75126e-19,  1.73559    ,  0.0327918  ])
311093  , -1727.69    , array([ 1.06359    ,  0.0875628  ,  3.75126e-19,  1.73559    ,  0.0327918  ])
311094  , -1727.21    , array([ 1.06466    ,  0.0875628  ,  3.75126e-19,  1.73559    ,  0.0327918  ])
311095  , -1728.99    , array([ 1.06359    ,  0.0876504  ,  3.75126e-19,  1.73559    ,  0.0327918  ])
311096  , -1727.69    , array([ 1.06359    ,  0.0875628  ,  3.75501e-19,  1.73559    ,  0.0327918  ])
311097  , -1727.74    , array([ 1.06359    ,  0.0875628  ,  3.75126e-19,  1.73732    ,  0.0327918  ])
311098  , -1727.11    , array([ 1.06359    ,  0.0875628  ,  3.75126e-19,  1.73559    ,  0.0328247  ])
311099  , -1721.69    , array([ 1.06757    ,  0.0870554  ,  3.75126e-19,  1.74819    ,  0.0326341  ])
311100  , -1721.69    , array([ 1.06757    ,  0.0870554  ,  3.75126e-19,  1.74819    ,  0.0326341  ])
311101  , -1721.22    , array([ 1.06864    ,  0.0870554  ,  3.75126e-19,  1.74819    ,  0.0326341  ])
311102  , -1722.97    , array([ 1.06757    ,  0.0871425  ,  3.75126e-19,  1.74819    ,  0.0326341  ])
311103  , -1721.69    , array([ 1.06757    ,  0.0870554  ,  3.75501e-19,  1.74819    ,  0.0326341  ])
311104  , -1721.74    , array([ 1.06757    ,  0.0870554  ,  3.75126e-19,  1.74994    ,  0.0326341  ])
311105  , -1721.12    , array([ 1.06757    ,  0.0870554  ,  3.75126e-19,  1.74819    ,  0.0326668  ])
311106  , -1699.08    , array([ 1.08365    ,  0.0850549  ,  3.75126e-19,  1.79951    ,  0.0320108  ])
311107  , -1699.08    , array([ 1.08365    ,  0.0850549  ,  3.75126e-19,  1.79951    ,  0.0320108  ])
311108  , -1698.66    , array([ 1.08473    ,  0.0850549  ,  3.75126e-19,  1.79951    ,  0.0320108  ])
311109  , -1700.27    , array([ 1.08365    ,  0.08514    ,  3.75126e-19,  1.79951    ,  0.0320108  ])
311110  , -1699.08    , array([ 1.08365    ,  0.0850549  ,  3.75501e-19,  1.79951    ,  0.0320108  ])
311111  , -1699.13    , array([ 1.08365    ,  0.0850549  ,  3.75126e-19,  1.80131    ,  0.0320108  ])
311112  , -1698.53    , array([ 1.08365    ,  0.0850549  ,  3.75126e-19,  1.79951    ,  0.0320428  ])
311113  , -1649.76    , array([ 1.12324    ,  0.0798749  ,  3.75126e-19,  1.94602    ,  0.030389   ])
311114  , -1649.76    , array([ 1.12324    ,  0.0798749  ,  3.75126e-19,  1.94602    ,  0.030389   ])
311115  , -1649.44    , array([ 1.12436    ,  0.0798749  ,  3.75126e-19,  1.94602    ,  0.030389   ])
311116  , -1650.7     , array([ 1.12324    ,  0.0799548  ,  3.75126e-19,  1.94602    ,  0.030389   ])
311117  , -1649.76    , array([ 1.12324    ,  0.0798749  ,  3.75501e-19,  1.94602    ,  0.030389   ])
311118  , -1649.79    , array([ 1.12324    ,  0.0798749  ,  3.75126e-19,  1.94796    ,  0.030389   ])
311119  , -1649.3     , array([ 1.12324    ,  0.0798749  ,  3.75126e-19,  1.94602    ,  0.0304194  ])
311120  , -1582.65    , array([ 1.22517    ,  0.0694158  ,  3.75126e-19,  2.43595    ,  0.0271149  ])
311121  , -1582.65    , array([ 1.22517    ,  0.0694158  ,  3.75126e-19,  2.43595    ,  0.0271149  ])
311122  , -1582.51    , array([ 1.2264     ,  0.0694158  ,  3.75126e-19,  2.43595    ,  0.0271149  ])
311123  , -1583.1     , array([ 1.22517    ,  0.0694853  ,  3.75126e-19,  2.43595    ,  0.0271149  ])
311124  , -1582.65    , array([ 1.22517    ,  0.0694158  ,  3.75501e-19,  2.43595    ,  0.0271149  ])
311125  , -1582.66    , array([ 1.22517    ,  0.0694158  ,  3.75126e-19,  2.43839    ,  0.0271149  ])
311126  , -1582.39    , array([ 1.22517    ,  0.0694158  ,  3.75126e-19,  2.43595    ,  0.027142   ])
311127  , -1561.49    , array([ 1.33922    ,  0.0624593  ,  3.75126e-19,  3.16924    ,  0.0249941  ])
311128  , -1561.49    , array([ 1.33922    ,  0.0624593  ,  3.75126e-19,  3.16924    ,  0.0249941  ])
311129  , -1561.45    , array([ 1.34056    ,  0.0624593  ,  3.75126e-19,  3.16924    ,  0.0249941  ])
311130  , -1561.78    , array([ 1.33922    ,  0.0625218  ,  3.75126e-19,  3.16924    ,  0.0249941  ])
311131  , -1561.49    , array([ 1.33922    ,  0.0624593  ,  3.75501e-19,  3.16924    ,  0.0249941  ])
311132  , -1561.5     , array([ 1.33922    ,  0.0624593  ,  3.75126e-19,  3.17241    ,  0.0249941  ])
311133  , -1561.24    , array([ 1.33922    ,  0.0624593  ,  3.75126e-19,  3.16924    ,  0.0250192  ])
311134  , -1558.44    , array([ 1.41571    ,  0.0601811  ,  3.75126e-19,  3.46178    ,  0.0243829  ])
311135  , -1558.44    , array([ 1.41571    ,  0.0601811  ,  3.75126e-19,  3.46178    ,  0.0243829  ])
311136  , -1558.44    , array([ 1.41713    ,  0.0601811  ,  3.75126e-19,  3.46178    ,  0.0243829  ])
311137  , -1558.58    , array([ 1.41571    ,  0.0602413  ,  3.75126e-19,  3.46178    ,  0.0243829  ])
311138  , -1558.44    , array([ 1.41571    ,  0.0601811  ,  3.75501e-19,  3.46178    ,  0.0243829  ])
311139  , -1558.43    , array([ 1.41571    ,  0.0601811  ,  3.75126e-19,  3.46525    ,  0.0243829  ])
311140  , -1558.27    , array([ 1.41571    ,  0.0601811  ,  3.75126e-19,  3.46178    ,  0.0244073  ])
311141  , -1557.96    , array([ 1.46387    ,  0.0594551  ,  3.75126e-19,  3.75462    ,  0.0242702  ])
311142  , -1557.96    , array([ 1.46387    ,  0.0594551  ,  3.75126e-19,  3.75462    ,  0.0242702  ])
311143  , -1557.97    , array([ 1.46534    ,  0.0594551  ,  3.75126e-19,  3.75462    ,  0.0242702  ])
311144  , -1558.17    , array([ 1.46387    ,  0.0595145  ,  3.75126e-19,  3.75462    ,  0.0242702  ])
311145  , -1557.96    , array([ 1.46387    ,  0.0594551  ,  3.75501e-19,  3.75462    ,  0.0242702  ])
311146  , -1557.97    , array([ 1.46387    ,  0.0594551  ,  3.75126e-19,  3.75838    ,  0.0242702  ])
311147  , -1557.73    , array([ 1.46387    ,  0.0594551  ,  3.75126e-19,  3.75462    ,  0.0242945  ])
311148  , -1557.57    , array([ 1.49182    ,  0.0594314  ,  3.75126e-19,  3.72275    ,  0.0243619  ])
311149  , -1557.57    , array([ 1.49182    ,  0.0594314  ,  3.75126e-19,  3.72275    ,  0.0243619  ])
311150  , -1557.59    , array([ 1.49331    ,  0.0594314  ,  3.75126e-19,  3.72275    ,  0.0243619  ])
311151  , -1557.65    , array([ 1.49182    ,  0.0594908  ,  3.75126e-19,  3.72275    ,  0.0243619  ])
311152  , -1557.57    , array([ 1.49182    ,  0.0594314  ,  3.75501e-19,  3.72275    ,  0.0243619  ])
311153  , -1557.56    , array([ 1.49182    ,  0.0594314  ,  3.75126e-19,  3.72648    ,  0.0243619  ])
311154  , -1557.45    , array([ 1.49182    ,  0.0594314  ,  3.75126e-19,  3.72275    ,  0.0243863  ])
311155  , -1557.13    , array([ 1.49254    ,  0.0596685  ,  3.75126e-19,  3.75035    ,  0.0244974  ])
311156  , -1557.13    , array([ 1.49254    ,  0.0596685  ,  3.75126e-19,  3.75035    ,  0.0244974  ])
311157  , -1557.16    , array([ 1.49404    ,  0.0596685  ,  3.75126e-19,  3.75035    ,  0.0244974  ])
311158  , -1557.22    , array([ 1.49254    ,  0.0597282  ,  3.75126e-19,  3.75035    ,  0.0244974  ])
311159  , -1557.13    , array([ 1.49254    ,  0.0596685  ,  3.75501e-19,  3.75035    ,  0.0244974  ])
311160  , -1557.13    , array([ 1.49254    ,  0.0596685  ,  3.75126e-19,  3.7541     ,  0.0244974  ])
311161  , -1557.02    , array([ 1.49254    ,  0.0596685  ,  3.75126e-19,  3.75035    ,  0.0245219  ])
311162  , -1556.16    , array([ 1.48649    ,  0.0600751  ,  3.75126e-19,  3.83286    ,  0.0247803  ])
311163  , -1556.16    , array([ 1.48649    ,  0.0600751  ,  3.75126e-19,  3.83286    ,  0.0247803  ])
311164  , -1556.18    , array([ 1.48798    ,  0.0600751  ,  3.75126e-19,  3.83286    ,  0.0247803  ])
311165  , -1556.25    , array([ 1.48649    ,  0.0601352  ,  3.75126e-19,  3.83286    ,  0.0247803  ])
311166  , -1556.16    , array([ 1.48649    ,  0.0600751  ,  3.75501e-19,  3.83286    ,  0.0247803  ])
311167  , -1556.16    , array([ 1.48649    ,  0.0600751  ,  3.75126e-19,  3.83669    ,  0.0247803  ])
311168  , -1556.06    , array([ 1.48649    ,  0.0600751  ,  3.75126e-19,  3.83286    ,  0.0248051  ])
311169  , -1554.77    , array([ 1.45771    ,  0.0605593  ,  3.75126e-19,  4.11662    ,  0.0253367  ])
311170  , -1554.77    , array([ 1.45771    ,  0.0605593  ,  3.75126e-19,  4.11662    ,  0.0253367  ])
311171  , -1554.77    , array([ 1.45917    ,  0.0605593  ,  3.75126e-19,  4.11662    ,  0.0253367  ])
311172  , -1554.84    , array([ 1.45771    ,  0.0606199  ,  3.75126e-19,  4.11662    ,  0.0253367  ])
311173  , -1554.77    , array([ 1.45771    ,  0.0605593  ,  3.75501e-19,  4.11662    ,  0.0253367  ])
311174  , -1554.77    , array([ 1.45771    ,  0.0605593  ,  3.75126e-19,  4.12074    ,  0.0253367  ])
311175  , -1554.72    , array([ 1.45771    ,  0.0605593  ,  3.75126e-19,  4.11662    ,  0.025362   ])
