204543  , -79089.4    , array([ 0.485982   ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204544  , -79089.4    , array([ 0.485982   ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204545  , -79089.4    , array([ 1.48598    ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204547  , -79089.4    , array([ 0.485982   ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204549  , -79089.4    , array([ 0.867948   ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204550  , -79089.4    , array([ 0.676965   ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204551  , -79089.4    , array([ 0.249914   ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204552  , -79089.4    , array([ 0.104016   ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204553  , -79089.4    , array([ 0.0138461  ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204555  , -79089.4    , array([ 0.048288   ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204557  , -79089.4    , array([ 0.0270017  ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204559  , -79089.4    , array([ 0.0188711  ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204560  , -79089.4    , array([ 0.0138461  ,  1.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204561  , -79089.4    , array([ 0.0138461  ,  2.83695    ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204562  , -79089.4    , array([ 0.0138461  ,  0.218918   ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204564  , -79089.4    , array([ 0.0138461  ,  0.218918   ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204566  , -79089.4    , array([ 0.0138461  ,  0.836952   ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204567  , -79089.4    , array([ 0.0138461  ,  0.527935   ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204569  , -79089.3    , array([ 0.0138461  ,  0.0730199  ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204571  , -79089.3    , array([ 0.0138461  ,  0.128748   ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204572  , -79089.3    , array([ 0.0138461  ,  0.038578   ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204573  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204574  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  0.081025   ,  4.37463e-61,  1.4239e-09 ])
204575  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  1.08102    ,  4.37463e-61,  1.4239e-09 ])
204576  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  2.69906    ,  4.37463e-61,  1.4239e-09 ])
204577  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  5.31709    ,  4.37463e-61,  1.4239e-09 ])
204579  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  5.31709    ,  4.37463e-61,  1.4239e-09 ])
204584  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  7.63729    ,  4.37463e-61,  1.4239e-09 ])
204585  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  6.47719    ,  4.37463e-61,  1.4239e-09 ])
204586  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.07125    ,  4.37463e-61,  1.4239e-09 ])
204587  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.95749    ,  4.37463e-61,  1.4239e-09 ])
204589  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.61898    ,  4.37463e-61,  1.4239e-09 ])
204591  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.82819    ,  4.37463e-61,  1.4239e-09 ])
204593  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.95749    ,  4.37463e-61,  1.4239e-09 ])
204594  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.95749    ,  1          ,  1.4239e-09 ])
204596  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.95749    ,  4.37463e-61,  1.4239e-09 ])
204598  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.95749    ,  0.381966   ,  1.4239e-09 ])
204599  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.95749    ,  0.190983   ,  1.4239e-09 ])
204602  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.95749    ,  0.072949   ,  1.4239e-09 ])
204604  , -79089.3    , array([ 0.0138461  ,  0.0172918  ,  9.95749    ,  0.027864   ,  1.4239e-09 ])
