333493  , -79024.7    , array([ 0.339938   ,  0.0758425  ,  1.38814    ,  0.134294   ,  3.62756e-06])
333494  , -79024.7    , array([ 0.340278   ,  0.0758425  ,  1.38814    ,  0.134294   ,  3.62756e-06])
333495  , -79024.7    , array([ 0.339938   ,  0.0759184  ,  1.38814    ,  0.134294   ,  3.62756e-06])
333496  , -79024.7    , array([ 0.339938   ,  0.0758425  ,  1.38953    ,  0.134294   ,  3.62756e-06])
333497  , -79024.7    , array([ 0.339938   ,  0.0758425  ,  1.38814    ,  0.134428   ,  3.62756e-06])
333498  , -79024.6    , array([ 0.339938   ,  0.0758425  ,  1.38814    ,  0.134294   ,  3.63118e-06])
333499  , -79024.7    , array([ 0.339938   ,  0.0758425  ,  1.38814    ,  0.134294   ,  3.62756e-06])
333500  , -78837.7    , array([ 0.307655   ,  0.0392712  ,  1.38838    ,  0.134292   ,  7.75345e-06])
333501  , -78837.7    , array([ 0.307655   ,  0.0392712  ,  1.38838    ,  0.134292   ,  7.75345e-06])
333502  , -78837.8    , array([ 0.307963   ,  0.0392712  ,  1.38838    ,  0.134292   ,  7.75345e-06])
333503  , -78838      , array([ 0.307655   ,  0.0393105  ,  1.38838    ,  0.134292   ,  7.75345e-06])
333504  , -78837.7    , array([ 0.307655   ,  0.0392712  ,  1.38977    ,  0.134292   ,  7.75345e-06])
333505  , -78837.7    , array([ 0.307655   ,  0.0392712  ,  1.38838    ,  0.134427   ,  7.75345e-06])
333506  , -78837.5    , array([ 0.307655   ,  0.0392712  ,  1.38838    ,  0.134292   ,  7.76121e-06])
333507  , -36554.4    , array([ 0.206406   ,  0.00282307 ,  1.38935    ,  0.134287   ,  0.000161815])
333508  , -36554.4    , array([ 0.206406   ,  0.00282307 ,  1.38935    ,  0.134287   ,  0.000161815])
333509  , -36554.6    , array([ 0.206613   ,  0.00282307 ,  1.38935    ,  0.134287   ,  0.000161815])
333510  , -36580.2    , array([ 0.206406   ,  0.0028259  ,  1.38935    ,  0.134287   ,  0.000161815])
333511  , -36554.4    , array([ 0.206406   ,  0.00282307 ,  1.39074    ,  0.134287   ,  0.000161815])
333512  , -36554.4    , array([ 0.206406   ,  0.00282307 ,  1.38935    ,  0.134422   ,  0.000161815])
333513  , -36528.2    , array([ 0.206406   ,  0.00282307 ,  1.38935    ,  0.134287   ,  0.000161977])
333521  , -35973.8    , array([ 0.206083   ,  0.00279405 ,  1.38935    ,  0.134287   ,  0.000163756])
333522  , -35973.8    , array([ 0.206083   ,  0.00279405 ,  1.38935    ,  0.134287   ,  0.000163756])
333523  , -35974.1    , array([ 0.206289   ,  0.00279405 ,  1.38935    ,  0.134287   ,  0.000163756])
333524  , -35999.8    , array([ 0.206083   ,  0.00279684 ,  1.38935    ,  0.134287   ,  0.000163756])
333525  , -35973.9    , array([ 0.206083   ,  0.00279405 ,  1.39074    ,  0.134287   ,  0.000163756])
333526  , -35973.8    , array([ 0.206083   ,  0.00279405 ,  1.38935    ,  0.134422   ,  0.000163756])
333527  , -35947.6    , array([ 0.206083   ,  0.00279405 ,  1.38935    ,  0.134287   ,  0.00016392 ])
333528  , -35390      , array([ 0.20576    ,  0.00276527 ,  1.38936    ,  0.134287   ,  0.000165725])
333529  , -35390      , array([ 0.20576    ,  0.00276527 ,  1.38936    ,  0.134287   ,  0.000165725])
333530  , -35390.2    , array([ 0.205966   ,  0.00276527 ,  1.38936    ,  0.134287   ,  0.000165725])
333531  , -35416.1    , array([ 0.20576    ,  0.00276803 ,  1.38936    ,  0.134287   ,  0.000165725])
333532  , -35390      , array([ 0.20576    ,  0.00276527 ,  1.39075    ,  0.134287   ,  0.000165725])
333533  , -35390      , array([ 0.20576    ,  0.00276527 ,  1.38936    ,  0.134422   ,  0.000165725])
333534  , -35363.7    , array([ 0.20576    ,  0.00276527 ,  1.38936    ,  0.134287   ,  0.000165891])
333542  , -35243.3    , array([ 0.205679   ,  0.00275809 ,  1.38936    ,  0.134287   ,  0.000166222])
333543  , -35243.3    , array([ 0.205679   ,  0.00275809 ,  1.38936    ,  0.134287   ,  0.000166222])
333544  , -35243.5    , array([ 0.205884   ,  0.00275809 ,  1.38936    ,  0.134287   ,  0.000166222])
333545  , -35269.4    , array([ 0.205679   ,  0.00276085 ,  1.38936    ,  0.134287   ,  0.000166222])
333546  , -35243.3    , array([ 0.205679   ,  0.00275809 ,  1.39075    ,  0.134287   ,  0.000166222])
333547  , -35243.3    , array([ 0.205679   ,  0.00275809 ,  1.38936    ,  0.134422   ,  0.000166222])
333548  , -35217      , array([ 0.205679   ,  0.00275809 ,  1.38936    ,  0.134287   ,  0.000166389])
333549  , -35096.4    , array([ 0.205598   ,  0.00275094 ,  1.38936    ,  0.134287   ,  0.000166721])
333550  , -35096.4    , array([ 0.205598   ,  0.00275094 ,  1.38936    ,  0.134287   ,  0.000166721])
333551  , -35096.6    , array([ 0.205803   ,  0.00275094 ,  1.38936    ,  0.134287   ,  0.000166721])
333552  , -35122.6    , array([ 0.205598   ,  0.0027537  ,  1.38936    ,  0.134287   ,  0.000166721])
333553  , -35096.4    , array([ 0.205598   ,  0.00275094 ,  1.39075    ,  0.134287   ,  0.000166721])
333554  , -35096.4    , array([ 0.205598   ,  0.00275094 ,  1.38936    ,  0.134422   ,  0.000166721])
333555  , -35070.1    , array([ 0.205598   ,  0.00275094 ,  1.38936    ,  0.134287   ,  0.000166888])
333563  , -35059.7    , array([ 0.205577   ,  0.00274916 ,  1.38936    ,  0.134287   ,  0.000166846])
333564  , -35059.7    , array([ 0.205577   ,  0.00274916 ,  1.38936    ,  0.134287   ,  0.000166846])
333565  , -35059.9    , array([ 0.205783   ,  0.00274916 ,  1.38936    ,  0.134287   ,  0.000166846])
333566  , -35085.8    , array([ 0.205577   ,  0.00275191 ,  1.38936    ,  0.134287   ,  0.000166846])
333567  , -35059.7    , array([ 0.205577   ,  0.00274916 ,  1.39075    ,  0.134287   ,  0.000166846])
333568  , -35059.7    , array([ 0.205577   ,  0.00274916 ,  1.38936    ,  0.134422   ,  0.000166846])
333569  , -35033.3    , array([ 0.205577   ,  0.00274916 ,  1.38936    ,  0.134287   ,  0.000167013])
333570  , -35022.9    , array([ 0.205557   ,  0.00274737 ,  1.38936    ,  0.134287   ,  0.000166971])
333571  , -35022.9    , array([ 0.205557   ,  0.00274737 ,  1.38936    ,  0.134287   ,  0.000166971])
333572  , -35023.2    , array([ 0.205763   ,  0.00274737 ,  1.38936    ,  0.134287   ,  0.000166971])
333573  , -35049.1    , array([ 0.205557   ,  0.00275012 ,  1.38936    ,  0.134287   ,  0.000166971])
333574  , -35022.9    , array([ 0.205557   ,  0.00274737 ,  1.39075    ,  0.134287   ,  0.000166971])
333575  , -35022.9    , array([ 0.205557   ,  0.00274737 ,  1.38936    ,  0.134422   ,  0.000166971])
333576  , -34996.6    , array([ 0.205557   ,  0.00274737 ,  1.38936    ,  0.134287   ,  0.000167138])
333584  , -35013.7    , array([ 0.205552   ,  0.00274693 ,  1.38936    ,  0.134287   ,  0.000167003])
333585  , -35013.7    , array([ 0.205552   ,  0.00274693 ,  1.38936    ,  0.134287   ,  0.000167003])
333586  , -35014      , array([ 0.205758   ,  0.00274693 ,  1.38936    ,  0.134287   ,  0.000167003])
333587  , -35039.9    , array([ 0.205552   ,  0.00274967 ,  1.38936    ,  0.134287   ,  0.000167003])
333588  , -35013.8    , array([ 0.205552   ,  0.00274693 ,  1.39075    ,  0.134287   ,  0.000167003])
333589  , -35013.8    , array([ 0.205552   ,  0.00274693 ,  1.38936    ,  0.134422   ,  0.000167003])
333590  , -34987.4    , array([ 0.205552   ,  0.00274693 ,  1.38936    ,  0.134287   ,  0.00016717 ])
333591  , -35004.6    , array([ 0.205547   ,  0.00274648 ,  1.38936    ,  0.134287   ,  0.000167034])
333592  , -35004.6    , array([ 0.205547   ,  0.00274648 ,  1.38936    ,  0.134287   ,  0.000167034])
333593  , -35004.8    , array([ 0.205753   ,  0.00274648 ,  1.38936    ,  0.134287   ,  0.000167034])
333594  , -35030.7    , array([ 0.205547   ,  0.00274923 ,  1.38936    ,  0.134287   ,  0.000167034])
