8895    , -1153.91    , array([ 0.49351    ,  0.00693531 ,  3.70371    ,  0.0257838  ])
8896    , -1155.68    , array([ 0.494003   ,  0.00693531 ,  3.70371    ,  0.0257838  ])
8897    , -1158.62    , array([ 0.49351    ,  0.00694225 ,  3.70371    ,  0.0257838  ])
8898    , -1153.9     , array([ 0.49351    ,  0.00693531 ,  3.70741    ,  0.0257838  ])
8899    , -1147.45    , array([ 0.49351    ,  0.00693531 ,  3.70371    ,  0.0258096  ])
8900    , -1153.91    , array([ 0.49351    ,  0.00693531 ,  3.70371    ,  0.0257838  ])
8901    , -2336.45    , array([ 0.396616   ,  0.00387997 ,  3.70709    ,  0.0572034  ])
8902    , -2336.45    , array([ 0.396616   ,  0.00387997 ,  3.70709    ,  0.0572034  ])
8903    , -2336.45    , array([ 0.397013   ,  0.00387997 ,  3.70709    ,  0.0572034  ])
8904    , -2336.44    , array([ 0.396616   ,  0.00388385 ,  3.70709    ,  0.0572034  ])
8905    , -2336.45    , array([ 0.396616   ,  0.00387997 ,  3.7108     ,  0.0572034  ])
8906    , -2336.45    , array([ 0.396616   ,  0.00387997 ,  3.70709    ,  0.0572606  ])
8907    , -613.607    , array([ 0.466318   ,  0.00596572 ,  3.70458    ,  0.0317016  ])
8908    , -613.607    , array([ 0.466318   ,  0.00596572 ,  3.70458    ,  0.0317016  ])
8909    , -612.952    , array([ 0.466785   ,  0.00596572 ,  3.70458    ,  0.0317016  ])
8910    , -610.83     , array([ 0.466318   ,  0.00597169 ,  3.70458    ,  0.0317016  ])
8911    , -613.609    , array([ 0.466318   ,  0.00596572 ,  3.70829    ,  0.0317016  ])
8912    , -617.055    , array([ 0.466318   ,  0.00596572 ,  3.70458    ,  0.0317333  ])
8913    , -5857.23    , array([ 0.0130273  ,  0.063072   ,  3.7887     ,  0.0782232  ])
8914    , -5857.23    , array([ 0.0130273  ,  0.063072   ,  3.7887     ,  0.0782232  ])
8915    , -5855.66    , array([ 0.0130404  ,  0.063072   ,  3.7887     ,  0.0782232  ])
8916    , -5865.09    , array([ 0.0130273  ,  0.0631352  ,  3.7887     ,  0.0782232  ])
8917    , -5857.23    , array([ 0.0130273  ,  0.063072   ,  3.79249    ,  0.0782232  ])
8918    , -5850.96    , array([ 0.0130273  ,  0.063072   ,  3.7887     ,  0.0783014  ])
8919    , -533.155    , array([ 0.251679   ,  0.0089578  ,  3.71895    ,  0.037042   ])
8920    , -533.155    , array([ 0.251679   ,  0.0089578  ,  3.71895    ,  0.037042   ])
8921    , -532.586    , array([ 0.251931   ,  0.0089578  ,  3.71895    ,  0.037042   ])
8922    , -531.456    , array([ 0.251679   ,  0.00896676 ,  3.71895    ,  0.037042   ])
8923    , -533.155    , array([ 0.251679   ,  0.0089578  ,  3.72267    ,  0.037042   ])
8924    , -535.437    , array([ 0.251679   ,  0.0089578  ,  3.71895    ,  0.0370791  ])
8931    , -533.155    , array([ 0.251679   ,  0.00895779 ,  3.71895    ,  0.037042   ])
8932    , -533.155    , array([ 0.251679   ,  0.00895779 ,  3.71895    ,  0.037042   ])
8933    , -532.586    , array([ 0.25193    ,  0.00895779 ,  3.71895    ,  0.037042   ])
8934    , -531.456    , array([ 0.251679   ,  0.00896676 ,  3.71895    ,  0.037042   ])
8935    , -533.155    , array([ 0.251679   ,  0.00895779 ,  3.72267    ,  0.037042   ])
8936    , -535.437    , array([ 0.251679   ,  0.00895779 ,  3.71895    ,  0.037079   ])
8943    , -533.155    , array([ 0.251678   ,  0.00895779 ,  3.71895    ,  0.037042   ])
8944    , -533.155    , array([ 0.251678   ,  0.00895779 ,  3.71895    ,  0.037042   ])
8945    , -532.586    , array([ 0.25193    ,  0.00895779 ,  3.71895    ,  0.037042   ])
8946    , -531.456    , array([ 0.251678   ,  0.00896675 ,  3.71895    ,  0.037042   ])
8947    , -533.155    , array([ 0.251678   ,  0.00895779 ,  3.72267    ,  0.037042   ])
8948    , -535.437    , array([ 0.251678   ,  0.00895779 ,  3.71895    ,  0.037079   ])
8955    , -533.155    , array([ 0.251678   ,  0.00895779 ,  3.71895    ,  0.037042   ])
8956    , -533.155    , array([ 0.251678   ,  0.00895779 ,  3.71895    ,  0.037042   ])
8957    , -532.586    , array([ 0.25193    ,  0.00895779 ,  3.71895    ,  0.037042   ])
8958    , -531.456    , array([ 0.251678   ,  0.00896675 ,  3.71895    ,  0.037042   ])
8959    , -533.155    , array([ 0.251678   ,  0.00895779 ,  3.72267    ,  0.037042   ])
8960    , -535.437    , array([ 0.251678   ,  0.00895779 ,  3.71895    ,  0.037079   ])
8967    , -533.155    , array([ 0.251678   ,  0.00895779 ,  3.71895    ,  0.0370419  ])
8968    , -533.155    , array([ 0.251678   ,  0.00895779 ,  3.71895    ,  0.0370419  ])
8969    , -532.586    , array([ 0.25193    ,  0.00895779 ,  3.71895    ,  0.0370419  ])
8970    , -531.456    , array([ 0.251678   ,  0.00896675 ,  3.71895    ,  0.0370419  ])
8971    , -533.155    , array([ 0.251678   ,  0.00895779 ,  3.72267    ,  0.0370419  ])
8972    , -535.437    , array([ 0.251678   ,  0.00895779 ,  3.71895    ,  0.037079   ])
8973    , -511.182    , array([ 0.149312   ,  0.00494934 ,  4.72883    ,  0.0206264  ])
8974    , -511.182    , array([ 0.149312   ,  0.00494934 ,  4.72883    ,  0.0206264  ])
8975    , -510.651    , array([ 0.149462   ,  0.00494934 ,  4.72883    ,  0.0206264  ])
8976    , -509.574    , array([ 0.149312   ,  0.0049543  ,  4.72883    ,  0.0206264  ])
8977    , -511.182    , array([ 0.149312   ,  0.00494934 ,  4.73356    ,  0.0206264  ])
8978    , -513.336    , array([ 0.149312   ,  0.00494934 ,  4.72883    ,  0.0206471  ])
8985    , -511.182    , array([ 0.149312   ,  0.00494934 ,  4.72883    ,  0.0206264  ])
8986    , -511.182    , array([ 0.149312   ,  0.00494934 ,  4.72883    ,  0.0206264  ])
8987    , -510.651    , array([ 0.149462   ,  0.00494934 ,  4.72883    ,  0.0206264  ])
8988    , -509.574    , array([ 0.149312   ,  0.0049543  ,  4.72883    ,  0.0206264  ])
8989    , -511.182    , array([ 0.149312   ,  0.00494934 ,  4.73356    ,  0.0206264  ])
8990    , -513.336    , array([ 0.149312   ,  0.00494934 ,  4.72883    ,  0.0206471  ])
8991    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
8992    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
8993    , -505.962    , array([ 0.132937   ,  0.00433242 ,  4.99075    ,  0.018087   ])
8994    , -504.899    , array([ 0.132805   ,  0.00433675 ,  4.99075    ,  0.018087   ])
8995    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99574    ,  0.018087   ])
8996    , -508.608    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.0181051  ])
9003    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9004    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9005    , -505.962    , array([ 0.132937   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9006    , -504.899    , array([ 0.132805   ,  0.00433675 ,  4.99075    ,  0.018087   ])
9007    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99574    ,  0.018087   ])
9008    , -508.608    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.0181051  ])
9015    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9016    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9017    , -505.962    , array([ 0.132937   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9018    , -504.899    , array([ 0.132805   ,  0.00433675 ,  4.99075    ,  0.018087   ])
9019    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99574    ,  0.018087   ])
9020    , -508.608    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.0181051  ])
9021    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9022    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9023    , -505.962    , array([ 0.132937   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9024    , -504.899    , array([ 0.132805   ,  0.00433675 ,  4.99075    ,  0.018087   ])
9025    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99574    ,  0.018087   ])
9026    , -508.608    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.0181051  ])
9033    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9034    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9035    , -505.962    , array([ 0.132937   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9036    , -504.899    , array([ 0.132805   ,  0.00433675 ,  4.99075    ,  0.018087   ])
9037    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99574    ,  0.018087   ])
9038    , -508.608    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.0181051  ])
9045    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9046    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9047    , -505.962    , array([ 0.132937   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9048    , -504.899    , array([ 0.132805   ,  0.00433675 ,  4.99075    ,  0.018087   ])
9049    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99574    ,  0.018087   ])
9050    , -508.608    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.0181051  ])
9051    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9052    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9053    , -505.962    , array([ 0.132937   ,  0.00433242 ,  4.99075    ,  0.018087   ])
9054    , -504.899    , array([ 0.132805   ,  0.00433675 ,  4.99075    ,  0.018087   ])
9055    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99574    ,  0.018087   ])
9056    , -508.608    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.0181051  ])
9063    , -506.485    , array([ 0.132805   ,  0.00433242 ,  4.99075    ,  0.018087   ])
