166823  , -79087.5    , array([ 15.4822    ,  0.8508     ,  2.63497e-20,  0.00475387 ,  1.31604e-06])
166824  , -79087.5    , array([ 15.4977    ,  0.8508     ,  2.63497e-20,  0.00475387 ,  1.31604e-06])
166825  , -79087.5    , array([ 15.4822    ,  0.851651   ,  2.63497e-20,  0.00475387 ,  1.31604e-06])
166826  , -79087.5    , array([ 15.4822    ,  0.8508     ,  2.63761e-20,  0.00475387 ,  1.31604e-06])
166827  , -79087.5    , array([ 15.4822    ,  0.8508     ,  2.63497e-20,  0.00475863 ,  1.31604e-06])
166828  , -79087.5    , array([ 15.4822    ,  0.8508     ,  2.63497e-20,  0.00475387 ,  1.31735e-06])
166829  , -79087.5    , array([ 15.4822    ,  0.8508     ,  2.63497e-20,  0.00475387 ,  1.31604e-06])
166830  , -79081.7    , array([ 15.0848    ,  0.424112   ,  2.63497e-20,  0.00475385 ,  2.73436e-06])
166831  , -79081.7    , array([ 15.0848    ,  0.424112   ,  2.63497e-20,  0.00475385 ,  2.73436e-06])
166832  , -79081.7    , array([ 15.0999    ,  0.424112   ,  2.63497e-20,  0.00475385 ,  2.73436e-06])
166833  , -79081.7    , array([ 15.0848    ,  0.424536   ,  2.63497e-20,  0.00475385 ,  2.73436e-06])
166834  , -79081.7    , array([ 15.0848    ,  0.424112   ,  2.63761e-20,  0.00475385 ,  2.73436e-06])
166835  , -79081.7    , array([ 15.0848    ,  0.424112   ,  2.63497e-20,  0.00475861 ,  2.73436e-06])
166836  , -79081.7    , array([ 15.0848    ,  0.424112   ,  2.63497e-20,  0.00475385 ,  2.7371e-06 ])
166837  , -76843.5    , array([ 13.5946    ,  0.0261874  ,  2.63497e-20,  0.00475378 ,  5.0957e-05 ])
166838  , -76843.5    , array([ 13.5946    ,  0.0261874  ,  2.63497e-20,  0.00475378 ,  5.0957e-05 ])
166839  , -76843.5    , array([ 13.6082    ,  0.0261874  ,  2.63497e-20,  0.00475378 ,  5.0957e-05 ])
166840  , -76845.7    , array([ 13.5946    ,  0.0262136  ,  2.63497e-20,  0.00475378 ,  5.0957e-05 ])
166841  , -76843.5    , array([ 13.5946    ,  0.0261874  ,  2.63761e-20,  0.00475378 ,  5.0957e-05 ])
166842  , -76843.5    , array([ 13.5946    ,  0.0261874  ,  2.63497e-20,  0.00475854 ,  5.0957e-05 ])
166843  , -76841.3    , array([ 13.5946    ,  0.0261874  ,  2.63497e-20,  0.00475378 ,  5.1008e-05 ])
166851  , -76839.3    , array([ 13.5941    ,  0.026163   ,  2.63497e-20,  0.00475378 ,  5.1007e-05 ])
166852  , -76839.3    , array([ 13.5941    ,  0.026163   ,  2.63497e-20,  0.00475378 ,  5.1007e-05 ])
166853  , -76839.3    , array([ 13.6077    ,  0.026163   ,  2.63497e-20,  0.00475378 ,  5.1007e-05 ])
166854  , -76841.5    , array([ 13.5941    ,  0.0261892  ,  2.63497e-20,  0.00475378 ,  5.1007e-05 ])
166855  , -76839.3    , array([ 13.5941    ,  0.026163   ,  2.63761e-20,  0.00475378 ,  5.1007e-05 ])
166856  , -76839.3    , array([ 13.5941    ,  0.026163   ,  2.63497e-20,  0.00475854 ,  5.1007e-05 ])
166857  , -76837.1    , array([ 13.5941    ,  0.026163   ,  2.63497e-20,  0.00475378 ,  5.10581e-05])
166858  , -76835.1    , array([ 13.5937    ,  0.0261385  ,  2.63497e-20,  0.00475378 ,  5.10572e-05])
166859  , -76835.1    , array([ 13.5937    ,  0.0261385  ,  2.63497e-20,  0.00475378 ,  5.10572e-05])
166860  , -76835.1    , array([ 13.6073    ,  0.0261385  ,  2.63497e-20,  0.00475378 ,  5.10572e-05])
166861  , -76837.3    , array([ 13.5937    ,  0.0261647  ,  2.63497e-20,  0.00475378 ,  5.10572e-05])
166862  , -76835.1    , array([ 13.5937    ,  0.0261385  ,  2.63761e-20,  0.00475378 ,  5.10572e-05])
166863  , -76835.1    , array([ 13.5937    ,  0.0261385  ,  2.63497e-20,  0.00475854 ,  5.10572e-05])
166864  , -76832.9    , array([ 13.5937    ,  0.0261385  ,  2.63497e-20,  0.00475378 ,  5.11082e-05])
166872  , -76834      , array([ 13.5935    ,  0.0261324  ,  2.63497e-20,  0.00475378 ,  5.10697e-05])
166873  , -76834      , array([ 13.5935    ,  0.0261324  ,  2.63497e-20,  0.00475378 ,  5.10697e-05])
166874  , -76834      , array([ 13.6071    ,  0.0261324  ,  2.63497e-20,  0.00475378 ,  5.10697e-05])
166875  , -76836.2    , array([ 13.5935    ,  0.0261586  ,  2.63497e-20,  0.00475378 ,  5.10697e-05])
166876  , -76834      , array([ 13.5935    ,  0.0261324  ,  2.63761e-20,  0.00475378 ,  5.10697e-05])
166877  , -76834      , array([ 13.5935    ,  0.0261324  ,  2.63497e-20,  0.00475854 ,  5.10697e-05])
166878  , -76831.8    , array([ 13.5935    ,  0.0261324  ,  2.63497e-20,  0.00475378 ,  5.11208e-05])
166879  , -76833      , array([ 13.5934    ,  0.0261263  ,  2.63497e-20,  0.00475378 ,  5.10823e-05])
166880  , -76833      , array([ 13.5934    ,  0.0261263  ,  2.63497e-20,  0.00475378 ,  5.10823e-05])
166881  , -76833      , array([ 13.607     ,  0.0261263  ,  2.63497e-20,  0.00475378 ,  5.10823e-05])
166882  , -76835.2    , array([ 13.5934    ,  0.0261524  ,  2.63497e-20,  0.00475378 ,  5.10823e-05])
166883  , -76833      , array([ 13.5934    ,  0.0261263  ,  2.63761e-20,  0.00475378 ,  5.10823e-05])
166884  , -76833      , array([ 13.5934    ,  0.0261263  ,  2.63497e-20,  0.00475854 ,  5.10823e-05])
166885  , -76830.7    , array([ 13.5934    ,  0.0261263  ,  2.63497e-20,  0.00475378 ,  5.11334e-05])
166886  , -7560.91    , array([ 12.2509    ,  0.00161434 ,  2.63497e-20,  0.00475371 ,  0.000951259])
166887  , -7560.91    , array([ 12.2509    ,  0.00161434 ,  2.63497e-20,  0.00475371 ,  0.000951259])
166888  , -7560.91    , array([ 12.2631    ,  0.00161434 ,  2.63497e-20,  0.00475371 ,  0.000951259])
166889  , -7542.12    , array([ 12.2509    ,  0.00161595 ,  2.63497e-20,  0.00475371 ,  0.000951259])
