35104   , -2344.65    , array([ 0.0668562  ,  14.6848    ,  1.88789e-94,  0.000435133])
35105   , -2344.65    , array([ 0.0669231  ,  14.6848    ,  1.88789e-94,  0.000435133])
35106   , -2344.65    , array([ 0.0668562  ,  14.6995    ,  1.88789e-94,  0.000435133])
35107   , -2344.65    , array([ 0.0668562  ,  14.6848    ,  1.88978e-94,  0.000435133])
35108   , -2344.65    , array([ 0.0668562  ,  14.6848    ,  1.88789e-94,  0.000435568])
35109   , -2344.65    , array([ 0.0668562  ,  14.6848    ,  1.88789e-94,  0.000435133])
35110   , -2339.64    , array([ 0.0668562  ,  13.644     ,  1.88789e-94,  0.000158909])
35111   , -2339.64    , array([ 0.0668562  ,  13.644     ,  1.88789e-94,  0.000158909])
35112   , -2339.64    , array([ 0.0669231  ,  13.644     ,  1.88789e-94,  0.000158909])
35113   , -2339.64    , array([ 0.0668562  ,  13.6576    ,  1.88789e-94,  0.000158909])
35114   , -2339.64    , array([ 0.0668562  ,  13.644     ,  1.88978e-94,  0.000158909])
35115   , -2339.64    , array([ 0.0668562  ,  13.644     ,  1.88789e-94,  0.000159068])
35116   , -2338.4     , array([ 0.0668562  ,  12.7465    ,  1.88789e-94,  9.02654e-05])
35117   , -2338.4     , array([ 0.0668562  ,  12.7465    ,  1.88789e-94,  9.02654e-05])
35118   , -2338.4     , array([ 0.0669231  ,  12.7465    ,  1.88789e-94,  9.02654e-05])
35119   , -2338.4     , array([ 0.0668562  ,  12.7593    ,  1.88789e-94,  9.02654e-05])
35120   , -2338.4     , array([ 0.0668562  ,  12.7465    ,  1.88978e-94,  9.02654e-05])
35121   , -2338.41    , array([ 0.0668562  ,  12.7465    ,  1.88789e-94,  9.03557e-05])
35122   , -2337.57    , array([ 0.0668562  ,  11.4171    ,  1.88789e-94,  4.3484e-05 ])
35123   , -2337.57    , array([ 0.0668562  ,  11.4171    ,  1.88789e-94,  4.3484e-05 ])
35124   , -2337.57    , array([ 0.0669231  ,  11.4171    ,  1.88789e-94,  4.3484e-05 ])
35125   , -2337.57    , array([ 0.0668562  ,  11.4285    ,  1.88789e-94,  4.3484e-05 ])
35126   , -2337.57    , array([ 0.0668562  ,  11.4171    ,  1.88978e-94,  4.3484e-05 ])
35127   , -2337.57    , array([ 0.0668562  ,  11.4171    ,  1.88789e-94,  4.35275e-05])
35128   , -2337.19    , array([ 0.0668562  ,  10.1643    ,  1.88789e-94,  2.23606e-05])
35129   , -2337.19    , array([ 0.0668562  ,  10.1643    ,  1.88789e-94,  2.23606e-05])
35130   , -2337.19    , array([ 0.0669231  ,  10.1643    ,  1.88789e-94,  2.23606e-05])
35131   , -2337.19    , array([ 0.0668562  ,  10.1745    ,  1.88789e-94,  2.23606e-05])
35132   , -2337.19    , array([ 0.0668562  ,  10.1643    ,  1.88978e-94,  2.23606e-05])
35133   , -2337.19    , array([ 0.0668562  ,  10.1643    ,  1.88789e-94,  2.2383e-05 ])
35134   , -2337       , array([ 0.0668562  ,  8.91879    ,  1.88789e-94,  1.1232e-05 ])
35135   , -2337       , array([ 0.0668562  ,  8.91879    ,  1.88789e-94,  1.1232e-05 ])
35136   , -2337       , array([ 0.0669231  ,  8.91879    ,  1.88789e-94,  1.1232e-05 ])
35137   , -2337       , array([ 0.0668562  ,  8.92771    ,  1.88789e-94,  1.1232e-05 ])
35138   , -2337       , array([ 0.0668562  ,  8.91879    ,  1.88978e-94,  1.1232e-05 ])
35139   , -2337       , array([ 0.0668562  ,  8.91879    ,  1.88789e-94,  1.12433e-05])
35140   , -2336.9     , array([ 0.0668562  ,  7.79156    ,  1.88789e-94,  5.70628e-06])
35141   , -2336.9     , array([ 0.0668562  ,  7.79156    ,  1.88789e-94,  5.70628e-06])
35142   , -2336.9     , array([ 0.0669231  ,  7.79156    ,  1.88789e-94,  5.70628e-06])
35143   , -2336.9     , array([ 0.0668562  ,  7.79936    ,  1.88789e-94,  5.70628e-06])
35144   , -2336.9     , array([ 0.0668562  ,  7.79156    ,  1.88978e-94,  5.70628e-06])
35145   , -2336.9     , array([ 0.0668562  ,  7.79156    ,  1.88789e-94,  5.71199e-06])
35146   , -2336.85    , array([ 0.0668562  ,  6.7775     ,  1.88789e-94,  2.89465e-06])
35147   , -2336.85    , array([ 0.0668562  ,  6.7775     ,  1.88789e-94,  2.89465e-06])
35148   , -2336.85    , array([ 0.0669231  ,  6.7775     ,  1.88789e-94,  2.89465e-06])
35149   , -2336.85    , array([ 0.0668562  ,  6.78428    ,  1.88789e-94,  2.89465e-06])
35150   , -2336.85    , array([ 0.0668562  ,  6.7775     ,  1.88978e-94,  2.89465e-06])
35151   , -2336.85    , array([ 0.0668562  ,  6.7775     ,  1.88789e-94,  2.89755e-06])
35152   , -2336.83    , array([ 0.0668562  ,  5.88596    ,  1.88789e-94,  1.47434e-06])
35153   , -2336.83    , array([ 0.0668562  ,  5.88596    ,  1.88789e-94,  1.47434e-06])
35154   , -2336.83    , array([ 0.0669231  ,  5.88596    ,  1.88789e-94,  1.47434e-06])
35155   , -2336.83    , array([ 0.0668562  ,  5.89185    ,  1.88789e-94,  1.47434e-06])
35156   , -2336.83    , array([ 0.0668562  ,  5.88596    ,  1.88978e-94,  1.47434e-06])
35157   , -2336.83    , array([ 0.0668562  ,  5.88596    ,  1.88789e-94,  1.47581e-06])
35158   , -2336.82    , array([ 0.0668562  ,  5.10694    ,  1.88789e-94,  7.5287e-07 ])
35159   , -2336.82    , array([ 0.0668562  ,  5.10694    ,  1.88789e-94,  7.5287e-07 ])
35160   , -2336.82    , array([ 0.0669231  ,  5.10694    ,  1.88789e-94,  7.5287e-07 ])
35161   , -2336.82    , array([ 0.0668562  ,  5.11205    ,  1.88789e-94,  7.5287e-07 ])
35162   , -2336.82    , array([ 0.0668562  ,  5.10694    ,  1.88978e-94,  7.5287e-07 ])
35163   , -2336.82    , array([ 0.0668562  ,  5.10694    ,  1.88789e-94,  7.53623e-07])
35164   , -2336.81    , array([ 0.0668562  ,  4.43078    ,  1.88789e-94,  3.85972e-07])
35165   , -2336.81    , array([ 0.0668562  ,  4.43078    ,  1.88789e-94,  3.85972e-07])
35166   , -2336.81    , array([ 0.0669231  ,  4.43078    ,  1.88789e-94,  3.85972e-07])
35167   , -2336.81    , array([ 0.0668562  ,  4.43521    ,  1.88789e-94,  3.85972e-07])
35168   , -2336.81    , array([ 0.0668562  ,  4.43078    ,  1.88978e-94,  3.85972e-07])
35169   , -2336.81    , array([ 0.0668562  ,  4.43078    ,  1.88789e-94,  3.86358e-07])
35170   , -2336.81    , array([ 0.0668562  ,  3.84565    ,  1.88789e-94,  1.98742e-07])
35171   , -2336.81    , array([ 0.0668562  ,  3.84565    ,  1.88789e-94,  1.98742e-07])
35172   , -2336.81    , array([ 0.0669231  ,  3.84565    ,  1.88789e-94,  1.98742e-07])
35173   , -2336.81    , array([ 0.0668562  ,  3.84949    ,  1.88789e-94,  1.98742e-07])
35174   , -2336.81    , array([ 0.0668562  ,  3.84565    ,  1.88978e-94,  1.98742e-07])
35175   , -2336.81    , array([ 0.0668562  ,  3.84565    ,  1.88789e-94,  1.98941e-07])
35176   , -2336.81    , array([ 0.0668562  ,  3.3405     ,  1.88789e-94,  1.02884e-07])
35177   , -2336.81    , array([ 0.0668562  ,  3.3405     ,  1.88789e-94,  1.02884e-07])
35178   , -2336.81    , array([ 0.0669231  ,  3.3405     ,  1.88789e-94,  1.02884e-07])
35179   , -2336.81    , array([ 0.0668562  ,  3.34385    ,  1.88789e-94,  1.02884e-07])
35180   , -2336.81    , array([ 0.0668562  ,  3.3405     ,  1.88978e-94,  1.02884e-07])
35181   , -2336.81    , array([ 0.0668562  ,  3.3405     ,  1.88789e-94,  1.02987e-07])
35182   , -2336.81    , array([ 0.0668562  ,  2.90516    ,  1.88789e-94,  5.36065e-08])
35183   , -2336.81    , array([ 0.0668562  ,  2.90516    ,  1.88789e-94,  5.36065e-08])
35184   , -2336.81    , array([ 0.0669231  ,  2.90516    ,  1.88789e-94,  5.36065e-08])
35185   , -2336.81    , array([ 0.0668562  ,  2.90806    ,  1.88789e-94,  5.36065e-08])
35186   , -2336.81    , array([ 0.0668562  ,  2.90516    ,  1.88978e-94,  5.36065e-08])
35187   , -2336.81    , array([ 0.0668562  ,  2.90516    ,  1.88789e-94,  5.36601e-08])
35188   , -2336.8     , array([ 0.0668562  ,  2.53043    ,  1.88789e-94,  2.81486e-08])
35189   , -2336.8     , array([ 0.0668562  ,  2.53043    ,  1.88789e-94,  2.81486e-08])
35190   , -2336.8     , array([ 0.0669231  ,  2.53043    ,  1.88789e-94,  2.81486e-08])
35191   , -2336.8     , array([ 0.0668562  ,  2.53297    ,  1.88789e-94,  2.81486e-08])
35192   , -2336.8     , array([ 0.0668562  ,  2.53043    ,  1.88978e-94,  2.81486e-08])
35193   , -2336.8     , array([ 0.0668562  ,  2.53043    ,  1.88789e-94,  2.81768e-08])
35194   , -2336.8     , array([ 0.0668562  ,  2.20852    ,  1.88789e-94,  1.49266e-08])
35195   , -2336.8     , array([ 0.0668562  ,  2.20852    ,  1.88789e-94,  1.49266e-08])
35196   , -2336.8     , array([ 0.0669231  ,  2.20852    ,  1.88789e-94,  1.49266e-08])
35197   , -2336.8     , array([ 0.0668562  ,  2.21073    ,  1.88789e-94,  1.49266e-08])
35198   , -2336.8     , array([ 0.0668562  ,  2.20852    ,  1.88978e-94,  1.49266e-08])
35199   , -2336.8     , array([ 0.0668562  ,  2.20852    ,  1.88789e-94,  1.49415e-08])
35200   , -2336.8     , array([ 0.0668562  ,  1.93201    ,  1.88789e-94,  8.00279e-09])
35201   , -2336.8     , array([ 0.0668562  ,  1.93201    ,  1.88789e-94,  8.00279e-09])
35202   , -2336.8     , array([ 0.0669231  ,  1.93201    ,  1.88789e-94,  8.00279e-09])
35203   , -2336.8     , array([ 0.0668562  ,  1.93395    ,  1.88789e-94,  8.00279e-09])
35204   , -2336.8     , array([ 0.0668562  ,  1.93201    ,  1.88978e-94,  8.00279e-09])
35205   , -2336.8     , array([ 0.0668562  ,  1.93201    ,  1.88789e-94,  8.01079e-09])
35206   , -2336.8     , array([ 0.0668562  ,  1.69587    ,  1.88789e-94,  4.35958e-09])
35207   , -2336.8     , array([ 0.0668562  ,  1.69587    ,  1.88789e-94,  4.35958e-09])
35208   , -2336.8     , array([ 0.0669231  ,  1.69587    ,  1.88789e-94,  4.35958e-09])
35209   , -2336.8     , array([ 0.0668562  ,  1.69756    ,  1.88789e-94,  4.35958e-09])
35210   , -2336.8     , array([ 0.0668562  ,  1.69587    ,  1.88978e-94,  4.35958e-09])
35211   , -2336.8     , array([ 0.0668562  ,  1.69587    ,  1.88789e-94,  4.36394e-09])
35212   , -2336.8     , array([ 0.0668562  ,  1.4938     ,  1.88789e-94,  2.41416e-09])
35213   , -2336.8     , array([ 0.0668562  ,  1.4938     ,  1.88789e-94,  2.41416e-09])
35214   , -2336.8     , array([ 0.0669231  ,  1.4938     ,  1.88789e-94,  2.41416e-09])
35215   , -2336.8     , array([ 0.0668562  ,  1.49529    ,  1.88789e-94,  2.41416e-09])
35216   , -2336.8     , array([ 0.0668562  ,  1.4938     ,  1.88978e-94,  2.41416e-09])
35217   , -2336.8     , array([ 0.0668562  ,  1.4938     ,  1.88789e-94,  2.41657e-09])
35218   , -2336.8     , array([ 0.0668562  ,  1.32262    ,  1.88789e-94,  1.3695e-09 ])
35219   , -2336.8     , array([ 0.0668562  ,  1.32262    ,  1.88789e-94,  1.3695e-09 ])
35220   , -2336.8     , array([ 0.0669231  ,  1.32262    ,  1.88789e-94,  1.3695e-09 ])
35221   , -2336.8     , array([ 0.0668562  ,  1.32394    ,  1.88789e-94,  1.3695e-09 ])
35222   , -2336.8     , array([ 0.0668562  ,  1.32262    ,  1.88978e-94,  1.3695e-09 ])
35223   , -2336.8     , array([ 0.0668562  ,  1.32262    ,  1.88789e-94,  1.37087e-09])
35224   , -2336.8     , array([ 0.0668562  ,  1.18016    ,  1.88789e-94,  8.05454e-10])
35225   , -2336.8     , array([ 0.0668562  ,  1.18016    ,  1.88789e-94,  8.05454e-10])
35226   , -2336.8     , array([ 0.0669231  ,  1.18016    ,  1.88789e-94,  8.05454e-10])
35227   , -2336.8     , array([ 0.0668562  ,  1.18134    ,  1.88789e-94,  8.05454e-10])
35228   , -2336.8     , array([ 0.0668562  ,  1.18016    ,  1.88978e-94,  8.05454e-10])
35229   , -2336.8     , array([ 0.0668562  ,  1.18016    ,  1.88789e-94,  8.0626e-10 ])
35230   , -2336.8     , array([ 0.0668562  ,  1.0581     ,  1.88789e-94,  4.8443e-10 ])
35231   , -2336.8     , array([ 0.0668562  ,  1.0581     ,  1.88789e-94,  4.8443e-10 ])
35232   , -2336.8     , array([ 0.0669231  ,  1.0581     ,  1.88789e-94,  4.8443e-10 ])
35233   , -2336.8     , array([ 0.0668562  ,  1.05916    ,  1.88789e-94,  4.8443e-10 ])
35234   , -2336.8     , array([ 0.0668562  ,  1.0581     ,  1.88978e-94,  4.8443e-10 ])
35235   , -2336.8     , array([ 0.0668562  ,  1.0581     ,  1.88789e-94,  4.84915e-10])
