293424  , -79089.4    , array([ 1.29268    ,  0.133014   ,  3.30063e-68,  0.234967   ,  1.55589e-11])
293425  , -79089.4    , array([ 1.29397    ,  0.133014   ,  3.30063e-68,  0.234967   ,  1.55589e-11])
293426  , -79089.4    , array([ 1.29268    ,  0.133147   ,  3.30063e-68,  0.234967   ,  1.55589e-11])
293427  , -79089.4    , array([ 1.29268    ,  0.133014   ,  3.30393e-68,  0.234967   ,  1.55589e-11])
293428  , -79089.4    , array([ 1.29268    ,  0.133014   ,  3.30063e-68,  0.235202   ,  1.55589e-11])
293429  , -79089.4    , array([ 1.29268    ,  0.133014   ,  3.30063e-68,  0.234967   ,  1.55745e-11])
293430  , -79089.4    , array([ 1.29268    ,  0.133014   ,  3.30063e-68,  0.234967   ,  1.55589e-11])
293431  , -79089.4    , array([ 1.29267    ,  0.132996   ,  3.30063e-68,  0.234967   ,  1.55612e-11])
293432  , -79089.4    , array([ 1.29267    ,  0.132996   ,  3.30063e-68,  0.234967   ,  1.55612e-11])
293433  , -79089.4    , array([ 1.29396    ,  0.132996   ,  3.30063e-68,  0.234967   ,  1.55612e-11])
293434  , -79089.4    , array([ 1.29267    ,  0.133129   ,  3.30063e-68,  0.234967   ,  1.55612e-11])
293435  , -79089.4    , array([ 1.29267    ,  0.132996   ,  3.30393e-68,  0.234967   ,  1.55612e-11])
293436  , -79089.4    , array([ 1.29267    ,  0.132996   ,  3.30063e-68,  0.235202   ,  1.55612e-11])
293437  , -79089.4    , array([ 1.29267    ,  0.132996   ,  3.30063e-68,  0.234967   ,  1.55768e-11])
293438  , -79089.4    , array([ 1.29262    ,  0.132923   ,  3.30063e-68,  0.234967   ,  1.55704e-11])
293439  , -79089.4    , array([ 1.29262    ,  0.132923   ,  3.30063e-68,  0.234967   ,  1.55704e-11])
293440  , -79089.4    , array([ 1.29391    ,  0.132923   ,  3.30063e-68,  0.234967   ,  1.55704e-11])
293441  , -79089.4    , array([ 1.29262    ,  0.133056   ,  3.30063e-68,  0.234967   ,  1.55704e-11])
293442  , -79089.4    , array([ 1.29262    ,  0.132923   ,  3.30393e-68,  0.234967   ,  1.55704e-11])
293443  , -79089.4    , array([ 1.29262    ,  0.132923   ,  3.30063e-68,  0.235202   ,  1.55704e-11])
293444  , -79089.4    , array([ 1.29262    ,  0.132923   ,  3.30063e-68,  0.234967   ,  1.5586e-11 ])
293445  , -79089.4    , array([ 1.29242    ,  0.132631   ,  3.30063e-68,  0.234968   ,  1.56072e-11])
293446  , -79089.4    , array([ 1.29242    ,  0.132631   ,  3.30063e-68,  0.234968   ,  1.56072e-11])
293447  , -79089.4    , array([ 1.29371    ,  0.132631   ,  3.30063e-68,  0.234968   ,  1.56072e-11])
293448  , -79089.4    , array([ 1.29242    ,  0.132764   ,  3.30063e-68,  0.234968   ,  1.56072e-11])
293449  , -79089.4    , array([ 1.29242    ,  0.132631   ,  3.30393e-68,  0.234968   ,  1.56072e-11])
293450  , -79089.4    , array([ 1.29242    ,  0.132631   ,  3.30063e-68,  0.235203   ,  1.56072e-11])
293451  , -79089.4    , array([ 1.29242    ,  0.132631   ,  3.30063e-68,  0.234968   ,  1.56228e-11])
293452  , -79089.4    , array([ 1.29163    ,  0.13147    ,  3.30063e-68,  0.234969   ,  1.57551e-11])
293453  , -79089.4    , array([ 1.29163    ,  0.13147    ,  3.30063e-68,  0.234969   ,  1.57551e-11])
