43468   , -2333.35    , array([ 0.00931988 ,  1.78418    ,  1.69783e-06,  5.0574e-41 ])
43469   , -2333.35    , array([ 0.00932921 ,  1.78418    ,  1.69783e-06,  5.0574e-41 ])
43470   , -2333.35    , array([ 0.00931988 ,  1.78596    ,  1.69783e-06,  5.0574e-41 ])
43471   , -2333.34    , array([ 0.00931988 ,  1.78418    ,  1.69953e-06,  5.0574e-41 ])
43472   , -2333.35    , array([ 0.00931988 ,  1.78418    ,  1.69783e-06,  5.06246e-41])
43473   , -2333.35    , array([ 0.00931988 ,  1.78418    ,  1.69783e-06,  5.0574e-41 ])
43474   , -2322.44    , array([ 0.00454938 ,  1.78418    ,  3.45746e-06,  5.0574e-41 ])
43475   , -2322.44    , array([ 0.00454938 ,  1.78418    ,  3.45746e-06,  5.0574e-41 ])
43476   , -2322.45    , array([ 0.00455393 ,  1.78418    ,  3.45746e-06,  5.0574e-41 ])
43477   , -2322.44    , array([ 0.00454938 ,  1.78596    ,  3.45746e-06,  5.0574e-41 ])
43478   , -2322.42    , array([ 0.00454938 ,  1.78418    ,  3.46092e-06,  5.0574e-41 ])
43479   , -2322.44    , array([ 0.00454938 ,  1.78418    ,  3.45746e-06,  5.06246e-41])
43486   , -2322.44    , array([ 0.00454938 ,  1.78418    ,  3.45746e-06,  5.0574e-41 ])
43487   , -2322.44    , array([ 0.00454938 ,  1.78418    ,  3.45746e-06,  5.0574e-41 ])
43488   , -2322.45    , array([ 0.00455393 ,  1.78418    ,  3.45746e-06,  5.0574e-41 ])
43489   , -2322.44    , array([ 0.00454938 ,  1.78596    ,  3.45746e-06,  5.0574e-41 ])
43490   , -2322.42    , array([ 0.00454938 ,  1.78418    ,  3.46092e-06,  5.0574e-41 ])
43491   , -2322.44    , array([ 0.00454938 ,  1.78418    ,  3.45746e-06,  5.06246e-41])
43492   , -2322.44    , array([ 0.00454937 ,  1.78418    ,  3.45746e-06,  5.0574e-41 ])
43493   , -2322.44    , array([ 0.00454937 ,  1.78418    ,  3.45746e-06,  5.0574e-41 ])
43494   , -2322.45    , array([ 0.00455392 ,  1.78418    ,  3.45746e-06,  5.0574e-41 ])
43495   , -2322.44    , array([ 0.00454937 ,  1.78596    ,  3.45746e-06,  5.0574e-41 ])
43496   , -2322.42    , array([ 0.00454937 ,  1.78418    ,  3.46092e-06,  5.0574e-41 ])
43497   , -2322.44    , array([ 0.00454937 ,  1.78418    ,  3.45746e-06,  5.06246e-41])
43498   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43378e-05,  5.0574e-41 ])
43499   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43378e-05,  5.0574e-41 ])
43500   , -2127.81    , array([ 0.0010851  ,  1.78418    ,  1.43378e-05,  5.0574e-41 ])
43501   , -2127.64    , array([ 0.00108401 ,  1.78596    ,  1.43378e-05,  5.0574e-41 ])
43502   , -2127.47    , array([ 0.00108401 ,  1.78418    ,  1.43522e-05,  5.0574e-41 ])
43503   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43378e-05,  5.06246e-41])
43504   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43378e-05,  5.0574e-41 ])
43505   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43378e-05,  5.0574e-41 ])
43506   , -2127.81    , array([ 0.0010851  ,  1.78418    ,  1.43378e-05,  5.0574e-41 ])
43507   , -2127.64    , array([ 0.00108401 ,  1.78596    ,  1.43378e-05,  5.0574e-41 ])
43508   , -2127.47    , array([ 0.00108401 ,  1.78418    ,  1.43522e-05,  5.0574e-41 ])
43509   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43378e-05,  5.06246e-41])
43510   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43511   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43512   , -2127.81    , array([ 0.0010851  ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43513   , -2127.64    , array([ 0.00108401 ,  1.78596    ,  1.43379e-05,  5.0574e-41 ])
43514   , -2127.47    , array([ 0.00108401 ,  1.78418    ,  1.43522e-05,  5.0574e-41 ])
43515   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.06246e-41])
43522   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43523   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43524   , -2127.81    , array([ 0.0010851  ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43525   , -2127.64    , array([ 0.00108401 ,  1.78596    ,  1.43379e-05,  5.0574e-41 ])
43526   , -2127.47    , array([ 0.00108401 ,  1.78418    ,  1.43522e-05,  5.0574e-41 ])
43527   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.06246e-41])
43528   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43529   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43530   , -2127.81    , array([ 0.0010851  ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43531   , -2127.64    , array([ 0.00108401 ,  1.78596    ,  1.43379e-05,  5.0574e-41 ])
43532   , -2127.47    , array([ 0.00108401 ,  1.78418    ,  1.43522e-05,  5.0574e-41 ])
43533   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.06246e-41])
43540   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43541   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43542   , -2127.81    , array([ 0.0010851  ,  1.78418    ,  1.43379e-05,  5.0574e-41 ])
43543   , -2127.64    , array([ 0.00108401 ,  1.78596    ,  1.43379e-05,  5.0574e-41 ])
43544   , -2127.47    , array([ 0.00108401 ,  1.78418    ,  1.43522e-05,  5.0574e-41 ])
43545   , -2127.64    , array([ 0.00108401 ,  1.78418    ,  1.43379e-05,  5.06246e-41])
