322077  , -32487.8    , array([ 27.9538    ,  1.0912     ,  3.43078e-53,  7.22438e-15,  0.53209    ])
322078  , -32491.8    , array([ 27.9818    ,  1.0912     ,  3.43078e-53,  7.22438e-15,  0.53209    ])
322079  , -32483.1    , array([ 27.9538    ,  1.09229    ,  3.43078e-53,  7.22438e-15,  0.53209    ])
322080  , -32487.8    , array([ 27.9538    ,  1.0912     ,  3.43422e-53,  7.22438e-15,  0.53209    ])
322081  , -32487.8    , array([ 27.9538    ,  1.0912     ,  3.43078e-53,  7.23161e-15,  0.53209    ])
322082  , -32515.8    , array([ 27.9538    ,  1.0912     ,  3.43078e-53,  7.22438e-15,  0.532623   ])
322083  , -32487.8    , array([ 27.9538    ,  1.0912     ,  3.43078e-53,  7.22438e-15,  0.53209    ])
322084  , -25202.5    , array([ 24.3275    ,  1.28846    ,  3.43078e-53,  7.22438e-15,  0.198406   ])
322085  , -25202.5    , array([ 24.3275    ,  1.28846    ,  3.43078e-53,  7.22438e-15,  0.198406   ])
322086  , -25204.7    , array([ 24.3518    ,  1.28846    ,  3.43078e-53,  7.22438e-15,  0.198406   ])
322087  , -25225      , array([ 24.3275    ,  1.28975    ,  3.43078e-53,  7.22438e-15,  0.198406   ])
322088  , -25202.5    , array([ 24.3275    ,  1.28846    ,  3.43422e-53,  7.22438e-15,  0.198406   ])
322089  , -25202.5    , array([ 24.3275    ,  1.28846    ,  3.43078e-53,  7.23161e-15,  0.198406   ])
322090  , -25194.8    , array([ 24.3275    ,  1.28846    ,  3.43078e-53,  7.22438e-15,  0.198604   ])
322091  , -13215.2    , array([ 19.2193    ,  0.551641   ,  3.43078e-53,  7.22438e-15,  0.105067   ])
322092  , -13215.2    , array([ 19.2193    ,  0.551641   ,  3.43078e-53,  7.22438e-15,  0.105067   ])
322093  , -13216.1    , array([ 19.2385    ,  0.551641   ,  3.43078e-53,  7.22438e-15,  0.105067   ])
322094  , -13233.7    , array([ 19.2193    ,  0.552193   ,  3.43078e-53,  7.22438e-15,  0.105067   ])
322095  , -13215.2    , array([ 19.2193    ,  0.551641   ,  3.43422e-53,  7.22438e-15,  0.105067   ])
322096  , -13215.2    , array([ 19.2193    ,  0.551641   ,  3.43078e-53,  7.23161e-15,  0.105067   ])
322097  , -13205      , array([ 19.2193    ,  0.551641   ,  3.43078e-53,  7.22438e-15,  0.105172   ])
322105  , -13214.3    , array([ 19.2488    ,  0.551479   ,  3.43078e-53,  7.22438e-15,  0.105035   ])
322106  , -13214.3    , array([ 19.2488    ,  0.551479   ,  3.43078e-53,  7.22438e-15,  0.105035   ])
322107  , -13215.2    , array([ 19.2681    ,  0.551479   ,  3.43078e-53,  7.22438e-15,  0.105035   ])
322108  , -13232.7    , array([ 19.2488    ,  0.552031   ,  3.43078e-53,  7.22438e-15,  0.105035   ])
322109  , -13214.3    , array([ 19.2488    ,  0.551479   ,  3.43422e-53,  7.22438e-15,  0.105035   ])
322110  , -13214.3    , array([ 19.2488    ,  0.551479   ,  3.43078e-53,  7.23161e-15,  0.105035   ])
322111  , -13204      , array([ 19.2488    ,  0.551479   ,  3.43078e-53,  7.22438e-15,  0.10514    ])
322112  , -13213.3    , array([ 19.2785    ,  0.551316   ,  3.43078e-53,  7.22438e-15,  0.105004   ])
322113  , -13213.3    , array([ 19.2785    ,  0.551316   ,  3.43078e-53,  7.22438e-15,  0.105004   ])
322114  , -13214.2    , array([ 19.2978    ,  0.551316   ,  3.43078e-53,  7.22438e-15,  0.105004   ])
322115  , -13231.7    , array([ 19.2785    ,  0.551868   ,  3.43078e-53,  7.22438e-15,  0.105004   ])
322116  , -13213.3    , array([ 19.2785    ,  0.551316   ,  3.43422e-53,  7.22438e-15,  0.105004   ])
322117  , -13213.3    , array([ 19.2785    ,  0.551316   ,  3.43078e-53,  7.23161e-15,  0.105004   ])
322118  , -13203.1    , array([ 19.2785    ,  0.551316   ,  3.43078e-53,  7.22438e-15,  0.105109   ])
322126  , -13213      , array([ 19.2859    ,  0.551276   ,  3.43078e-53,  7.22438e-15,  0.104996   ])
322127  , -13213      , array([ 19.2859    ,  0.551276   ,  3.43078e-53,  7.22438e-15,  0.104996   ])
322128  , -13213.9    , array([ 19.3052    ,  0.551276   ,  3.43078e-53,  7.22438e-15,  0.104996   ])
322129  , -13231.5    , array([ 19.2859    ,  0.551827   ,  3.43078e-53,  7.22438e-15,  0.104996   ])
322130  , -13213      , array([ 19.2859    ,  0.551276   ,  3.43422e-53,  7.22438e-15,  0.104996   ])
322131  , -13213      , array([ 19.2859    ,  0.551276   ,  3.43078e-53,  7.23161e-15,  0.104996   ])
322132  , -13202.8    , array([ 19.2859    ,  0.551276   ,  3.43078e-53,  7.22438e-15,  0.105101   ])
322133  , -13212.8    , array([ 19.2933    ,  0.551235   ,  3.43078e-53,  7.22438e-15,  0.104988   ])
322134  , -13212.8    , array([ 19.2933    ,  0.551235   ,  3.43078e-53,  7.22438e-15,  0.104988   ])
322135  , -13213.7    , array([ 19.3126    ,  0.551235   ,  3.43078e-53,  7.22438e-15,  0.104988   ])
