Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-12080.07	24178.14	1780.4	9500.32	2.8166,2.3521,0.6346,1.1965,0.3365,0.563,5.0796,8.5011,0.2673
our_model	Round_1_Replicate_2	-12028.28	24074.56	1667.01	15114.59	16.4166,1.6063,0.382,0.6801,0.4879,0.9901,8.5991,29.9985,0.2588
our_model	Round_1_Replicate_3	-11782.61	23583.22	1187.45	9698.36	4.4616,2.4818,0.6351,1.2517,0.2139,0.3844,5.0176,5.725,0.2502
our_model	Round_1_Replicate_4	-11779.26	23576.52	1185.0	8936.26	2.5889,2.5295,0.7668,1.6219,0.1223,0.209,3.8559,4.9513,0.1738
our_model	Round_1_Replicate_5	-11758.11	23534.22	1137.34	12530.91	4.3179,1.8594,0.5225,1.0654,0.2466,0.3885,5.9612,3.0387,0.1572
our_model	Round_1_Replicate_6	-12143.24	24304.48	1875.99	9420.58	6.5362,2.5842,0.6507,1.1166,0.3281,0.6132,5.0723,4.5496,0.3822
our_model	Round_1_Replicate_7	-11603.05	23224.1	824.65	20023.51	6.914,1.2394,0.332,0.6914,0.5942,0.5338,9.3235,0.1195,0.1163
our_model	Round_1_Replicate_8	-13857.09	27732.18	5289.67	8978.14	0.5094,2.1104,0.4638,1.2944,0.887,0.4502,5.9924,3.7194,1.3276
our_model	Round_1_Replicate_9	-11844.17	23706.34	1309.96	13220.71	6.2831,1.8197,0.444,0.9194,0.4901,0.553,7.0423,4.7929,0.2142
our_model	Round_1_Replicate_10	-12100.51	24219.02	1793.25	6516.62	8.0068,3.7019,0.872,1.6216,0.2835,0.3995,3.6728,30.0,0.6493
our_model	Round_2_Replicate_1	-11556.85	23131.7	763.9	19693.6	1.8408,1.6932,0.3544,0.7681,0.4153,0.364,8.5138,0.0606,0.0998
our_model	Round_2_Replicate_2	-11419.25	22856.5	472.54	20355.33	3.1084,1.3348,0.3598,0.6957,0.3658,0.6383,8.6792,0.0882,0.0876
our_model	Round_2_Replicate_3	-11744.13	23506.26	1114.93	17925.75	7.5013,1.3686,0.3531,0.7628,0.3885,0.3849,8.7047,1.1805,0.1139
our_model	Round_2_Replicate_4	-11322.16	22662.32	283.29	20141.95	1.3312,1.4609,0.396,0.7586,0.2876,0.6738,7.5131,0.0785,0.0785
our_model	Round_2_Replicate_5	-11213.74	22445.48	70.07	20239.34	0.01,1.4563,0.4352,0.8726,0.4842,0.8535,5.686,0.0827,0.0633
our_model	Round_2_Replicate_6	-11411.89	22841.78	464.07	20225.34	2.4436,1.4565,0.3589,0.7344,0.3689,0.5348,8.4099,0.0735,0.0875
our_model	Round_2_Replicate_7	-11251.51	22521.02	144.91	20178.68	0.4102,1.4745,0.4237,0.8223,0.3597,0.7214,6.3573,0.0789,0.0689
our_model	Round_2_Replicate_8	-11390.42	22798.84	425.16	19760.52	2.8865,1.5271,0.4066,0.8147,0.1827,0.4474,7.0291,0.1146,0.0715
our_model	Round_2_Replicate_9	-11421.22	22860.44	476.77	20462.14	0.01,1.3885,0.3422,0.6814,0.5053,0.7382,9.0568,0.0508,0.0974
our_model	Round_2_Replicate_10	-11234.02	22486.04	109.82	20263.23	0.3516,1.4254,0.4229,0.8399,0.4555,0.7926,6.1304,0.082,0.067
our_model	Round_2_Replicate_11	-11429.8	22877.6	493.47	20494.3	0.01,1.39,0.3473,0.6543,0.3996,0.8034,9.1004,0.0505,0.0965
our_model	Round_2_Replicate_12	-11373.43	22764.86	381.14	20299.52	1.055,1.3823,0.3605,0.7167,0.4745,0.7214,8.4553,0.0661,0.0921
our_model	Round_2_Replicate_13	-11307.1	22632.2	256.27	20108.96	2.4125,1.4124,0.3983,0.8754,0.4105,0.5022,6.6939,0.1011,0.0702
our_model	Round_2_Replicate_14	-11228.25	22474.5	98.58	20323.18	0.01,1.4381,0.4243,0.8391,0.4613,0.8584,6.0743,0.0794,0.0654
our_model	Round_2_Replicate_15	-11816.29	23650.58	1273.02	26653.05	11.6601,0.903,0.2233,0.5521,0.8356,0.3724,13.2457,29.5698,0.0768
our_model	Round_2_Replicate_16	-11352.13	22722.26	339.75	20268.38	1.5761,1.3975,0.3726,0.7286,0.3971,0.6919,8.1196,0.0718,0.0867
our_model	Round_2_Replicate_17	-11264.39	22546.78	169.73	20233.3	0.2349,1.4663,0.405,0.8153,0.4378,0.7304,6.8384,0.0739,0.0731
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
