244072  , -58947.2    , array([ 0.0701437  ,  4.52884    ,  3.13793e-45,  2.3953e-48 ,  0.00293693 ])
244073  , -58957      , array([ 0.0702139  ,  4.52884    ,  3.13793e-45,  2.3953e-48 ,  0.00293693 ])
244074  , -58947.7    , array([ 0.0701437  ,  4.53337    ,  3.13793e-45,  2.3953e-48 ,  0.00293693 ])
244075  , -58947.2    , array([ 0.0701437  ,  4.52884    ,  3.14106e-45,  2.3953e-48 ,  0.00293693 ])
244076  , -58947.2    , array([ 0.0701437  ,  4.52884    ,  3.13793e-45,  2.39769e-48,  0.00293693 ])
244077  , -58936.5    , array([ 0.0701437  ,  4.52884    ,  3.13793e-45,  2.3953e-48 ,  0.00293987 ])
244078  , -58947.2    , array([ 0.0701437  ,  4.52884    ,  3.13793e-45,  2.3953e-48 ,  0.00293693 ])
244079  , -56819.8    , array([ 0.0354612  ,  4.38037    ,  3.13793e-45,  2.3953e-48 ,  0.00618104 ])
244080  , -56819.8    , array([ 0.0354612  ,  4.38037    ,  3.13793e-45,  2.3953e-48 ,  0.00618104 ])
244081  , -56803.4    , array([ 0.0354966  ,  4.38037    ,  3.13793e-45,  2.3953e-48 ,  0.00618104 ])
244082  , -56820.4    , array([ 0.0354612  ,  4.38475    ,  3.13793e-45,  2.3953e-48 ,  0.00618104 ])
244083  , -56819.8    , array([ 0.0354612  ,  4.38037    ,  3.14106e-45,  2.3953e-48 ,  0.00618104 ])
244084  , -56819.8    , array([ 0.0354612  ,  4.38037    ,  3.13793e-45,  2.39769e-48,  0.00618104 ])
244085  , -56833.1    , array([ 0.0354612  ,  4.38037    ,  3.13793e-45,  2.3953e-48 ,  0.00618723 ])
244086  , -53987.6    , array([ 0.0530163  ,  4.46731    ,  3.13793e-45,  2.3953e-48 ,  0.0039859  ])
244087  , -53987.6    , array([ 0.0530163  ,  4.46731    ,  3.13793e-45,  2.3953e-48 ,  0.0039859  ])
244088  , -53992.4    , array([ 0.0530694  ,  4.46731    ,  3.13793e-45,  2.3953e-48 ,  0.0039859  ])
244089  , -53988.2    , array([ 0.0530163  ,  4.47178    ,  3.13793e-45,  2.3953e-48 ,  0.0039859  ])
244090  , -53987.6    , array([ 0.0530163  ,  4.46731    ,  3.14106e-45,  2.3953e-48 ,  0.0039859  ])
244091  , -53987.6    , array([ 0.0530163  ,  4.46731    ,  3.13793e-45,  2.39769e-48,  0.0039859  ])
