299295  , -79089      , array([ 1.37443    ,  1.6546     ,  8.97711e-15,  7.34538e-22,  3.04741e-07])
299296  , -79089      , array([ 1.37581    ,  1.6546     ,  8.97711e-15,  7.34538e-22,  3.04741e-07])
299297  , -79089      , array([ 1.37443    ,  1.65626    ,  8.97711e-15,  7.34538e-22,  3.04741e-07])
299298  , -79089      , array([ 1.37443    ,  1.6546     ,  8.9861e-15 ,  7.34538e-22,  3.04741e-07])
299299  , -79089      , array([ 1.37443    ,  1.6546     ,  8.97711e-15,  7.35273e-22,  3.04741e-07])
299300  , -79089      , array([ 1.37443    ,  1.6546     ,  8.97711e-15,  7.34538e-22,  3.05046e-07])
299301  , -79089      , array([ 1.37443    ,  1.6546     ,  8.97711e-15,  7.34538e-22,  3.04741e-07])
299302  , -79088.7    , array([ 1.15149    ,  1.33278    ,  8.97711e-15,  7.34538e-22,  4.54042e-07])
299303  , -79088.7    , array([ 1.15149    ,  1.33278    ,  8.97711e-15,  7.34538e-22,  4.54042e-07])
299304  , -79088.7    , array([ 1.15264    ,  1.33278    ,  8.97711e-15,  7.34538e-22,  4.54042e-07])
299305  , -79088.7    , array([ 1.15149    ,  1.33412    ,  8.97711e-15,  7.34538e-22,  4.54042e-07])
299306  , -79088.7    , array([ 1.15149    ,  1.33278    ,  8.9861e-15 ,  7.34538e-22,  4.54042e-07])
299307  , -79088.7    , array([ 1.15149    ,  1.33278    ,  8.97711e-15,  7.35273e-22,  4.54042e-07])
299308  , -79088.7    , array([ 1.15149    ,  1.33278    ,  8.97711e-15,  7.34538e-22,  4.54496e-07])
299309  , -79081.6    , array([ 0.5673     ,  0.561074   ,  8.97711e-15,  7.34538e-22,  2.23746e-06])
299310  , -79081.6    , array([ 0.5673     ,  0.561074   ,  8.97711e-15,  7.34538e-22,  2.23746e-06])
299311  , -79081.6    , array([ 0.567867   ,  0.561074   ,  8.97711e-15,  7.34538e-22,  2.23746e-06])
299312  , -79081.6    , array([ 0.5673     ,  0.561635   ,  8.97711e-15,  7.34538e-22,  2.23746e-06])
299313  , -79081.6    , array([ 0.5673     ,  0.561074   ,  8.9861e-15 ,  7.34538e-22,  2.23746e-06])
299314  , -79081.6    , array([ 0.5673     ,  0.561074   ,  8.97711e-15,  7.35273e-22,  2.23746e-06])
299315  , -79081.6    , array([ 0.5673     ,  0.561074   ,  8.97711e-15,  7.34538e-22,  2.2397e-06 ])
299316  , -25270.9    , array([ 0.033421   ,  0.0176223  ,  8.97711e-15,  7.34538e-22,  0.00131945 ])
299317  , -25270.9    , array([ 0.033421   ,  0.0176223  ,  8.97711e-15,  7.34538e-22,  0.00131945 ])
299318  , -25272.1    , array([ 0.0334545  ,  0.0176223  ,  8.97711e-15,  7.34538e-22,  0.00131945 ])
299319  , -25291.5    , array([ 0.033421   ,  0.0176399  ,  8.97711e-15,  7.34538e-22,  0.00131945 ])
299320  , -25270.9    , array([ 0.033421   ,  0.0176223  ,  8.9861e-15 ,  7.34538e-22,  0.00131945 ])
299321  , -25270.9    , array([ 0.033421   ,  0.0176223  ,  8.97711e-15,  7.35273e-22,  0.00131945 ])
299322  , -25249      , array([ 0.033421   ,  0.0176223  ,  8.97711e-15,  7.34538e-22,  0.00132077 ])
299330  , -24059      , array([ 0.0328855  ,  0.0172778  ,  8.97711e-15,  7.34538e-22,  0.00136835 ])
299331  , -24059      , array([ 0.0328855  ,  0.0172778  ,  8.97711e-15,  7.34538e-22,  0.00136835 ])
