85939   , -79089.4    , array([ 0.0114874  ,  0.379726   ,  0.00233972 ,  5.92143e-24,  1.91449e-13])
85940   , -79089.4    , array([ 0.0114989  ,  0.379726   ,  0.00233972 ,  5.92143e-24,  1.91449e-13])
85941   , -79089.4    , array([ 0.0114874  ,  0.380106   ,  0.00233972 ,  5.92143e-24,  1.91449e-13])
85942   , -79089.4    , array([ 0.0114874  ,  0.379726   ,  0.00234206 ,  5.92143e-24,  1.91449e-13])
85943   , -79089.4    , array([ 0.0114874  ,  0.379726   ,  0.00233972 ,  5.92736e-24,  1.91449e-13])
85944   , -79089.4    , array([ 0.0114874  ,  0.379726   ,  0.00233972 ,  5.92143e-24,  1.91641e-13])
85945   , -79089.4    , array([ 0.0114874  ,  0.379726   ,  0.00233972 ,  5.92143e-24,  1.91449e-13])
85946   , -79089.4    , array([ 0.0114872  ,  0.379726   ,  0.00233972 ,  5.92143e-24,  1.91452e-13])
85947   , -79089.4    , array([ 0.0114872  ,  0.379726   ,  0.00233972 ,  5.92143e-24,  1.91452e-13])
85948   , -79089.4    , array([ 0.0114987  ,  0.379726   ,  0.00233972 ,  5.92143e-24,  1.91452e-13])
85949   , -79089.4    , array([ 0.0114872  ,  0.380106   ,  0.00233972 ,  5.92143e-24,  1.91452e-13])
85950   , -79089.4    , array([ 0.0114872  ,  0.379726   ,  0.00234206 ,  5.92143e-24,  1.91452e-13])
85951   , -79089.4    , array([ 0.0114872  ,  0.379726   ,  0.00233972 ,  5.92736e-24,  1.91452e-13])
85952   , -79089.4    , array([ 0.0114872  ,  0.379726   ,  0.00233972 ,  5.92143e-24,  1.91644e-13])
85953   , -79089.4    , array([ 0.0114866  ,  0.379725   ,  0.00233972 ,  5.92143e-24,  1.91463e-13])
85954   , -79089.4    , array([ 0.0114866  ,  0.379725   ,  0.00233972 ,  5.92143e-24,  1.91463e-13])
85955   , -79089.4    , array([ 0.0114981  ,  0.379725   ,  0.00233972 ,  5.92143e-24,  1.91463e-13])
85956   , -79089.4    , array([ 0.0114866  ,  0.380105   ,  0.00233972 ,  5.92143e-24,  1.91463e-13])
85957   , -79089.4    , array([ 0.0114866  ,  0.379725   ,  0.00234206 ,  5.92143e-24,  1.91463e-13])
85958   , -79089.4    , array([ 0.0114866  ,  0.379725   ,  0.00233972 ,  5.92736e-24,  1.91463e-13])
85959   , -79089.4    , array([ 0.0114866  ,  0.379725   ,  0.00233972 ,  5.92143e-24,  1.91654e-13])
85960   , -79089.4    , array([ 0.0114841  ,  0.379724   ,  0.00233972 ,  5.92143e-24,  1.91506e-13])
85961   , -79089.4    , array([ 0.0114841  ,  0.379724   ,  0.00233972 ,  5.92143e-24,  1.91506e-13])
85962   , -79089.4    , array([ 0.0114956  ,  0.379724   ,  0.00233972 ,  5.92143e-24,  1.91506e-13])
85963   , -79089.4    , array([ 0.0114841  ,  0.380104   ,  0.00233972 ,  5.92143e-24,  1.91506e-13])
85964   , -79089.4    , array([ 0.0114841  ,  0.379724   ,  0.00234206 ,  5.92143e-24,  1.91506e-13])
85965   , -79089.4    , array([ 0.0114841  ,  0.379724   ,  0.00233972 ,  5.92736e-24,  1.91506e-13])
85966   , -79089.4    , array([ 0.0114841  ,  0.379724   ,  0.00233972 ,  5.92143e-24,  1.91698e-13])
85967   , -79089.4    , array([ 0.0114742  ,  0.379717   ,  0.00233972 ,  5.92143e-24,  1.9168e-13 ])
85968   , -79089.4    , array([ 0.0114742  ,  0.379717   ,  0.00233972 ,  5.92143e-24,  1.9168e-13 ])
85969   , -79089.4    , array([ 0.0114857  ,  0.379717   ,  0.00233972 ,  5.92143e-24,  1.9168e-13 ])
85970   , -79089.4    , array([ 0.0114742  ,  0.380097   ,  0.00233972 ,  5.92143e-24,  1.9168e-13 ])
85971   , -79089.4    , array([ 0.0114742  ,  0.379717   ,  0.00234206 ,  5.92143e-24,  1.9168e-13 ])
85972   , -79089.4    , array([ 0.0114742  ,  0.379717   ,  0.00233972 ,  5.92736e-24,  1.9168e-13 ])
85973   , -79089.4    , array([ 0.0114742  ,  0.379717   ,  0.00233972 ,  5.92143e-24,  1.91871e-13])
85974   , -79089.4    , array([ 0.0114347  ,  0.37969    ,  0.00233972 ,  5.92143e-24,  1.92375e-13])
85975   , -79089.4    , array([ 0.0114347  ,  0.37969    ,  0.00233972 ,  5.92143e-24,  1.92375e-13])
85976   , -79089.4    , array([ 0.0114462  ,  0.37969    ,  0.00233972 ,  5.92143e-24,  1.92375e-13])
85977   , -79089.4    , array([ 0.0114347  ,  0.38007    ,  0.00233972 ,  5.92143e-24,  1.92375e-13])
85978   , -79089.4    , array([ 0.0114347  ,  0.37969    ,  0.00234206 ,  5.92143e-24,  1.92375e-13])
85979   , -79089.4    , array([ 0.0114347  ,  0.37969    ,  0.00233972 ,  5.92736e-24,  1.92375e-13])
85980   , -79089.4    , array([ 0.0114347  ,  0.37969    ,  0.00233972 ,  5.92143e-24,  1.92568e-13])
85981   , -79089.4    , array([ 0.011278   ,  0.379583   ,  0.00233972 ,  5.92143e-24,  1.95182e-13])
85982   , -79089.4    , array([ 0.011278   ,  0.379583   ,  0.00233972 ,  5.92143e-24,  1.95182e-13])
85983   , -79089.4    , array([ 0.0112893  ,  0.379583   ,  0.00233972 ,  5.92143e-24,  1.95182e-13])
85984   , -79089.4    , array([ 0.011278   ,  0.379962   ,  0.00233972 ,  5.92143e-24,  1.95182e-13])
85985   , -79089.4    , array([ 0.011278   ,  0.379583   ,  0.00234206 ,  5.92143e-24,  1.95182e-13])
85986   , -79089.4    , array([ 0.011278   ,  0.379583   ,  0.00233972 ,  5.92736e-24,  1.95182e-13])
85987   , -79089.4    , array([ 0.011278   ,  0.379583   ,  0.00233972 ,  5.92143e-24,  1.95377e-13])
85988   , -79089.4    , array([ 0.0106724  ,  0.379153   ,  0.00233972 ,  5.92143e-24,  2.06824e-13])
85989   , -79089.4    , array([ 0.0106724  ,  0.379153   ,  0.00233972 ,  5.92143e-24,  2.06824e-13])
85990   , -79089.4    , array([ 0.0106831  ,  0.379153   ,  0.00233972 ,  5.92143e-24,  2.06824e-13])
85991   , -79089.4    , array([ 0.0106724  ,  0.379532   ,  0.00233972 ,  5.92143e-24,  2.06824e-13])
85992   , -79089.4    , array([ 0.0106724  ,  0.379153   ,  0.00234206 ,  5.92143e-24,  2.06824e-13])
85993   , -79089.4    , array([ 0.0106724  ,  0.379153   ,  0.00233972 ,  5.92736e-24,  2.06824e-13])
85994   , -79089.4    , array([ 0.0106724  ,  0.379153   ,  0.00233972 ,  5.92143e-24,  2.07031e-13])
