59219   , -78391.1    , array([ 29.9212    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59220   , -78391.1    , array([ 29.9212    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59221   , -78391.4    , array([ 30.9212    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59222   , -78390.5    , array([ 28.3032    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59223   , -78389.5    , array([ 25.6851    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59224   , -78387.4    , array([ 21.4491    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59225   , -78381.2    , array([ 14.595     ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59226   , -78320.1    , array([ 3.50479    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59228   , -78320.1    , array([ 3.50479    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59230   , -78364.1    , array([ 7.74086    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59231   , -78350.4    , array([ 5.62282    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59232   , -78084.2    , array([ 0.886759   ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59234   , -78251.4    , array([ 1.88676    ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59235   , -77371.2    , array([ 0.268725   ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59237   , -77906      , array([ 0.565249   ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59238   , -77371.2    , array([ 0.268725   ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59239   , -77786.4    , array([ 0.268725   ,  1.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59241   , -77371.2    , array([ 0.268725   ,  0.61044    ,  1.28978e-05,  0.0014086  ,  0.000357197])
59243   , -77628.2    , array([ 0.268725   ,  0.992406   ,  1.28978e-05,  0.0014086  ,  0.000357197])
59244   , -77530.2    , array([ 0.268725   ,  0.801421   ,  1.28978e-05,  0.0014086  ,  0.000357197])
59245   , -76952.7    , array([ 0.268725   ,  0.374373   ,  1.28978e-05,  0.0014086  ,  0.000357197])
59246   , -76268.3    , array([ 0.268725   ,  0.228474   ,  1.28978e-05,  0.0014086  ,  0.000357197])
59247   , -75141.5    , array([ 0.268725   ,  0.138305   ,  1.28978e-05,  0.0014086  ,  0.000357197])
59248   , -73265.5    , array([ 0.268725   ,  0.0825764  ,  1.28978e-05,  0.0014086  ,  0.000357197])
59249   , -70084.4    , array([ 0.268725   ,  0.0481346  ,  1.28978e-05,  0.0014086  ,  0.000357197])
59250   , -64518.3    , array([ 0.268725   ,  0.0268484  ,  1.28978e-05,  0.0014086  ,  0.000357197])
59251   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.28978e-05,  0.0014086  ,  0.000357197])
59253   , -60338.7    , array([ 0.268725   ,  0.0196602  ,  1.28978e-05,  0.0014086  ,  0.000357197])
59254   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.28978e-05,  0.0014086  ,  0.000357197])
59255   , -54242.7    , array([ 0.268725   ,  0.0136927  ,  1.00001    ,  0.0014086  ,  0.000357197])
59257   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.28978e-05,  0.0014086  ,  0.000357197])
59259   , -54239.4    , array([ 0.268725   ,  0.0136927  ,  0.381979   ,  0.0014086  ,  0.000357197])
59260   , -54238.4    , array([ 0.268725   ,  0.0136927  ,  0.190996   ,  0.0014086  ,  0.000357197])
59263   , -54237.8    , array([ 0.268725   ,  0.0136927  ,  0.0729619  ,  0.0014086  ,  0.000357197])
59265   , -54237.5    , array([ 0.268725   ,  0.0136927  ,  0.0278769  ,  0.0014086  ,  0.000357197])
59267   , -54237.5    , array([ 0.268725   ,  0.0136927  ,  0.010656   ,  0.0014086  ,  0.000357197])
59269   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  0.00407821 ,  0.0014086  ,  0.000357197])
59271   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  0.00156571 ,  0.0014086  ,  0.000357197])
59273   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  0.000606018,  0.0014086  ,  0.000357197])
59275   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  0.00023945 ,  0.0014086  ,  0.000357197])
59277   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  9.94329e-05,  0.0014086  ,  0.000357197])
59279   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  4.59513e-05,  0.0014086  ,  0.000357197])
59281   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  2.55231e-05,  0.0014086  ,  0.000357197])
59282   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  6.93697e-06,  0.0014086  ,  0.000357197])
59283   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  3.25296e-06,  0.0014086  ,  0.000357197])
59284   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  9.76111e-07,  0.0014086  ,  0.000357197])
59286   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.84579e-06,  0.0014086  ,  0.000357197])
59287   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  4.38621e-07,  0.0014086  ,  0.000357197])
59288   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.0014086  ,  0.000357197])
59290   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  2.34358e-07,  0.0014086  ,  0.000357197])
59291   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.0014086  ,  0.000357197])
59292   , -54244.8    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  1.00141    ,  0.000357197])
59294   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.0014086  ,  0.000357197])
59296   , -54240.2    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.383375   ,  0.000357197])
59297   , -54238.8    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.192392   ,  0.000357197])
59300   , -54237.9    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.0743576  ,  0.000357197])
59302   , -54237.6    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.0292726  ,  0.000357197])
59304   , -54237.5    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.0120517  ,  0.000357197])
59306   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.00547391 ,  0.000357197])
59308   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.00296141 ,  0.000357197])
59309   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.00067546 ,  0.000357197])
59310   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.000222356,  0.000357197])
59312   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.000395426,  0.000357197])
59313   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  0.000115393,  0.000357197])
59314   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  4.92858e-05,  0.000357197])
59315   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.000357197])
59317   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  2.40352e-05,  0.000357197])
59318   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.000357197])
59319   , -586368     , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  1.00036    ])
59321   , -54237.4    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.000357197])
59323   , -541805     , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.382323   ])
59324   , -476367     , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.187424   ])
59327   , -177329     , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.0718105  ])
59329   , -58384.3    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.0276499  ])
59330   , -16058.1    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.0118677  ])
59331   , -20791.8    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.0136579  ])
59332   , -10826.5    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00981289 ])
59333   , -3394.4     , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00620113 ])
59334   , -2742.66    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00396895 ])
59335   , -2279.92    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00460189 ])
59336   , -2274.79    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00485684 ])
59337   , -2266.08    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59338   , -2267.34    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00478577 ])
59339   , -2267.43    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00469808 ])
59341   , -2266.08    , array([ 0.268725   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59342   , -2254.54    , array([ 1.26872    ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59343   , -2292.98    , array([ 2.88676    ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59344   , -2254.54    , array([ 1.26872    ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59345   , -2275.53    , array([ 1.88676    ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59346   , -2233.02    , array([ 0.886759   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59347   , -2215.82    , array([ 0.650691   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59348   , -2207.38    , array([ 0.504793   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59349   , -2208.79    , array([ 0.414623   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59350   , -2206.94    , array([ 0.484951   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59351   , -2206.83    , array([ 0.474328   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59352   , -2206.83    , array([ 0.467991   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59353   , -2206.82    , array([ 0.469984   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59354   , -2206.83    , array([ 0.471996   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59355   , -2206.82    , array([ 0.469984   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59356   , -67354      , array([ 0.469984   ,  1.01369    ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59358   , -2206.82    , array([ 0.469984   ,  0.0136927  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59360   , -60940.8    , array([ 0.469984   ,  0.395659   ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59361   , -52500.8    , array([ 0.469984   ,  0.204201   ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59364   , -35276.5    , array([ 0.469984   ,  0.0864604  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59366   , -17450.4    , array([ 0.469984   ,  0.0414875  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59368   , -6868.42    , array([ 0.469984   ,  0.0243094  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59370   , -3219.09    , array([ 0.469984   ,  0.0177479  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59371   , -2739.24    , array([ 0.469984   ,  0.0113979  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
59372   , -2219.13    , array([ 0.469984   ,  0.0140748  ,  1.06434e-07,  8.42943e-06,  0.00474192 ])
