269192  , -78060.2    , array([ 1.97351    ,  1.23677    ,  0.00527938 ,  5.20413e-57,  0.000758539])
269402  , -1636.04    , array([ 1.18382    ,  0.0717976  ,  5.18612    ,  5.20413e-57,  0.0257934  ])
269403  , -1636.04    , array([ 1.18382    ,  0.0717976  ,  5.18612    ,  5.20413e-57,  0.0257934  ])
269404  , -1636.27    , array([ 1.185      ,  0.0717976  ,  5.18612    ,  5.20413e-57,  0.0257934  ])
269405  , -1638.25    , array([ 1.18382    ,  0.0718694  ,  5.18612    ,  5.20413e-57,  0.0257934  ])
269406  , -1636.36    , array([ 1.18382    ,  0.0717976  ,  5.19131    ,  5.20413e-57,  0.0257934  ])
269407  , -1636.04    , array([ 1.18382    ,  0.0717976  ,  5.18612    ,  5.20933e-57,  0.0257934  ])
269408  , -1633.68    , array([ 1.18382    ,  0.0717976  ,  5.18612    ,  5.20413e-57,  0.0258192  ])
269409  , -1555.73    , array([ 1.16155    ,  0.0716652  ,  2.63555    ,  5.20413e-57,  0.02566    ])
269410  , -1555.73    , array([ 1.16155    ,  0.0716652  ,  2.63555    ,  5.20413e-57,  0.02566    ])
269411  , -1555.76    , array([ 1.16271    ,  0.0716652  ,  2.63555    ,  5.20413e-57,  0.02566    ])
269412  , -1556.93    , array([ 1.16155    ,  0.0717369  ,  2.63555    ,  5.20413e-57,  0.02566    ])
269413  , -1555.73    , array([ 1.16155    ,  0.0716652  ,  2.63818    ,  5.20413e-57,  0.02566    ])
269414  , -1555.73    , array([ 1.16155    ,  0.0716652  ,  2.63555    ,  5.20933e-57,  0.02566    ])
269415  , -1554.35    , array([ 1.16155    ,  0.0716652  ,  2.63555    ,  5.20413e-57,  0.0256856  ])
269416  , -1555.01    , array([ 1.16388    ,  0.0716959  ,  2.63882    ,  5.20413e-57,  0.0256839  ])
269417  , -1555.01    , array([ 1.16388    ,  0.0716959  ,  2.63882    ,  5.20413e-57,  0.0256839  ])
269418  , -1555.04    , array([ 1.16505    ,  0.0716959  ,  2.63882    ,  5.20413e-57,  0.0256839  ])
269419  , -1556.2     , array([ 1.16388    ,  0.0717676  ,  2.63882    ,  5.20413e-57,  0.0256839  ])
269420  , -1555.02    , array([ 1.16388    ,  0.0716959  ,  2.64146    ,  5.20413e-57,  0.0256839  ])
269421  , -1555.01    , array([ 1.16388    ,  0.0716959  ,  2.63882    ,  5.20933e-57,  0.0256839  ])
269422  , -1553.64    , array([ 1.16388    ,  0.0716959  ,  2.63882    ,  5.20413e-57,  0.0257096  ])
269423  , -1552.22    , array([ 1.17326    ,  0.0718188  ,  2.65195    ,  5.20413e-57,  0.0257799  ])
269424  , -1552.22    , array([ 1.17326    ,  0.0718188  ,  2.65195    ,  5.20413e-57,  0.0257799  ])
269425  , -1552.26    , array([ 1.17443    ,  0.0718188  ,  2.65195    ,  5.20413e-57,  0.0257799  ])
269426  , -1553.37    , array([ 1.17326    ,  0.0718907  ,  2.65195    ,  5.20413e-57,  0.0257799  ])
269427  , -1552.23    , array([ 1.17326    ,  0.0718188  ,  2.65461    ,  5.20413e-57,  0.0257799  ])
269428  , -1552.22    , array([ 1.17326    ,  0.0718188  ,  2.65195    ,  5.20933e-57,  0.0257799  ])
269429  , -1550.89    , array([ 1.17326    ,  0.0718188  ,  2.65195    ,  5.20413e-57,  0.0258057  ])
269430  , -1542.31    , array([ 1.21152    ,  0.0723128  ,  2.70514    ,  5.20413e-57,  0.0261674  ])
269431  , -1542.31    , array([ 1.21152    ,  0.0723128  ,  2.70514    ,  5.20413e-57,  0.0261674  ])
269432  , -1542.37    , array([ 1.21273    ,  0.0723128  ,  2.70514    ,  5.20413e-57,  0.0261674  ])
269433  , -1543.29    , array([ 1.21152    ,  0.0723851  ,  2.70514    ,  5.20413e-57,  0.0261674  ])
269434  , -1542.32    , array([ 1.21152    ,  0.0723128  ,  2.70784    ,  5.20413e-57,  0.0261674  ])
269435  , -1542.31    , array([ 1.21152    ,  0.0723128  ,  2.70514    ,  5.20933e-57,  0.0261674  ])
269436  , -1541.15    , array([ 1.21152    ,  0.0723128  ,  2.70514    ,  5.20413e-57,  0.0261936  ])
269437  , -1519.79    , array([ 1.3136     ,  0.0755735  ,  2.90264    ,  5.20413e-57,  0.0279202  ])
269438  , -1519.79    , array([ 1.3136     ,  0.0755735  ,  2.90264    ,  5.20413e-57,  0.0279202  ])
269439  , -1519.91    , array([ 1.31491    ,  0.0755735  ,  2.90264    ,  5.20413e-57,  0.0279202  ])
269440  , -1520.4     , array([ 1.3136     ,  0.0756491  ,  2.90264    ,  5.20413e-57,  0.0279202  ])
269441  , -1519.79    , array([ 1.3136     ,  0.0755735  ,  2.90555    ,  5.20413e-57,  0.0279202  ])
269442  , -1519.79    , array([ 1.3136     ,  0.0755735  ,  2.90264    ,  5.20933e-57,  0.0279202  ])
269443  , -1519       , array([ 1.3136     ,  0.0755735  ,  2.90264    ,  5.20413e-57,  0.0279481  ])
269444  , -1498.77    , array([ 1.40647    ,  0.0812219  ,  3.33835    ,  5.20413e-57,  0.0309018  ])
269445  , -1498.77    , array([ 1.40647    ,  0.0812219  ,  3.33835    ,  5.20413e-57,  0.0309018  ])
269446  , -1498.96    , array([ 1.40788    ,  0.0812219  ,  3.33835    ,  5.20413e-57,  0.0309018  ])
269447  , -1498.97    , array([ 1.40647    ,  0.0813031  ,  3.33835    ,  5.20413e-57,  0.0309018  ])
269448  , -1498.77    , array([ 1.40647    ,  0.0812219  ,  3.34169    ,  5.20413e-57,  0.0309018  ])
269449  , -1498.77    , array([ 1.40647    ,  0.0812219  ,  3.33835    ,  5.20933e-57,  0.0309018  ])
269450  , -1498.39    , array([ 1.40647    ,  0.0812219  ,  3.33835    ,  5.20413e-57,  0.0309327  ])
269451  , -1481.04    , array([ 1.37943    ,  0.085293   ,  3.61066    ,  5.20413e-57,  0.0331143  ])
269452  , -1481.04    , array([ 1.37943    ,  0.085293   ,  3.61066    ,  5.20413e-57,  0.0331143  ])
269453  , -1481.24    , array([ 1.38081    ,  0.085293   ,  3.61066    ,  5.20413e-57,  0.0331143  ])
269454  , -1480.96    , array([ 1.37943    ,  0.0853784  ,  3.61066    ,  5.20413e-57,  0.0331143  ])
269455  , -1481.03    , array([ 1.37943    ,  0.085293   ,  3.61427    ,  5.20413e-57,  0.0331143  ])
269456  , -1481.04    , array([ 1.37943    ,  0.085293   ,  3.61066    ,  5.20933e-57,  0.0331143  ])
269457  , -1480.95    , array([ 1.37943    ,  0.085293   ,  3.61066    ,  5.20413e-57,  0.0331475  ])
269458  , -1449.11    , array([ 1.25559    ,  0.0929329  ,  4.55555    ,  5.20413e-57,  0.0372137  ])
269459  , -1449.11    , array([ 1.25559    ,  0.0929329  ,  4.55555    ,  5.20413e-57,  0.0372137  ])
269460  , -1449.34    , array([ 1.25685    ,  0.0929329  ,  4.55555    ,  5.20413e-57,  0.0372137  ])
269461  , -1448.98    , array([ 1.25559    ,  0.0930259  ,  4.55555    ,  5.20413e-57,  0.0372137  ])
269462  , -1449.16    , array([ 1.25559    ,  0.0929329  ,  4.56011    ,  5.20413e-57,  0.0372137  ])
269463  , -1449.11    , array([ 1.25559    ,  0.0929329  ,  4.55555    ,  5.20933e-57,  0.0372137  ])
269464  , -1449.11    , array([ 1.25559    ,  0.0929329  ,  4.55555    ,  5.20413e-57,  0.0372509  ])
269465  , -1415.92    , array([ 1.00541    ,  0.107863   ,  5.05019    ,  5.20413e-57,  0.0452351  ])
269466  , -1415.92    , array([ 1.00541    ,  0.107863   ,  5.05019    ,  5.20413e-57,  0.0452351  ])
