415     , -399.922    , array([ 0.00624482 ,  0.257143   ,  0.00417033 ,  0.177254   ])
416     , -399.69     , array([ 0.00625106 ,  0.257143   ,  0.00417033 ,  0.177254   ])
417     , -400.076    , array([ 0.00624482 ,  0.2574     ,  0.00417033 ,  0.177254   ])
418     , -400.155    , array([ 0.00624482 ,  0.257143   ,  0.00417451 ,  0.177254   ])
419     , -400.201    , array([ 0.00624482 ,  0.257143   ,  0.00417033 ,  0.177432   ])
420     , -399.922    , array([ 0.00624482 ,  0.257143   ,  0.00417033 ,  0.177254   ])
421     , -1036.15    , array([ 0.0104259  ,  0.183093   ,  0.00249414 ,  0.0958638  ])
422     , -1036.15    , array([ 0.0104259  ,  0.183093   ,  0.00249414 ,  0.0958638  ])
423     , -1036.36    , array([ 0.0104363  ,  0.183093   ,  0.00249414 ,  0.0958638  ])
424     , -1034.94    , array([ 0.0104259  ,  0.183277   ,  0.00249414 ,  0.0958638  ])
425     , -1035.95    , array([ 0.0104259  ,  0.183093   ,  0.00249664 ,  0.0958638  ])
426     , -1035.69    , array([ 0.0104259  ,  0.183093   ,  0.00249414 ,  0.0959598  ])
427     , -376.973    , array([ 0.00667831 ,  0.245958   ,  0.00389887 ,  0.163547   ])
428     , -376.973    , array([ 0.00667831 ,  0.245958   ,  0.00389887 ,  0.163547   ])
429     , -377.033    , array([ 0.00668499 ,  0.245958   ,  0.00389887 ,  0.163547   ])
430     , -376.877    , array([ 0.00667831 ,  0.246204   ,  0.00389887 ,  0.163547   ])
431     , -376.915    , array([ 0.00667831 ,  0.245958   ,  0.00390277 ,  0.163547   ])
432     , -376.993    , array([ 0.00667831 ,  0.245958   ,  0.00389887 ,  0.163711   ])
433     , -291.378    , array([ 0.00634691 ,  0.345104   ,  0.00406017 ,  0.106424   ])
434     , -291.378    , array([ 0.00634691 ,  0.345104   ,  0.00406017 ,  0.106424   ])
435     , -291.329    , array([ 0.00635326 ,  0.345104   ,  0.00406017 ,  0.106424   ])
436     , -291.259    , array([ 0.00634691 ,  0.345449   ,  0.00406017 ,  0.106424   ])
437     , -291.43     , array([ 0.00634691 ,  0.345104   ,  0.00406423 ,  0.106424   ])
438     , -291.555    , array([ 0.00634691 ,  0.345104   ,  0.00406017 ,  0.106531   ])
439     , -886.888    , array([ 0.0051778  ,  1.33755    ,  0.00477494 ,  0.0190822  ])
440     , -886.888    , array([ 0.0051778  ,  1.33755    ,  0.00477494 ,  0.0190822  ])
441     , -886.731    , array([ 0.00518299 ,  1.33755    ,  0.00477494 ,  0.0190822  ])
442     , -886.85     , array([ 0.0051778  ,  1.33889    ,  0.00477494 ,  0.0190822  ])
443     , -886.981    , array([ 0.0051778  ,  1.33755    ,  0.00477972 ,  0.0190822  ])
444     , -885.583    , array([ 0.0051778  ,  1.33755    ,  0.00477494 ,  0.0191013  ])
445     , -190.355    , array([ 0.00601717 ,  0.492191   ,  0.00423642 ,  0.0678326  ])
446     , -190.355    , array([ 0.00601717 ,  0.492191   ,  0.00423642 ,  0.0678326  ])
447     , -190.073    , array([ 0.00602319 ,  0.492191   ,  0.00423642 ,  0.0678326  ])
448     , -190.31     , array([ 0.00601717 ,  0.492683   ,  0.00423642 ,  0.0678326  ])
449     , -190.636    , array([ 0.00601717 ,  0.492191   ,  0.00424066 ,  0.0678326  ])
450     , -190.51     , array([ 0.00601717 ,  0.492191   ,  0.00423642 ,  0.0679005  ])
451     , -179.36     , array([ 0.00590479 ,  0.557976   ,  0.00430051 ,  0.0578523  ])
452     , -179.36     , array([ 0.00590479 ,  0.557976   ,  0.00430051 ,  0.0578523  ])
453     , -179.003    , array([ 0.0059107  ,  0.557976   ,  0.00430051 ,  0.0578523  ])
454     , -179.34     , array([ 0.00590479 ,  0.558535   ,  0.00430051 ,  0.0578523  ])
455     , -179.714    , array([ 0.00590479 ,  0.557976   ,  0.00430482 ,  0.0578523  ])
456     , -179.422    , array([ 0.00590479 ,  0.557976   ,  0.00430051 ,  0.0579102  ])
457     , -3359.19    , array([ 0.00676412 ,  22.9691    ,  0.00345933 ,  0.0023804  ])
458     , -3359.19    , array([ 0.00676412 ,  22.9691    ,  0.00345933 ,  0.0023804  ])
459     , -3356.75    , array([ 0.00677089 ,  22.9691    ,  0.00345933 ,  0.0023804  ])
460     , -3359.19    , array([ 0.00676412 ,  22.9921    ,  0.00345933 ,  0.0023804  ])
461     , -3361.45    , array([ 0.00676412 ,  22.9691    ,  0.0034628  ,  0.0023804  ])
462     , -3358.42    , array([ 0.00676412 ,  22.9691    ,  0.00345933 ,  0.00238278 ])
463     , -172.377    , array([ 0.0059236  ,  0.608712   ,  0.00427866 ,  0.0536886  ])
464     , -172.377    , array([ 0.0059236  ,  0.608712   ,  0.00427866 ,  0.0536886  ])
465     , -172.006    , array([ 0.00592953 ,  0.608712   ,  0.00427866 ,  0.0536886  ])
466     , -172.362    , array([ 0.0059236  ,  0.609321   ,  0.00427866 ,  0.0536886  ])
467     , -172.744    , array([ 0.0059236  ,  0.608712   ,  0.00428294 ,  0.0536886  ])
468     , -172.38     , array([ 0.0059236  ,  0.608712   ,  0.00427866 ,  0.0537423  ])
469     , -158.579    , array([ 0.00613515 ,  0.646396   ,  0.00427631 ,  0.0532109  ])
470     , -158.579    , array([ 0.00613515 ,  0.646396   ,  0.00427631 ,  0.0532109  ])
471     , -158.222    , array([ 0.00614129 ,  0.646396   ,  0.00427631 ,  0.0532109  ])
472     , -158.569    , array([ 0.00613515 ,  0.647042   ,  0.00427631 ,  0.0532109  ])
473     , -158.933    , array([ 0.00613515 ,  0.646396   ,  0.00428059 ,  0.0532109  ])
474     , -158.583    , array([ 0.00613515 ,  0.646396   ,  0.00427631 ,  0.0532642  ])
475     , -113.544    , array([ 0.00705964 ,  0.821948   ,  0.00426695 ,  0.0513423  ])
476     , -113.544    , array([ 0.00705964 ,  0.821948   ,  0.00426695 ,  0.0513423  ])
477     , -113.283    , array([ 0.0070667  ,  0.821948   ,  0.00426695 ,  0.0513423  ])
478     , -113.556    , array([ 0.00705964 ,  0.822771   ,  0.00426695 ,  0.0513423  ])
479     , -113.802    , array([ 0.00705964 ,  0.821948   ,  0.00427122 ,  0.0513423  ])
480     , -113.555    , array([ 0.00705964 ,  0.821948   ,  0.00426695 ,  0.0513937  ])
481     , -100.196    , array([ 0.00319221 ,  1.23946    ,  0.00140893 ,  0.0501355  ])
482     , -100.196    , array([ 0.00319221 ,  1.23946    ,  0.00140893 ,  0.0501355  ])
483     , -100.328    , array([ 0.0031954  ,  1.23946    ,  0.00140893 ,  0.0501355  ])
484     , -100.24     , array([ 0.00319221 ,  1.2407     ,  0.00140893 ,  0.0501355  ])
485     , -100.067    , array([ 0.00319221 ,  1.23946    ,  0.00141034 ,  0.0501355  ])
486     , -100.269    , array([ 0.00319221 ,  1.23946    ,  0.00140893 ,  0.0501857  ])
487     , -89.0617    , array([ 0.00334944 ,  1.03274    ,  0.00167588 ,  0.0498051  ])
488     , -89.0617    , array([ 0.00334944 ,  1.03274    ,  0.00167588 ,  0.0498051  ])
