41391   , -1684.76    , array([ 0.163715   ,  0.471928   ,  6.46112e-50,  0.0455382  ])
41392   , -1684.76    , array([ 0.163879   ,  0.471928   ,  6.46112e-50,  0.0455382  ])
41393   , -1685.56    , array([ 0.163715   ,  0.472401   ,  6.46112e-50,  0.0455382  ])
41394   , -1684.76    , array([ 0.163715   ,  0.471928   ,  6.46759e-50,  0.0455382  ])
41395   , -1684.27    , array([ 0.163715   ,  0.471928   ,  6.46112e-50,  0.0455838  ])
41396   , -1684.76    , array([ 0.163715   ,  0.471928   ,  6.46112e-50,  0.0455382  ])
41397   , -1188.36    , array([ 0.163715   ,  0.19876    ,  6.46112e-50,  0.0767393  ])
41398   , -1188.36    , array([ 0.163715   ,  0.19876    ,  6.46112e-50,  0.0767393  ])
41399   , -1188.36    , array([ 0.163879   ,  0.19876    ,  6.46112e-50,  0.0767393  ])
41400   , -1187.64    , array([ 0.163715   ,  0.198958   ,  6.46112e-50,  0.0767393  ])
41401   , -1188.36    , array([ 0.163715   ,  0.19876    ,  6.46759e-50,  0.0767393  ])
41402   , -1188.09    , array([ 0.163715   ,  0.19876    ,  6.46112e-50,  0.0768161  ])
41403   , -1912.64    , array([ 0.163715   ,  0.286656   ,  6.46112e-50,  1.11564    ])
41404   , -1912.64    , array([ 0.163715   ,  0.286656   ,  6.46112e-50,  1.11564    ])
41405   , -1912.64    , array([ 0.163879   ,  0.286656   ,  6.46112e-50,  1.11564    ])
41406   , -1911.7     , array([ 0.163715   ,  0.286943   ,  6.46112e-50,  1.11564    ])
41407   , -1912.64    , array([ 0.163715   ,  0.286656   ,  6.46759e-50,  1.11564    ])
41408   , -1914.11    , array([ 0.163715   ,  0.286656   ,  6.46112e-50,  1.11675    ])
41409   , -706.316    , array([ 0.163715   ,  0.225399   ,  6.46112e-50,  0.192447   ])
41410   , -706.316    , array([ 0.163715   ,  0.225399   ,  6.46112e-50,  0.192447   ])
41411   , -706.316    , array([ 0.163879   ,  0.225399   ,  6.46112e-50,  0.192447   ])
41412   , -705.788    , array([ 0.163715   ,  0.225625   ,  6.46112e-50,  0.192447   ])
41413   , -706.316    , array([ 0.163715   ,  0.225399   ,  6.46759e-50,  0.192447   ])
41414   , -705.716    , array([ 0.163715   ,  0.225399   ,  6.46112e-50,  0.192639   ])
41415   , -503.53     , array([ 0.163715   ,  0.235344   ,  6.46112e-50,  0.263861   ])
41416   , -503.53     , array([ 0.163715   ,  0.235344   ,  6.46112e-50,  0.263861   ])
41417   , -503.53     , array([ 0.163879   ,  0.235344   ,  6.46112e-50,  0.263861   ])
41418   , -503.395    , array([ 0.163715   ,  0.235579   ,  6.46112e-50,  0.263861   ])
41419   , -503.53     , array([ 0.163715   ,  0.235344   ,  6.46759e-50,  0.263861   ])
41420   , -502.994    , array([ 0.163715   ,  0.235344   ,  6.46112e-50,  0.264125   ])
41421   , -408.951    , array([ 0.163715   ,  0.247208   ,  6.46112e-50,  0.378017   ])
41422   , -408.951    , array([ 0.163715   ,  0.247208   ,  6.46112e-50,  0.378017   ])
41423   , -408.951    , array([ 0.163879   ,  0.247208   ,  6.46112e-50,  0.378017   ])
41424   , -408.983    , array([ 0.163715   ,  0.247455   ,  6.46112e-50,  0.378017   ])
41425   , -408.951    , array([ 0.163715   ,  0.247208   ,  6.46759e-50,  0.378017   ])
41426   , -409.094    , array([ 0.163715   ,  0.247208   ,  6.46112e-50,  0.378396   ])
41427   , -616.432    , array([ 0.163715   ,  0.254105   ,  6.46112e-50,  0.20533    ])
41428   , -616.432    , array([ 0.163715   ,  0.254105   ,  6.46112e-50,  0.20533    ])
41429   , -616.432    , array([ 0.163879   ,  0.254105   ,  6.46112e-50,  0.20533    ])
