2282    , -126958     , array([ 0.0311917  ,  15.3743    ,  8.14779e-14,  1.59862e-26,  0.0319714  ])
2283    , -126880     , array([ 0.0312229  ,  15.3743    ,  8.14779e-14,  1.59862e-26,  0.0319714  ])
2284    , -126959     , array([ 0.0311917  ,  15.3896    ,  8.14779e-14,  1.59862e-26,  0.0319714  ])
2285    , -126958     , array([ 0.0311917  ,  15.3743    ,  8.15594e-14,  1.59862e-26,  0.0319714  ])
2286    , -126958     , array([ 0.0311917  ,  15.3743    ,  8.14779e-14,  1.60022e-26,  0.0319714  ])
2287    , -127020     , array([ 0.0311917  ,  15.3743    ,  8.14779e-14,  1.59862e-26,  0.0320034  ])
2288    , -126958     , array([ 0.0311917  ,  15.3743    ,  8.14779e-14,  1.59862e-26,  0.0319714  ])
2289    , -60377.9    , array([ 0.0687958  ,  15.269     ,  8.14779e-14,  1.59862e-26,  0.0170618  ])
2290    , -60377.9    , array([ 0.0687958  ,  15.269     ,  8.14779e-14,  1.59862e-26,  0.0170618  ])
2291    , -60351.8    , array([ 0.0688646  ,  15.269     ,  8.14779e-14,  1.59862e-26,  0.0170618  ])
2292    , -60378.3    , array([ 0.0687958  ,  15.2843    ,  8.14779e-14,  1.59862e-26,  0.0170618  ])
2293    , -60377.9    , array([ 0.0687958  ,  15.269     ,  8.15594e-14,  1.59862e-26,  0.0170618  ])
2294    , -60377.9    , array([ 0.0687958  ,  15.269     ,  8.14779e-14,  1.60022e-26,  0.0170618  ])
2295    , -60397.6    , array([ 0.0687958  ,  15.269     ,  8.14779e-14,  1.59862e-26,  0.0170788  ])
2303    , -60346.5    , array([ 0.0698817  ,  15.146     ,  8.14779e-14,  1.59862e-26,  0.0173945  ])
2304    , -60346.5    , array([ 0.0698817  ,  15.146     ,  8.14779e-14,  1.59862e-26,  0.0173945  ])
2305    , -60320.4    , array([ 0.0699517  ,  15.146     ,  8.14779e-14,  1.59862e-26,  0.0173945  ])
2306    , -60347      , array([ 0.0698817  ,  15.1611    ,  8.14779e-14,  1.59862e-26,  0.0173945  ])
2307    , -60346.5    , array([ 0.0698817  ,  15.146     ,  8.15594e-14,  1.59862e-26,  0.0173945  ])
2308    , -60346.5    , array([ 0.0698817  ,  15.146     ,  8.14779e-14,  1.60022e-26,  0.0173945  ])
2309    , -60366.3    , array([ 0.0698817  ,  15.146     ,  8.14779e-14,  1.59862e-26,  0.0174119  ])
2310    , -60312.6    , array([ 0.0710301  ,  15.019     ,  8.14779e-14,  1.59862e-26,  0.0177477  ])
2311    , -60312.6    , array([ 0.0710301  ,  15.019     ,  8.14779e-14,  1.59862e-26,  0.0177477  ])
2312    , -60286.5    , array([ 0.0711012  ,  15.019     ,  8.14779e-14,  1.59862e-26,  0.0177477  ])
2313    , -60313.1    , array([ 0.0710301  ,  15.034     ,  8.14779e-14,  1.59862e-26,  0.0177477  ])
2314    , -60312.6    , array([ 0.0710301  ,  15.019     ,  8.15594e-14,  1.59862e-26,  0.0177477  ])
2315    , -60312.6    , array([ 0.0710301  ,  15.019     ,  8.14779e-14,  1.60022e-26,  0.0177477  ])
2316    , -60332.4    , array([ 0.0710301  ,  15.019     ,  8.14779e-14,  1.59862e-26,  0.0177655  ])
2324    , -60303.6    , array([ 0.0713321  ,  14.9861    ,  8.14779e-14,  1.59862e-26,  0.0178408  ])
2325    , -60303.6    , array([ 0.0713321  ,  14.9861    ,  8.14779e-14,  1.59862e-26,  0.0178408  ])
2326    , -60277.4    , array([ 0.0714034  ,  14.9861    ,  8.14779e-14,  1.59862e-26,  0.0178408  ])
2327    , -60304.1    , array([ 0.0713321  ,  15.0011    ,  8.14779e-14,  1.59862e-26,  0.0178408  ])
2328    , -60303.6    , array([ 0.0713321  ,  14.9861    ,  8.15594e-14,  1.59862e-26,  0.0178408  ])
2329    , -60303.6    , array([ 0.0713321  ,  14.9861    ,  8.14779e-14,  1.60022e-26,  0.0178408  ])
2330    , -60323.3    , array([ 0.0713321  ,  14.9861    ,  8.14779e-14,  1.59862e-26,  0.0178587  ])
2331    , -60294.4    , array([ 0.0716383  ,  14.953     ,  8.14779e-14,  1.59862e-26,  0.0179353  ])
2332    , -60294.4    , array([ 0.0716383  ,  14.953     ,  8.14779e-14,  1.59862e-26,  0.0179353  ])
2333    , -60268.2    , array([ 0.07171    ,  14.953     ,  8.14779e-14,  1.59862e-26,  0.0179353  ])
2334    , -60294.9    , array([ 0.0716383  ,  14.968     ,  8.14779e-14,  1.59862e-26,  0.0179353  ])
2335    , -60294.4    , array([ 0.0716383  ,  14.953     ,  8.15594e-14,  1.59862e-26,  0.0179353  ])
2336    , -60294.4    , array([ 0.0716383  ,  14.953     ,  8.14779e-14,  1.60022e-26,  0.0179353  ])
2337    , -60314.1    , array([ 0.0716383  ,  14.953     ,  8.14779e-14,  1.59862e-26,  0.0179533  ])
2345    , -60292      , array([ 0.0717159  ,  14.9446    ,  8.14779e-14,  1.59862e-26,  0.0179593  ])
2346    , -60292      , array([ 0.0717159  ,  14.9446    ,  8.14779e-14,  1.59862e-26,  0.0179593  ])
2347    , -60265.8    , array([ 0.0717876  ,  14.9446    ,  8.14779e-14,  1.59862e-26,  0.0179593  ])
2348    , -60292.5    , array([ 0.0717159  ,  14.9596    ,  8.14779e-14,  1.59862e-26,  0.0179593  ])
2349    , -60292      , array([ 0.0717159  ,  14.9446    ,  8.15594e-14,  1.59862e-26,  0.0179593  ])
2350    , -60292      , array([ 0.0717159  ,  14.9446    ,  8.14779e-14,  1.60022e-26,  0.0179593  ])
2351    , -60311.7    , array([ 0.0717159  ,  14.9446    ,  8.14779e-14,  1.59862e-26,  0.0179773  ])
2352    , -60289.7    , array([ 0.0717937  ,  14.9363    ,  8.14779e-14,  1.59862e-26,  0.0179833  ])
2353    , -60289.7    , array([ 0.0717937  ,  14.9363    ,  8.14779e-14,  1.59862e-26,  0.0179833  ])
2354    , -60263.5    , array([ 0.0718656  ,  14.9363    ,  8.14779e-14,  1.59862e-26,  0.0179833  ])
2355    , -60290.2    , array([ 0.0717937  ,  14.9512    ,  8.14779e-14,  1.59862e-26,  0.0179833  ])
2356    , -60289.7    , array([ 0.0717937  ,  14.9363    ,  8.15594e-14,  1.59862e-26,  0.0179833  ])
2357    , -60289.7    , array([ 0.0717937  ,  14.9363    ,  8.14779e-14,  1.60022e-26,  0.0179833  ])
2358    , -60309.4    , array([ 0.0717937  ,  14.9363    ,  8.14779e-14,  1.59862e-26,  0.0180013  ])
2366    , -60289.1    , array([ 0.0718133  ,  14.9342    ,  8.14779e-14,  1.59862e-26,  0.0179894  ])
2367    , -60289.1    , array([ 0.0718133  ,  14.9342    ,  8.14779e-14,  1.59862e-26,  0.0179894  ])
2368    , -60262.9    , array([ 0.0718851  ,  14.9342    ,  8.14779e-14,  1.59862e-26,  0.0179894  ])
2369    , -60289.6    , array([ 0.0718133  ,  14.9491    ,  8.14779e-14,  1.59862e-26,  0.0179894  ])
2370    , -60289.1    , array([ 0.0718133  ,  14.9342    ,  8.15594e-14,  1.59862e-26,  0.0179894  ])
2371    , -60289.1    , array([ 0.0718133  ,  14.9342    ,  8.14779e-14,  1.60022e-26,  0.0179894  ])
2372    , -60308.8    , array([ 0.0718133  ,  14.9342    ,  8.14779e-14,  1.59862e-26,  0.0180074  ])
2373    , -60288.5    , array([ 0.0718328  ,  14.9321    ,  8.14779e-14,  1.59862e-26,  0.0179954  ])
