50527   , -78909      , array([ 0.285001   ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50528   , -78909      , array([ 0.285001   ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50529   , -79038.4    , array([ 1.285      ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50531   , -78909      , array([ 0.285001   ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50533   , -79004.2    , array([ 0.666967   ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50534   , -78975.6    , array([ 0.475983   ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50535   , -78120.5    , array([ 0.0489332  ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50537   , -78735.5    , array([ 0.139103   ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50539   , -78510.7    , array([ 0.083375   ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50540   , -77408.8    , array([ 0.0276469  ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50541   , -75986.1    , array([ 0.0144913  ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50543   , -76745.6    , array([ 0.0195163  ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50544   , -75207      , array([ 0.0113857  ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50545   , -75207      , array([ 0.0113857  ,  5.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50546   , -75208.9    , array([ 0.0113857  ,  6.36371    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50547   , -75201.8    , array([ 0.0113857  ,  3.74568    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50548   , -75161.6    , array([ 0.0113857  ,  1.12764    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50550   , -75161.6    , array([ 0.0113857  ,  1.12764    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
50552   , -75188.6    , array([ 0.0113857  ,  2.12764    ,  1.6489e-34 ,  1.65981e-13,  5.95865e-05])
