22931   , -2336.96    , array([ 0.177248   ,  1.36326    ,  3.9978e-17 ,  2.94658e-05])
22932   , -2336.96    , array([ 0.177426   ,  1.36326    ,  3.9978e-17 ,  2.94658e-05])
22933   , -2336.96    , array([ 0.177248   ,  1.36462    ,  3.9978e-17 ,  2.94658e-05])
22934   , -2336.96    , array([ 0.177248   ,  1.36326    ,  4.0018e-17 ,  2.94658e-05])
22935   , -2336.96    , array([ 0.177248   ,  1.36326    ,  3.9978e-17 ,  2.94953e-05])
22936   , -2336.96    , array([ 0.177248   ,  1.36326    ,  3.9978e-17 ,  2.94658e-05])
22937   , -2336.75    , array([ 0.177248   ,  0.900054   ,  3.9978e-17 ,  2.53368e-05])
22938   , -2336.75    , array([ 0.177248   ,  0.900054   ,  3.9978e-17 ,  2.53368e-05])
22939   , -2336.75    , array([ 0.177426   ,  0.900054   ,  3.9978e-17 ,  2.53368e-05])
22940   , -2336.75    , array([ 0.177248   ,  0.900954   ,  3.9978e-17 ,  2.53368e-05])
22941   , -2336.75    , array([ 0.177248   ,  0.900054   ,  4.0018e-17 ,  2.53368e-05])
22942   , -2336.75    , array([ 0.177248   ,  0.900054   ,  3.9978e-17 ,  2.53621e-05])
22943   , -2335.52    , array([ 0.177248   ,  0.171012   ,  3.9978e-17 ,  1.38511e-05])
22944   , -2335.52    , array([ 0.177248   ,  0.171012   ,  3.9978e-17 ,  1.38511e-05])
22945   , -2335.52    , array([ 0.177426   ,  0.171012   ,  3.9978e-17 ,  1.38511e-05])
22946   , -2335.52    , array([ 0.177248   ,  0.171183   ,  3.9978e-17 ,  1.38511e-05])
22947   , -2335.52    , array([ 0.177248   ,  0.171012   ,  4.0018e-17 ,  1.38511e-05])
22948   , -2335.51    , array([ 0.177248   ,  0.171012   ,  3.9978e-17 ,  1.3865e-05 ])
22955   , -2335.52    , array([ 0.177248   ,  0.171012   ,  3.9978e-17 ,  1.38511e-05])
22956   , -2335.52    , array([ 0.177248   ,  0.171012   ,  3.9978e-17 ,  1.38511e-05])
22957   , -2335.52    , array([ 0.177426   ,  0.171012   ,  3.9978e-17 ,  1.38511e-05])
22958   , -2335.52    , array([ 0.177248   ,  0.171183   ,  3.9978e-17 ,  1.38511e-05])
22959   , -2335.52    , array([ 0.177248   ,  0.171012   ,  4.0018e-17 ,  1.38511e-05])
22960   , -2335.51    , array([ 0.177248   ,  0.171012   ,  3.9978e-17 ,  1.3865e-05 ])
22961   , -2335.52    , array([ 0.177248   ,  0.171012   ,  3.9978e-17 ,  1.38511e-05])
22962   , -2335.52    , array([ 0.177248   ,  0.171012   ,  3.9978e-17 ,  1.38511e-05])
22963   , -2335.52    , array([ 0.177426   ,  0.171012   ,  3.9978e-17 ,  1.38511e-05])
22964   , -2335.52    , array([ 0.177248   ,  0.171183   ,  3.9978e-17 ,  1.38511e-05])
