45836   , -270513     , array([ 0.00776028 ,  0.137513   ,  2.0843e-44 ,  1.66702e-50,  0.0321385  ])
45837   , -270309     , array([ 0.00776804 ,  0.137513   ,  2.0843e-44 ,  1.66702e-50,  0.0321385  ])
45838   , -270528     , array([ 0.00776028 ,  0.13765    ,  2.0843e-44 ,  1.66702e-50,  0.0321385  ])
45839   , -270513     , array([ 0.00776028 ,  0.137513   ,  2.08639e-44,  1.66702e-50,  0.0321385  ])
45840   , -270513     , array([ 0.00776028 ,  0.137513   ,  2.0843e-44 ,  1.66869e-50,  0.0321385  ])
45841   , -270677     , array([ 0.00776028 ,  0.137513   ,  2.0843e-44 ,  1.66702e-50,  0.0321707  ])
45842   , -270513     , array([ 0.00776028 ,  0.137513   ,  2.0843e-44 ,  1.66702e-50,  0.0321385  ])
45843   , -105931     , array([ 0.0169943  ,  0.129747   ,  2.0843e-44 ,  1.66702e-50,  0.017044   ])
45844   , -105931     , array([ 0.0169943  ,  0.129747   ,  2.0843e-44 ,  1.66702e-50,  0.017044   ])
45845   , -105849     , array([ 0.0170113  ,  0.129747   ,  2.0843e-44 ,  1.66702e-50,  0.017044   ])
45846   , -105949     , array([ 0.0169943  ,  0.129877   ,  2.0843e-44 ,  1.66702e-50,  0.017044   ])
45847   , -105931     , array([ 0.0169943  ,  0.129747   ,  2.08639e-44,  1.66702e-50,  0.017044   ])
45848   , -105931     , array([ 0.0169943  ,  0.129747   ,  2.0843e-44 ,  1.66869e-50,  0.017044   ])
45849   , -105985     , array([ 0.0169943  ,  0.129747   ,  2.0843e-44 ,  1.66702e-50,  0.0170611  ])
45857   , -105746     , array([ 0.0170464  ,  0.128988   ,  2.0843e-44 ,  1.66702e-50,  0.0170986  ])
45858   , -105746     , array([ 0.0170464  ,  0.128988   ,  2.0843e-44 ,  1.66702e-50,  0.0170986  ])
45859   , -105665     , array([ 0.0170634  ,  0.128988   ,  2.0843e-44 ,  1.66702e-50,  0.0170986  ])
45860   , -105765     , array([ 0.0170464  ,  0.129117   ,  2.0843e-44 ,  1.66702e-50,  0.0170986  ])
45861   , -105746     , array([ 0.0170464  ,  0.128988   ,  2.08639e-44,  1.66702e-50,  0.0170986  ])
45862   , -105746     , array([ 0.0170464  ,  0.128988   ,  2.0843e-44 ,  1.66869e-50,  0.0170986  ])
45863   , -105800     , array([ 0.0170464  ,  0.128988   ,  2.0843e-44 ,  1.66702e-50,  0.0171157  ])
45864   , -105562     , array([ 0.0170986  ,  0.128234   ,  2.0843e-44 ,  1.66702e-50,  0.0171534  ])
45865   , -105562     , array([ 0.0170986  ,  0.128234   ,  2.0843e-44 ,  1.66702e-50,  0.0171534  ])
45866   , -105480     , array([ 0.0171157  ,  0.128234   ,  2.0843e-44 ,  1.66702e-50,  0.0171534  ])
45867   , -105580     , array([ 0.0170986  ,  0.128362   ,  2.0843e-44 ,  1.66702e-50,  0.0171534  ])
45868   , -105562     , array([ 0.0170986  ,  0.128234   ,  2.08639e-44,  1.66702e-50,  0.0171534  ])
45869   , -105562     , array([ 0.0170986  ,  0.128234   ,  2.0843e-44 ,  1.66869e-50,  0.0171534  ])
45870   , -105616     , array([ 0.0170986  ,  0.128234   ,  2.0843e-44 ,  1.66702e-50,  0.0171706  ])
45878   , -105516     , array([ 0.0171117  ,  0.128046   ,  2.0843e-44 ,  1.66702e-50,  0.0171672  ])
45879   , -105516     , array([ 0.0171117  ,  0.128046   ,  2.0843e-44 ,  1.66702e-50,  0.0171672  ])
45880   , -105434     , array([ 0.0171288  ,  0.128046   ,  2.0843e-44 ,  1.66702e-50,  0.0171672  ])
45881   , -105534     , array([ 0.0171117  ,  0.128174   ,  2.0843e-44 ,  1.66702e-50,  0.0171672  ])
45882   , -105516     , array([ 0.0171117  ,  0.128046   ,  2.08639e-44,  1.66702e-50,  0.0171672  ])
45883   , -105516     , array([ 0.0171117  ,  0.128046   ,  2.0843e-44 ,  1.66869e-50,  0.0171672  ])
45884   , -105569     , array([ 0.0171117  ,  0.128046   ,  2.0843e-44 ,  1.66702e-50,  0.0171843  ])
45885   , -105469     , array([ 0.0171248  ,  0.127858   ,  2.0843e-44 ,  1.66702e-50,  0.0171809  ])
45886   , -105469     , array([ 0.0171248  ,  0.127858   ,  2.0843e-44 ,  1.66702e-50,  0.0171809  ])
45887   , -105388     , array([ 0.0171419  ,  0.127858   ,  2.0843e-44 ,  1.66702e-50,  0.0171809  ])
