4279    , -2231.83    , array([ 0.0552583  ,  0.0686938  ,  0.000349362,  4.25222e-35])
4280    , -2231.93    , array([ 0.0553136  ,  0.0686938  ,  0.000349362,  4.25222e-35])
4281    , -2231.83    , array([ 0.0552583  ,  0.0687625  ,  0.000349362,  4.25222e-35])
4282    , -2231.73    , array([ 0.0552583  ,  0.0686938  ,  0.000349711,  4.25222e-35])
4283    , -2231.83    , array([ 0.0552583  ,  0.0686938  ,  0.000349362,  4.25648e-35])
4284    , -2231.83    , array([ 0.0552583  ,  0.0686938  ,  0.000349362,  4.25222e-35])
4285    , -1991.88    , array([ 0.0265347  ,  0.0686938  ,  0.000699494,  4.25222e-35])
4286    , -1991.88    , array([ 0.0265347  ,  0.0686938  ,  0.000699494,  4.25222e-35])
4287    , -1992.12    , array([ 0.0265612  ,  0.0686938  ,  0.000699494,  4.25222e-35])
4288    , -1991.88    , array([ 0.0265347  ,  0.0687625  ,  0.000699494,  4.25222e-35])
4289    , -1991.65    , array([ 0.0265347  ,  0.0686938  ,  0.000700193,  4.25222e-35])
4290    , -1991.88    , array([ 0.0265347  ,  0.0686938  ,  0.000699494,  4.25648e-35])
4291    , -945.116    , array([ 0.00141084 ,  0.0686938  ,  0.0112413  ,  4.25222e-35])
4292    , -945.116    , array([ 0.00141084 ,  0.0686938  ,  0.0112413  ,  4.25222e-35])
4293    , -939.601    , array([ 0.00141226 ,  0.0686938  ,  0.0112413  ,  4.25222e-35])
4294    , -945.116    , array([ 0.00141084 ,  0.0687625  ,  0.0112413  ,  4.25222e-35])
4295    , -951.429    , array([ 0.00141084 ,  0.0686938  ,  0.0112525  ,  4.25222e-35])
4296    , -945.116    , array([ 0.00141084 ,  0.0686938  ,  0.0112413  ,  4.25648e-35])
4297    , -1940.22    , array([ 0.023729   ,  0.0686938  ,  0.000777529,  4.25222e-35])
4298    , -1940.22    , array([ 0.023729   ,  0.0686938  ,  0.000777529,  4.25222e-35])
4299    , -1940.46    , array([ 0.0237528  ,  0.0686938  ,  0.000777529,  4.25222e-35])
4300    , -1940.22    , array([ 0.023729   ,  0.0687625  ,  0.000777529,  4.25222e-35])
4301    , -1939.98    , array([ 0.023729   ,  0.0686938  ,  0.000778307,  4.25222e-35])
4302    , -1940.22    , array([ 0.023729   ,  0.0686938  ,  0.000777529,  4.25648e-35])
4303    , -7706.65    , array([ 0.00348412 ,  0.0686938  ,  0.004778   ,  4.25222e-35])
4304    , -7706.65    , array([ 0.00348412 ,  0.0686938  ,  0.004778   ,  4.25222e-35])
4305    , -7704.18    , array([ 0.0034876  ,  0.0686938  ,  0.004778   ,  4.25222e-35])
4306    , -7706.65    , array([ 0.00348412 ,  0.0687625  ,  0.004778   ,  4.25222e-35])
4307    , -7708.55    , array([ 0.00348412 ,  0.0686938  ,  0.00478278 ,  4.25222e-35])
4308    , -7706.65    , array([ 0.00348412 ,  0.0686938  ,  0.004778   ,  4.25648e-35])
4309    , -603.251    , array([ 0.00158922 ,  0.0686938  ,  0.0100434  ,  4.25222e-35])
4310    , -603.251    , array([ 0.00158922 ,  0.0686938  ,  0.0100434  ,  4.25222e-35])
4311    , -608.074    , array([ 0.00159081 ,  0.0686938  ,  0.0100434  ,  4.25222e-35])
4312    , -603.251    , array([ 0.00158922 ,  0.0687625  ,  0.0100434  ,  4.25222e-35])
4313    , -597.594    , array([ 0.00158922 ,  0.0686938  ,  0.0100535  ,  4.25222e-35])
4314    , -603.251    , array([ 0.00158922 ,  0.0686938  ,  0.0100434  ,  4.25648e-35])
4315    , -417.455    , array([ 0.00150278 ,  0.0686938  ,  0.0105893  ,  4.25222e-35])
4316    , -417.455    , array([ 0.00150278 ,  0.0686938  ,  0.0105893  ,  4.25222e-35])
4317    , -415.908    , array([ 0.00150429 ,  0.0686938  ,  0.0105893  ,  4.25222e-35])
4318    , -417.455    , array([ 0.00150278 ,  0.0687625  ,  0.0105893  ,  4.25222e-35])
4319    , -419.318    , array([ 0.00150278 ,  0.0686938  ,  0.0105999  ,  4.25222e-35])
4320    , -417.455    , array([ 0.00150278 ,  0.0686938  ,  0.0105893  ,  4.25648e-35])
4321    , -392.955    , array([ 0.00152436 ,  0.0686938  ,  0.0104475  ,  4.25222e-35])
