350     , -2261.11    , array([ 3.81525    ,  0.182968   ,  5.79497e-11,  0.000938491])
351     , -2261.11    , array([ 3.81906    ,  0.182968   ,  5.79497e-11,  0.000938491])
352     , -2261.2     , array([ 3.81525    ,  0.183151   ,  5.79497e-11,  0.000938491])
353     , -2261.11    , array([ 3.81525    ,  0.182968   ,  5.80076e-11,  0.000938491])
354     , -2261.04    , array([ 3.81525    ,  0.182968   ,  5.79497e-11,  0.00093943 ])
355     , -2261.11    , array([ 3.81525    ,  0.182968   ,  5.79497e-11,  0.000938491])
356     , -2051.09    , array([ 3.81525    ,  0.0837663  ,  5.79497e-11,  0.00177997 ])
357     , -2051.09    , array([ 3.81525    ,  0.0837663  ,  5.79497e-11,  0.00177997 ])
358     , -2051.09    , array([ 3.81906    ,  0.0837663  ,  5.79497e-11,  0.00177997 ])
359     , -2051.32    , array([ 3.81525    ,  0.0838501  ,  5.79497e-11,  0.00177997 ])
360     , -2051.09    , array([ 3.81525    ,  0.0837663  ,  5.80076e-11,  0.00177997 ])
361     , -2050.88    , array([ 3.81525    ,  0.0837663  ,  5.79497e-11,  0.00178175 ])
362     , -451.919    , array([ 3.81525    ,  0.00367998 ,  5.79497e-11,  0.0230326  ])
363     , -451.919    , array([ 3.81525    ,  0.00367998 ,  5.79497e-11,  0.0230326  ])
364     , -451.919    , array([ 3.81906    ,  0.00367998 ,  5.79497e-11,  0.0230326  ])
365     , -449.905    , array([ 3.81525    ,  0.00368366 ,  5.79497e-11,  0.0230326  ])
366     , -451.919    , array([ 3.81525    ,  0.00367998 ,  5.80076e-11,  0.0230326  ])
367     , -454.357    , array([ 3.81525    ,  0.00367998 ,  5.79497e-11,  0.0230557  ])
368     , -1922.59    , array([ 3.81525    ,  0.0627369  ,  5.79497e-11,  0.00225563 ])
369     , -1922.59    , array([ 3.81525    ,  0.0627369  ,  5.79497e-11,  0.00225563 ])
370     , -1922.59    , array([ 3.81906    ,  0.0627369  ,  5.79497e-11,  0.00225563 ])
371     , -1922.85    , array([ 3.81525    ,  0.0627997  ,  5.79497e-11,  0.00225563 ])
372     , -1922.59    , array([ 3.81525    ,  0.0627369  ,  5.80076e-11,  0.00225563 ])
373     , -1922.34    , array([ 3.81525    ,  0.0627369  ,  5.79497e-11,  0.00225789 ])
374     , -7049.18    , array([ 3.81525    ,  0.00810947 ,  5.79497e-11,  0.0120563  ])
375     , -7049.18    , array([ 3.81525    ,  0.00810947 ,  5.79497e-11,  0.0120563  ])
376     , -7049.18    , array([ 3.81906    ,  0.00810947 ,  5.79497e-11,  0.0120563  ])
377     , -7047.71    , array([ 3.81525    ,  0.00811758 ,  5.79497e-11,  0.0120563  ])
378     , -7049.18    , array([ 3.81525    ,  0.00810947 ,  5.80076e-11,  0.0120563  ])
379     , -7049.36    , array([ 3.81525    ,  0.00810947 ,  5.79497e-11,  0.0120684  ])
380     , -423.096    , array([ 3.81525    ,  0.0038631  ,  5.79497e-11,  0.0221343  ])
381     , -423.096    , array([ 3.81525    ,  0.0038631  ,  5.79497e-11,  0.0221343  ])
382     , -423.096    , array([ 3.81906    ,  0.0038631  ,  5.79497e-11,  0.0221343  ])
383     , -424.643    , array([ 3.81525    ,  0.00386696 ,  5.79497e-11,  0.0221343  ])
384     , -423.096    , array([ 3.81525    ,  0.0038631  ,  5.80076e-11,  0.0221343  ])
385     , -421.275    , array([ 3.81525    ,  0.0038631  ,  5.79497e-11,  0.0221564  ])
386     , -393.019    , array([ 3.81525    ,  0.00378308 ,  5.79497e-11,  0.0225171  ])
387     , -393.019    , array([ 3.81525    ,  0.00378308 ,  5.79497e-11,  0.0225171  ])
388     , -393.019    , array([ 3.81906    ,  0.00378308 ,  5.79497e-11,  0.0225171  ])
389     , -392.962    , array([ 3.81525    ,  0.00378686 ,  5.79497e-11,  0.0225171  ])
