10505   , -40580.8    , array([ 0.0760374  ,  3.032      ,  2.75723    ,  0.624323   ])
10506   , -40567.7    , array([ 0.0761135  ,  3.032      ,  2.75723    ,  0.624323   ])
10507   , -40602.7    , array([ 0.0760374  ,  3.03504    ,  2.75723    ,  0.624323   ])
10508   , -40580.8    , array([ 0.0760374  ,  3.032      ,  2.75999    ,  0.624323   ])
10509   , -40572.1    , array([ 0.0760374  ,  3.032      ,  2.75723    ,  0.624948   ])
10510   , -40580.8    , array([ 0.0760374  ,  3.032      ,  2.75723    ,  0.624323   ])
10511   , -14579.2    , array([ 0.124211   ,  1.33647    ,  2.75723    ,  0.867477   ])
10512   , -14579.2    , array([ 0.124211   ,  1.33647    ,  2.75723    ,  0.867477   ])
10513   , -14574.9    , array([ 0.124335   ,  1.33647    ,  2.75723    ,  0.867477   ])
10514   , -14597.1    , array([ 0.124211   ,  1.33781    ,  2.75723    ,  0.867477   ])
10515   , -14579.2    , array([ 0.124211   ,  1.33647    ,  2.75999    ,  0.867477   ])
10516   , -14565.8    , array([ 0.124211   ,  1.33647    ,  2.75723    ,  0.868345   ])
10517   , -2336.8     , array([ 0.134601   ,  0.243576   ,  2.75723    ,  4.38748    ])
10518   , -2336.8     , array([ 0.134601   ,  0.243576   ,  2.75723    ,  4.38748    ])
10519   , -2336.8     , array([ 0.134736   ,  0.243576   ,  2.75723    ,  4.38748    ])
10520   , -2336.8     , array([ 0.134601   ,  0.243819   ,  2.75723    ,  4.38748    ])
10521   , -2336.8     , array([ 0.134601   ,  0.243576   ,  2.75999    ,  4.38748    ])
10522   , -2336.8     , array([ 0.134601   ,  0.243576   ,  2.75723    ,  4.39187    ])
10523   , -2336.8     , array([ 0.1346     ,  0.243574   ,  2.75723    ,  4.38745    ])
10524   , -2336.8     , array([ 0.1346     ,  0.243574   ,  2.75723    ,  4.38745    ])
10525   , -2336.8     , array([ 0.134735   ,  0.243574   ,  2.75723    ,  4.38745    ])
10526   , -2336.8     , array([ 0.1346     ,  0.243817   ,  2.75723    ,  4.38745    ])
10527   , -2336.8     , array([ 0.1346     ,  0.243574   ,  2.75999    ,  4.38745    ])
10528   , -2336.8     , array([ 0.1346     ,  0.243574   ,  2.75723    ,  4.39184    ])
10529   , -2336.8     , array([ 0.134596   ,  0.243567   ,  2.75723    ,  4.38733    ])
10530   , -2336.8     , array([ 0.134596   ,  0.243567   ,  2.75723    ,  4.38733    ])
10531   , -2336.8     , array([ 0.134731   ,  0.243567   ,  2.75723    ,  4.38733    ])
10532   , -2336.8     , array([ 0.134596   ,  0.24381    ,  2.75723    ,  4.38733    ])
10533   , -2336.8     , array([ 0.134596   ,  0.243567   ,  2.75999    ,  4.38733    ])
10534   , -2336.8     , array([ 0.134596   ,  0.243567   ,  2.75723    ,  4.39172    ])
10535   , -2336.8     , array([ 0.134581   ,  0.243538   ,  2.75723    ,  4.38682    ])
10536   , -2336.8     , array([ 0.134581   ,  0.243538   ,  2.75723    ,  4.38682    ])
10537   , -2336.8     , array([ 0.134715   ,  0.243538   ,  2.75723    ,  4.38682    ])
10538   , -2336.8     , array([ 0.134581   ,  0.243781   ,  2.75723    ,  4.38682    ])
10539   , -2336.8     , array([ 0.134581   ,  0.243538   ,  2.75999    ,  4.38682    ])
10540   , -2336.8     , array([ 0.134581   ,  0.243538   ,  2.75723    ,  4.39121    ])
10541   , -2336.8     , array([ 0.134518   ,  0.243422   ,  2.75723    ,  4.38481    ])
10542   , -2336.8     , array([ 0.134518   ,  0.243422   ,  2.75723    ,  4.38481    ])
10543   , -2336.8     , array([ 0.134652   ,  0.243422   ,  2.75723    ,  4.38481    ])
10544   , -2336.8     , array([ 0.134518   ,  0.243666   ,  2.75723    ,  4.38481    ])
10545   , -2336.8     , array([ 0.134518   ,  0.243422   ,  2.75999    ,  4.38481    ])
10546   , -2336.8     , array([ 0.134518   ,  0.243422   ,  2.75723    ,  4.38919    ])
10547   , -2336.8     , array([ 0.134267   ,  0.242961   ,  2.75724    ,  4.37675    ])
10548   , -2336.8     , array([ 0.134267   ,  0.242961   ,  2.75724    ,  4.37675    ])
10549   , -2336.8     , array([ 0.134401   ,  0.242961   ,  2.75724    ,  4.37675    ])
10550   , -2336.8     , array([ 0.134267   ,  0.243204   ,  2.75724    ,  4.37675    ])
10551   , -2336.8     , array([ 0.134267   ,  0.242961   ,  2.76       ,  4.37675    ])
10552   , -2336.8     , array([ 0.134267   ,  0.242961   ,  2.75724    ,  4.38113    ])
10553   , -2336.8     , array([ 0.133268   ,  0.241123   ,  2.75728    ,  4.34469    ])
10554   , -2336.8     , array([ 0.133268   ,  0.241123   ,  2.75728    ,  4.34469    ])
10555   , -2336.8     , array([ 0.133401   ,  0.241123   ,  2.75728    ,  4.34469    ])
10556   , -2336.8     , array([ 0.133268   ,  0.241364   ,  2.75728    ,  4.34469    ])
10557   , -2336.8     , array([ 0.133268   ,  0.241123   ,  2.76004    ,  4.34469    ])
10558   , -2336.8     , array([ 0.133268   ,  0.241123   ,  2.75728    ,  4.34904    ])
10559   , -2336.8     , array([ 0.129346   ,  0.233912   ,  2.75743    ,  4.21877    ])
10560   , -2336.8     , array([ 0.129346   ,  0.233912   ,  2.75743    ,  4.21877    ])
10561   , -2336.8     , array([ 0.129475   ,  0.233912   ,  2.75743    ,  4.21877    ])
10562   , -2336.8     , array([ 0.129346   ,  0.234146   ,  2.75743    ,  4.21877    ])
10563   , -2336.8     , array([ 0.129346   ,  0.233912   ,  2.76019    ,  4.21877    ])
10564   , -2336.8     , array([ 0.129346   ,  0.233912   ,  2.75743    ,  4.22299    ])
10565   , -2336.8     , array([ 0.114779   ,  0.207158   ,  2.75805    ,  3.75054    ])
10566   , -2336.8     , array([ 0.114779   ,  0.207158   ,  2.75805    ,  3.75054    ])
10567   , -2336.8     , array([ 0.114894   ,  0.207158   ,  2.75805    ,  3.75054    ])
10568   , -2336.8     , array([ 0.114779   ,  0.207366   ,  2.75805    ,  3.75054    ])
10569   , -2336.8     , array([ 0.114779   ,  0.207158   ,  2.76081    ,  3.75054    ])
10570   , -2336.8     , array([ 0.114779   ,  0.207158   ,  2.75805    ,  3.75429    ])
10571   , -2336.8     , array([ 0.092089   ,  0.165602   ,  2.75919    ,  3.01934    ])
10572   , -2336.8     , array([ 0.092089   ,  0.165602   ,  2.75919    ,  3.01934    ])
10573   , -2336.8     , array([ 0.0921811  ,  0.165602   ,  2.75919    ,  3.01934    ])
10574   , -2336.8     , array([ 0.092089   ,  0.165768   ,  2.75919    ,  3.01934    ])
10575   , -2336.8     , array([ 0.092089   ,  0.165602   ,  2.76195    ,  3.01934    ])
10576   , -2336.8     , array([ 0.092089   ,  0.165602   ,  2.75919    ,  3.02236    ])
10577   , -2336.8     , array([ 0.0676824  ,  0.121094   ,  2.76078    ,  2.22967    ])
10578   , -2336.8     , array([ 0.0676824  ,  0.121094   ,  2.76078    ,  2.22967    ])
10579   , -2336.8     , array([ 0.0677501  ,  0.121094   ,  2.76078    ,  2.22967    ])
10580   , -2336.8     , array([ 0.0676824  ,  0.121215   ,  2.76078    ,  2.22967    ])
