12256   , -79088.1    , array([ 0.0802666  ,  0.340342   ,  2.0965e-26 ,  8.79509e-77,  1.00747e-07])
12257   , -79088.1    , array([ 0.0803469  ,  0.340342   ,  2.0965e-26 ,  8.79509e-77,  1.00747e-07])
12258   , -79088.1    , array([ 0.0802666  ,  0.340683   ,  2.0965e-26 ,  8.79509e-77,  1.00747e-07])
12259   , -79088.1    , array([ 0.0802666  ,  0.340342   ,  2.09859e-26,  8.79509e-77,  1.00747e-07])
12260   , -79088.1    , array([ 0.0802666  ,  0.340342   ,  2.0965e-26 ,  8.80389e-77,  1.00747e-07])
12261   , -79088.1    , array([ 0.0802666  ,  0.340342   ,  2.0965e-26 ,  8.79509e-77,  1.00848e-07])
12262   , -79088.1    , array([ 0.0802666  ,  0.340342   ,  2.0965e-26 ,  8.79509e-77,  1.00747e-07])
12263   , -79084.5    , array([ 0.0445495  ,  0.277456   ,  2.0965e-26 ,  8.79509e-77,  2.23057e-07])
12264   , -79084.5    , array([ 0.0445495  ,  0.277456   ,  2.0965e-26 ,  8.79509e-77,  2.23057e-07])
12265   , -79084.5    , array([ 0.044594   ,  0.277456   ,  2.0965e-26 ,  8.79509e-77,  2.23057e-07])
12266   , -79084.5    , array([ 0.0445495  ,  0.277733   ,  2.0965e-26 ,  8.79509e-77,  2.23057e-07])
12267   , -79084.5    , array([ 0.0445495  ,  0.277456   ,  2.09859e-26,  8.79509e-77,  2.23057e-07])
12268   , -79084.5    , array([ 0.0445495  ,  0.277456   ,  2.0965e-26 ,  8.80389e-77,  2.23057e-07])
12269   , -79084.5    , array([ 0.0445495  ,  0.277456   ,  2.0965e-26 ,  8.79509e-77,  2.23281e-07])
12270   , -78045.5    , array([ 0.00422741 ,  0.122548   ,  2.0965e-26 ,  8.79509e-77,  5.35991e-06])
12271   , -78045.5    , array([ 0.00422741 ,  0.122548   ,  2.0965e-26 ,  8.79509e-77,  5.35991e-06])
12272   , -78046.5    , array([ 0.00423164 ,  0.122548   ,  2.0965e-26 ,  8.79509e-77,  5.35991e-06])
12273   , -78045.6    , array([ 0.00422741 ,  0.122671   ,  2.0965e-26 ,  8.79509e-77,  5.35991e-06])
12274   , -78045.5    , array([ 0.00422741 ,  0.122548   ,  2.09859e-26,  8.79509e-77,  5.35991e-06])
12275   , -78045.5    , array([ 0.00422741 ,  0.122548   ,  2.0965e-26 ,  8.80389e-77,  5.35991e-06])
12276   , -78044.5    , array([ 0.00422741 ,  0.122548   ,  2.0965e-26 ,  8.79509e-77,  5.36528e-06])
12284   , -78044.7    , array([ 0.00422593 ,  0.122533   ,  2.0965e-26 ,  8.79509e-77,  5.36246e-06])
12285   , -78044.7    , array([ 0.00422593 ,  0.122533   ,  2.0965e-26 ,  8.79509e-77,  5.36246e-06])
12286   , -78045.6    , array([ 0.00423015 ,  0.122533   ,  2.0965e-26 ,  8.79509e-77,  5.36246e-06])
12287   , -78044.7    , array([ 0.00422593 ,  0.122656   ,  2.0965e-26 ,  8.79509e-77,  5.36246e-06])
12288   , -78044.7    , array([ 0.00422593 ,  0.122533   ,  2.09859e-26,  8.79509e-77,  5.36246e-06])
12289   , -78044.7    , array([ 0.00422593 ,  0.122533   ,  2.0965e-26 ,  8.80389e-77,  5.36246e-06])
12290   , -78043.6    , array([ 0.00422593 ,  0.122533   ,  2.0965e-26 ,  8.79509e-77,  5.36782e-06])
12291   , -78043.8    , array([ 0.00422444 ,  0.122518   ,  2.0965e-26 ,  8.79509e-77,  5.365e-06  ])
12292   , -78043.8    , array([ 0.00422444 ,  0.122518   ,  2.0965e-26 ,  8.79509e-77,  5.365e-06  ])
12293   , -78044.8    , array([ 0.00422867 ,  0.122518   ,  2.0965e-26 ,  8.79509e-77,  5.365e-06  ])
12294   , -78043.9    , array([ 0.00422444 ,  0.122641   ,  2.0965e-26 ,  8.79509e-77,  5.365e-06  ])
12295   , -78043.8    , array([ 0.00422444 ,  0.122518   ,  2.09859e-26,  8.79509e-77,  5.365e-06  ])
12296   , -78043.8    , array([ 0.00422444 ,  0.122518   ,  2.0965e-26 ,  8.80389e-77,  5.365e-06  ])
12297   , -78042.8    , array([ 0.00422444 ,  0.122518   ,  2.0965e-26 ,  8.79509e-77,  5.37037e-06])
12305   , -78043.6    , array([ 0.00422407 ,  0.122515   ,  2.0965e-26 ,  8.79509e-77,  5.36564e-06])
12306   , -78043.6    , array([ 0.00422407 ,  0.122515   ,  2.0965e-26 ,  8.79509e-77,  5.36564e-06])
12307   , -78044.6    , array([ 0.0042283  ,  0.122515   ,  2.0965e-26 ,  8.79509e-77,  5.36564e-06])
12308   , -78043.7    , array([ 0.00422407 ,  0.122637   ,  2.0965e-26 ,  8.79509e-77,  5.36564e-06])
12309   , -78043.6    , array([ 0.00422407 ,  0.122515   ,  2.09859e-26,  8.79509e-77,  5.36564e-06])
12310   , -78043.6    , array([ 0.00422407 ,  0.122515   ,  2.0965e-26 ,  8.80389e-77,  5.36564e-06])
12311   , -78042.6    , array([ 0.00422407 ,  0.122515   ,  2.0965e-26 ,  8.79509e-77,  5.37101e-06])
12312   , -78043.4    , array([ 0.0042237  ,  0.122511   ,  2.0965e-26 ,  8.79509e-77,  5.36628e-06])
12313   , -78043.4    , array([ 0.0042237  ,  0.122511   ,  2.0965e-26 ,  8.79509e-77,  5.36628e-06])
12314   , -78044.4    , array([ 0.00422792 ,  0.122511   ,  2.0965e-26 ,  8.79509e-77,  5.36628e-06])
