285772  , -79087.3    , array([ 1.07004    ,  0.0240301  ,  0.000375029,  0.000502142,  4.30082e-08])
285773  , -79087.3    , array([ 1.07111    ,  0.0240301  ,  0.000375029,  0.000502142,  4.30082e-08])
285774  , -79087.3    , array([ 1.07004    ,  0.0240541  ,  0.000375029,  0.000502142,  4.30082e-08])
285775  , -79087.3    , array([ 1.07004    ,  0.0240301  ,  0.000375404,  0.000502142,  4.30082e-08])
285776  , -79087.3    , array([ 1.07004    ,  0.0240301  ,  0.000375029,  0.000502645,  4.30082e-08])
285777  , -79087.3    , array([ 1.07004    ,  0.0240301  ,  0.000375029,  0.000502142,  4.30512e-08])
285778  , -79087.3    , array([ 1.07004    ,  0.0240301  ,  0.000375029,  0.000502142,  4.30082e-08])
285779  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375029,  0.000502142,  8.83573e-08])
285780  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375029,  0.000502142,  8.83573e-08])
285781  , -79080.6    , array([ 1.05959    ,  0.0118352  ,  0.000375029,  0.000502142,  8.83573e-08])
285782  , -79080.6    , array([ 1.05853    ,  0.0118471  ,  0.000375029,  0.000502142,  8.83573e-08])
285783  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375404,  0.000502142,  8.83573e-08])
285784  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375029,  0.000502645,  8.83573e-08])
285785  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375029,  0.000502142,  8.84457e-08])
285793  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375029,  0.000502142,  8.83573e-08])
285794  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375029,  0.000502142,  8.83573e-08])
285795  , -79080.6    , array([ 1.05959    ,  0.0118352  ,  0.000375029,  0.000502142,  8.83573e-08])
285796  , -79080.6    , array([ 1.05853    ,  0.0118471  ,  0.000375029,  0.000502142,  8.83573e-08])
285797  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375404,  0.000502142,  8.83573e-08])
285798  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375029,  0.000502645,  8.83573e-08])
285799  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375029,  0.000502142,  8.84457e-08])
285800  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375029,  0.000502142,  8.83573e-08])
285801  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375029,  0.000502142,  8.83573e-08])
285802  , -79080.6    , array([ 1.05959    ,  0.0118352  ,  0.000375029,  0.000502142,  8.83573e-08])
285803  , -79080.6    , array([ 1.05853    ,  0.0118471  ,  0.000375029,  0.000502142,  8.83573e-08])
285804  , -79080.6    , array([ 1.05853    ,  0.0118352  ,  0.000375404,  0.000502142,  8.83573e-08])
