39433   , -77605.3    , array([ 0.0812787  ,  0.238026   ,  1.318e-47  ,  7.05231e-38,  0.00010245 ])
39434   , -77606.3    , array([ 0.0813601  ,  0.238026   ,  1.318e-47  ,  7.05231e-38,  0.00010245 ])
39435   , -77605.8    , array([ 0.0812787  ,  0.238264   ,  1.318e-47  ,  7.05231e-38,  0.00010245 ])
39436   , -77605.3    , array([ 0.0812787  ,  0.238026   ,  1.31932e-47,  7.05231e-38,  0.00010245 ])
39437   , -77605.3    , array([ 0.0812787  ,  0.238026   ,  1.318e-47  ,  7.05936e-38,  0.00010245 ])
39438   , -77603.9    , array([ 0.0812787  ,  0.238026   ,  1.318e-47  ,  7.05231e-38,  0.000102553])
39439   , -77605.3    , array([ 0.0812787  ,  0.238026   ,  1.318e-47  ,  7.05231e-38,  0.00010245 ])
39440   , -74099.8    , array([ 0.047591   ,  0.180944   ,  1.318e-47  ,  7.05231e-38,  0.000230631])
39441   , -74099.8    , array([ 0.047591   ,  0.180944   ,  1.318e-47  ,  7.05231e-38,  0.000230631])
39442   , -74103.1    , array([ 0.0476386  ,  0.180944   ,  1.318e-47  ,  7.05231e-38,  0.000230631])
39443   , -74101.2    , array([ 0.047591   ,  0.181125   ,  1.318e-47  ,  7.05231e-38,  0.000230631])
39444   , -74099.8    , array([ 0.047591   ,  0.180944   ,  1.31932e-47,  7.05231e-38,  0.000230631])
39445   , -74099.8    , array([ 0.047591   ,  0.180944   ,  1.318e-47  ,  7.05936e-38,  0.000230631])
39446   , -74095.2    , array([ 0.047591   ,  0.180944   ,  1.318e-47  ,  7.05231e-38,  0.000230861])
39447   , -124468     , array([ 0.00559389 ,  0.0604261  ,  1.318e-47  ,  7.05231e-38,  0.00592288 ])
39448   , -124468     , array([ 0.00559389 ,  0.0604261  ,  1.318e-47  ,  7.05231e-38,  0.00592288 ])
39449   , -124377     , array([ 0.00559949 ,  0.0604261  ,  1.318e-47  ,  7.05231e-38,  0.00592288 ])
39450   , -124487     , array([ 0.00559389 ,  0.0604866  ,  1.318e-47  ,  7.05231e-38,  0.00592288 ])
39451   , -124468     , array([ 0.00559389 ,  0.0604261  ,  1.31932e-47,  7.05231e-38,  0.00592288 ])
39452   , -124468     , array([ 0.00559389 ,  0.0604261  ,  1.318e-47  ,  7.05936e-38,  0.00592288 ])
39453   , -124534     , array([ 0.00559389 ,  0.0604261  ,  1.318e-47  ,  7.05231e-38,  0.00592881 ])
