333980  , -202301     , array([ 0.00609547 ,  0.0720178  ,  1.534e-48  ,  8.36037e-05,  0.015712   ])
333981  , -202149     , array([ 0.00610157 ,  0.0720178  ,  1.534e-48  ,  8.36037e-05,  0.015712   ])
333982  , -202321     , array([ 0.00609547 ,  0.0720899  ,  1.534e-48  ,  8.36037e-05,  0.015712   ])
333983  , -202301     , array([ 0.00609547 ,  0.0720178  ,  1.53554e-48,  8.36037e-05,  0.015712   ])
333984  , -202301     , array([ 0.00609547 ,  0.0720178  ,  1.534e-48  ,  8.36874e-05,  0.015712   ])
333985  , -202419     , array([ 0.00609547 ,  0.0720178  ,  1.534e-48  ,  8.36037e-05,  0.0157277  ])
333986  , -202301     , array([ 0.00609547 ,  0.0720178  ,  1.534e-48  ,  8.36037e-05,  0.015712   ])
333987  , -76741      , array([ 0.0135188  ,  0.0650871  ,  1.534e-48  ,  8.36037e-05,  0.00851415 ])
333988  , -76741      , array([ 0.0135188  ,  0.0650871  ,  1.534e-48  ,  8.36037e-05,  0.00851415 ])
333989  , -76676      , array([ 0.0135323  ,  0.0650871  ,  1.534e-48  ,  8.36037e-05,  0.00851415 ])
333990  , -76759.5    , array([ 0.0135188  ,  0.0651522  ,  1.534e-48  ,  8.36037e-05,  0.00851415 ])
333991  , -76741      , array([ 0.0135188  ,  0.0650871  ,  1.53554e-48,  8.36037e-05,  0.00851415 ])
333992  , -76741      , array([ 0.0135188  ,  0.0650871  ,  1.534e-48  ,  8.36874e-05,  0.00851415 ])
333993  , -76782.8    , array([ 0.0135188  ,  0.0650871  ,  1.534e-48  ,  8.36037e-05,  0.00852266 ])
334001  , -76633.7    , array([ 0.0135417  ,  0.064803   ,  1.534e-48  ,  8.36037e-05,  0.00853128 ])
334002  , -76633.7    , array([ 0.0135417  ,  0.064803   ,  1.534e-48  ,  8.36037e-05,  0.00853128 ])
334003  , -76568.8    , array([ 0.0135552  ,  0.064803   ,  1.534e-48  ,  8.36037e-05,  0.00853128 ])
334004  , -76652.3    , array([ 0.0135417  ,  0.0648678  ,  1.534e-48  ,  8.36037e-05,  0.00853128 ])
334005  , -76633.7    , array([ 0.0135417  ,  0.064803   ,  1.53554e-48,  8.36037e-05,  0.00853128 ])
334006  , -76633.7    , array([ 0.0135417  ,  0.064803   ,  1.534e-48  ,  8.36874e-05,  0.00853128 ])
334007  , -76675.5    , array([ 0.0135417  ,  0.064803   ,  1.534e-48  ,  8.36037e-05,  0.00853981 ])
334008  , -76526.4    , array([ 0.0135646  ,  0.0645201  ,  1.534e-48  ,  8.36037e-05,  0.00854844 ])
334009  , -76526.4    , array([ 0.0135646  ,  0.0645201  ,  1.534e-48  ,  8.36037e-05,  0.00854844 ])
334010  , -76461.5    , array([ 0.0135782  ,  0.0645201  ,  1.534e-48  ,  8.36037e-05,  0.00854844 ])
334011  , -76545      , array([ 0.0135646  ,  0.0645847  ,  1.534e-48  ,  8.36037e-05,  0.00854844 ])
334012  , -76526.4    , array([ 0.0135646  ,  0.0645201  ,  1.53554e-48,  8.36037e-05,  0.00854844 ])
334013  , -76526.4    , array([ 0.0135646  ,  0.0645201  ,  1.534e-48  ,  8.36874e-05,  0.00854844 ])
334014  , -76568.1    , array([ 0.0135646  ,  0.0645201  ,  1.534e-48  ,  8.36037e-05,  0.00855699 ])
334022  , -76499.6    , array([ 0.0135703  ,  0.0644496  ,  1.534e-48  ,  8.36037e-05,  0.00855274 ])
334023  , -76499.6    , array([ 0.0135703  ,  0.0644496  ,  1.534e-48  ,  8.36037e-05,  0.00855274 ])
334024  , -76434.6    , array([ 0.0135839  ,  0.0644496  ,  1.534e-48  ,  8.36037e-05,  0.00855274 ])
334025  , -76518.1    , array([ 0.0135703  ,  0.0645141  ,  1.534e-48  ,  8.36037e-05,  0.00855274 ])
334026  , -76499.6    , array([ 0.0135703  ,  0.0644496  ,  1.53554e-48,  8.36037e-05,  0.00855274 ])
334027  , -76499.6    , array([ 0.0135703  ,  0.0644496  ,  1.534e-48  ,  8.36874e-05,  0.00855274 ])
334028  , -76541.3    , array([ 0.0135703  ,  0.0644496  ,  1.534e-48  ,  8.36037e-05,  0.00856129 ])
334029  , -76472.7    , array([ 0.0135761  ,  0.0643792  ,  1.534e-48  ,  8.36037e-05,  0.00855704 ])
334030  , -76472.7    , array([ 0.0135761  ,  0.0643792  ,  1.534e-48  ,  8.36037e-05,  0.00855704 ])
334031  , -76407.8    , array([ 0.0135897  ,  0.0643792  ,  1.534e-48  ,  8.36037e-05,  0.00855704 ])
334032  , -76491.3    , array([ 0.0135761  ,  0.0644436  ,  1.534e-48  ,  8.36037e-05,  0.00855704 ])
334033  , -76472.7    , array([ 0.0135761  ,  0.0643792  ,  1.53554e-48,  8.36037e-05,  0.00855704 ])
334034  , -76472.7    , array([ 0.0135761  ,  0.0643792  ,  1.534e-48  ,  8.36874e-05,  0.00855704 ])
334035  , -76514.4    , array([ 0.0135761  ,  0.0643792  ,  1.534e-48  ,  8.36037e-05,  0.0085656  ])
334036  , -228294     , array([ 0.036907   ,  0.00485283 ,  1.534e-48  ,  8.36034e-05,  0.028068   ])
334037  , -228294     , array([ 0.036907   ,  0.00485283 ,  1.534e-48  ,  8.36034e-05,  0.028068   ])
334038  , -228255     , array([ 0.0369439  ,  0.00485283 ,  1.534e-48  ,  8.36034e-05,  0.028068   ])
334039  , -228087     , array([ 0.036907   ,  0.00485769 ,  1.534e-48  ,  8.36034e-05,  0.028068   ])
334040  , -228294     , array([ 0.036907   ,  0.00485283 ,  1.53554e-48,  8.36034e-05,  0.028068   ])
334041  , -228294     , array([ 0.036907   ,  0.00485283 ,  1.534e-48  ,  8.3687e-05 ,  0.028068   ])
334042  , -228533     , array([ 0.036907   ,  0.00485283 ,  1.534e-48  ,  8.36034e-05,  0.0280961  ])
334043  , -60543.8    , array([ 0.0181839  ,  0.0302467  ,  1.534e-48  ,  8.36036e-05,  0.0121078  ])
