18091   , -2336.8     , array([ 0.0467185  ,  0.00211853 ,  4.91196e-11,  3.30708e-21])
18092   , -2336.8     , array([ 0.0467652  ,  0.00211853 ,  4.91196e-11,  3.30708e-21])
18093   , -2336.8     , array([ 0.0467185  ,  0.00212065 ,  4.91196e-11,  3.30708e-21])
18094   , -2336.8     , array([ 0.0467185  ,  0.00211853 ,  4.91687e-11,  3.30708e-21])
18095   , -2336.8     , array([ 0.0467185  ,  0.00211853 ,  4.91196e-11,  3.31039e-21])
18096   , -2336.8     , array([ 0.0467185  ,  0.00211853 ,  4.91196e-11,  3.30708e-21])
18097   , -2336.8     , array([ 0.0467175  ,  0.00211853 ,  4.91205e-11,  3.30708e-21])
18098   , -2336.8     , array([ 0.0467175  ,  0.00211853 ,  4.91205e-11,  3.30708e-21])
18099   , -2336.8     , array([ 0.0467643  ,  0.00211853 ,  4.91205e-11,  3.30708e-21])
18100   , -2336.8     , array([ 0.0467175  ,  0.00212065 ,  4.91205e-11,  3.30708e-21])
18101   , -2336.8     , array([ 0.0467175  ,  0.00211853 ,  4.91697e-11,  3.30708e-21])
18102   , -2336.8     , array([ 0.0467175  ,  0.00211853 ,  4.91205e-11,  3.31039e-21])
18103   , -2336.8     , array([ 0.0467137  ,  0.00211853 ,  4.91243e-11,  3.30708e-21])
18104   , -2336.8     , array([ 0.0467137  ,  0.00211853 ,  4.91243e-11,  3.30708e-21])
18105   , -2336.8     , array([ 0.0467605  ,  0.00211853 ,  4.91243e-11,  3.30708e-21])
18106   , -2336.8     , array([ 0.0467137  ,  0.00212065 ,  4.91243e-11,  3.30708e-21])
18107   , -2336.8     , array([ 0.0467137  ,  0.00211853 ,  4.91735e-11,  3.30708e-21])
18108   , -2336.8     , array([ 0.0467137  ,  0.00211853 ,  4.91243e-11,  3.31039e-21])
18109   , -2336.8     , array([ 0.0466987  ,  0.00211853 ,  4.91395e-11,  3.30708e-21])
18110   , -2336.8     , array([ 0.0466987  ,  0.00211853 ,  4.91395e-11,  3.30708e-21])
18111   , -2336.8     , array([ 0.0467454  ,  0.00211853 ,  4.91395e-11,  3.30708e-21])
18112   , -2336.8     , array([ 0.0466987  ,  0.00212065 ,  4.91395e-11,  3.30708e-21])
18113   , -2336.8     , array([ 0.0466987  ,  0.00211853 ,  4.91886e-11,  3.30708e-21])
18114   , -2336.8     , array([ 0.0466987  ,  0.00211853 ,  4.91395e-11,  3.31039e-21])
18115   , -2336.8     , array([ 0.0466384  ,  0.00211853 ,  4.92001e-11,  3.30708e-21])
18116   , -2336.8     , array([ 0.0466384  ,  0.00211853 ,  4.92001e-11,  3.30708e-21])
18117   , -2336.8     , array([ 0.046685   ,  0.00211853 ,  4.92001e-11,  3.30708e-21])
18118   , -2336.8     , array([ 0.0466384  ,  0.00212065 ,  4.92001e-11,  3.30708e-21])
18119   , -2336.8     , array([ 0.0466384  ,  0.00211853 ,  4.92493e-11,  3.30708e-21])
18120   , -2336.8     , array([ 0.0466384  ,  0.00211853 ,  4.92001e-11,  3.31039e-21])
18121   , -2336.8     , array([ 0.046398   ,  0.00211853 ,  4.94432e-11,  3.30708e-21])
18122   , -2336.8     , array([ 0.046398   ,  0.00211853 ,  4.94432e-11,  3.30708e-21])
18123   , -2336.8     , array([ 0.0464444  ,  0.00211853 ,  4.94432e-11,  3.30708e-21])
18124   , -2336.8     , array([ 0.046398   ,  0.00212065 ,  4.94432e-11,  3.30708e-21])
18125   , -2336.8     , array([ 0.046398   ,  0.00211853 ,  4.94927e-11,  3.30708e-21])
18126   , -2336.8     , array([ 0.046398   ,  0.00211853 ,  4.94432e-11,  3.31039e-21])
18127   , -2336.8     , array([ 0.0454487  ,  0.00211853 ,  5.0428e-11 ,  3.30708e-21])
18128   , -2336.8     , array([ 0.0454487  ,  0.00211853 ,  5.0428e-11 ,  3.30708e-21])
18129   , -2336.8     , array([ 0.0454942  ,  0.00211853 ,  5.0428e-11 ,  3.30708e-21])
18130   , -2336.8     , array([ 0.0454487  ,  0.00212065 ,  5.0428e-11 ,  3.30708e-21])
18131   , -2336.8     , array([ 0.0454487  ,  0.00211853 ,  5.04784e-11,  3.30708e-21])
18132   , -2336.8     , array([ 0.0454487  ,  0.00211853 ,  5.0428e-11 ,  3.31039e-21])
18133   , -2336.8     , array([ 0.0418421  ,  0.00211853 ,  5.4567e-11 ,  3.30708e-21])
18134   , -2336.8     , array([ 0.0418421  ,  0.00211853 ,  5.4567e-11 ,  3.30708e-21])
18135   , -2336.8     , array([ 0.0418839  ,  0.00211853 ,  5.4567e-11 ,  3.30708e-21])
18136   , -2336.8     , array([ 0.0418421  ,  0.00212065 ,  5.4567e-11 ,  3.30708e-21])
18137   , -2336.8     , array([ 0.0418421  ,  0.00211853 ,  5.46216e-11,  3.30708e-21])
18138   , -2336.8     , array([ 0.0418421  ,  0.00211853 ,  5.4567e-11 ,  3.31039e-21])
18139   , -2336.8     , array([ 0.0300593  ,  0.00211853 ,  7.48107e-11,  3.30708e-21])
18140   , -2336.8     , array([ 0.0300593  ,  0.00211853 ,  7.48107e-11,  3.30708e-21])
18141   , -2336.8     , array([ 0.0300893  ,  0.00211853 ,  7.48107e-11,  3.30708e-21])
18142   , -2336.8     , array([ 0.0300593  ,  0.00212065 ,  7.48107e-11,  3.30708e-21])
18143   , -2336.8     , array([ 0.0300593  ,  0.00211853 ,  7.48856e-11,  3.30708e-21])
18144   , -2336.8     , array([ 0.0300593  ,  0.00211853 ,  7.48107e-11,  3.31039e-21])
18145   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18146   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18147   , -2336.8     , array([ 0.00801445 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18148   , -2336.8     , array([ 0.00800644 ,  0.00212065 ,  2.64301e-10,  3.30708e-21])
18149   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64566e-10,  3.30708e-21])
18150   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.31039e-21])
18157   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18158   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18159   , -2336.8     , array([ 0.00801445 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18160   , -2336.8     , array([ 0.00800644 ,  0.00212065 ,  2.64301e-10,  3.30708e-21])
18161   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64566e-10,  3.30708e-21])
18162   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.31039e-21])
18163   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18164   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18165   , -2336.8     , array([ 0.00801445 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18166   , -2336.8     , array([ 0.00800644 ,  0.00212065 ,  2.64301e-10,  3.30708e-21])
18167   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64566e-10,  3.30708e-21])
18168   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.31039e-21])
18169   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18170   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18171   , -2336.8     , array([ 0.00801445 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18172   , -2336.8     , array([ 0.00800644 ,  0.00212065 ,  2.64301e-10,  3.30708e-21])
18173   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64566e-10,  3.30708e-21])
18174   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.31039e-21])
18175   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18176   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18177   , -2336.8     , array([ 0.00801445 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
18178   , -2336.8     , array([ 0.00800644 ,  0.00212065 ,  2.64301e-10,  3.30708e-21])
18179   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64566e-10,  3.30708e-21])
18180   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.31039e-21])
18181   , -2336.8     , array([ 0.00800644 ,  0.00211853 ,  2.64301e-10,  3.30708e-21])
