60088   , -79088.3    , array([ 0.0322255  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60089   , -79088.3    , array([ 0.0322255  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60090   , -79089.4    , array([ 1.03223    ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60092   , -79088.3    , array([ 0.0322255  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60094   , -79089.3    , array([ 0.414191   ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60095   , -79089.3    , array([ 0.223208   ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60098   , -79089.1    , array([ 0.105174   ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60100   , -79088.8    , array([ 0.0600895  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60101   , -79087.5    , array([ 0.0190699  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60102   , -79086.1    , array([ 0.0109392  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60104   , -79086.8    , array([ 0.0140449  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60106   , -79086.4    , array([ 0.0121255  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60107   , -79085.9    , array([ 0.0102061  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60109   , -79086      , array([ 0.0104861  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60111   , -79085.9    , array([ 0.0102061  ,  2.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60112   , -79085.9    , array([ 0.0102061  ,  3.64986    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60113   , -79085.8    , array([ 0.0102061  ,  1.03183    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60115   , -79085.8    , array([ 0.0102061  ,  1.03183    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60116   , -79084.2    , array([ 0.0102061  ,  0.031827   ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60118   , -79085.8    , array([ 0.0102061  ,  0.531827   ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60120   , -79085.6    , array([ 0.0102061  ,  0.22281    ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
60122   , -79085.4    , array([ 0.0102061  ,  0.104776   ,  4.74738e-47,  4.6685e-19 ,  4.5601e-08 ])
