Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-394.54	797.08	599.1	18562.28	4.0402,0.4013,7.2051,0.9753
our_model	Round_1_Replicate_2	-394.33	796.66	598.67	20447.85	5.8089,0.3644,5.0956,0.9564
our_model	Round_1_Replicate_3	-398.66	805.32	607.49	7575.38	30.0,0.975,7.1298,2.1413
our_model	Round_1_Replicate_4	-394.87	797.74	599.62	51989.02	1.0979,0.1433,25.9367,0.3257
our_model	Round_1_Replicate_5	-395.47	798.94	600.72	46891.04	1.7281,0.1587,0.5388,0.3573
our_model	Round_1_Replicate_6	-395.21	798.42	601.33	36382.64	1.4405,0.2037,29.9981,0.4411
our_model	Round_1_Replicate_7	-394.4	796.8	599.6	6431.81	29.9992,1.1544,16.1135,3.1175
our_model	Round_1_Replicate_8	-398.73	805.46	607.61	15772.56	30.0,0.4683,2.6315,1.0297
our_model	Round_1_Replicate_9	-397.43	802.86	605.76	25887.81	30.0,0.285,1.2479,0.64
our_model	Round_1_Replicate_10	-395.16	798.32	600.1	41911.16	4.7285,0.1777,0.8333,0.4368
our_model	Round_2_Replicate_1	-394.99	797.98	600.71	20793.0	29.9993,0.3568,3.1071,0.9446
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-396.65	801.3	603.8	8093.99	30.0,0.9145,7.9285,2.1659
our_model	Round_1_Replicate_2	-399.03	806.06	608.16	15112.19	30.0,0.4886,2.7379,1.0652
our_model	Round_1_Replicate_3	-398.55	805.1	607.29	11235.23	30.0,0.6575,4.3479,1.46
our_model	Round_1_Replicate_4	-398.92	805.84	607.96	11215.06	30.0,0.6584,4.2338,1.4454
our_model	Round_1_Replicate_5	-394.42	796.84	599.64	63772.51	0.9109,0.1164,0.5918,0.273
our_model	Round_1_Replicate_6	-393.36	794.72	597.64	64175.39	1.8923,0.1159,3.3281,0.3491
our_model	Round_1_Replicate_7	-394.68	797.36	599.33	21187.28	4.7055,0.3515,4.4634,0.8764
our_model	Round_1_Replicate_8	-393.46	794.92	597.82	7615.68	29.7925,0.9765,22.6141,3.0526
our_model	Round_1_Replicate_9	-398.62	805.24	607.4	28320.02	30.0,0.2608,0.798,0.5485
our_model	Round_1_Replicate_10	-394.55	797.1	599.88	6715.76	29.9577,1.1054,14.6051,2.9525
our_model	Round_2_Replicate_1	-394.21	796.42	599.83	87473.55	0.663,0.0847,1.0737,0.2026
our_model	Round_2_Replicate_2	-399.5	807.0	609.01	25740.55	30.0,0.2867,0.9173,0.5911
our_model	Round_2_Replicate_3	-392.98	793.96	596.91	88969.52	29.7505,0.0837,4.9341,0.3784
our_model	Round_2_Replicate_4	-393.03	794.06	597.0	111691.88	11.2086,0.0666,2.1139,0.2712
our_model	Round_2_Replicate_5	-396.44	800.88	603.41	44570.97	0.9765,0.1661,0.01,0.3277
our_model	Round_2_Replicate_6	-394.08	796.16	599.71	76010.42	0.6171,0.0975,0.3215,0.2337
our_model	Round_2_Replicate_7	-394.48	796.96	599.75	30059.42	29.9991,0.247,2.0877,0.6817
our_model	Round_2_Replicate_8	-393.23	794.46	597.38	55939.49	3.0151,0.133,4.0554,0.432
our_model	Round_2_Replicate_9	-394.12	796.24	599.07	34468.76	29.9554,0.2155,2.0031,0.6209
our_model	Round_2_Replicate_10	-393.11	794.22	597.16	73907.88	29.7419,0.1007,2.4062,0.3837
our_model	Round_2_Replicate_11	-393.1	794.2	597.13	92553.76	29.8956,0.0804,1.7457,0.3082
our_model	Round_2_Replicate_12	-393.29	794.58	597.52	56869.54	2.6746,0.1308,3.5594,0.4119
our_model	Round_2_Replicate_13	-393.57	795.14	598.03	64709.74	1.3934,0.1149,5.8448,0.319
our_model	Round_2_Replicate_14	-392.97	793.94	596.88	93121.27	29.7945,0.0799,6.3071,0.3802
our_model	Round_2_Replicate_15	-393.05	794.1	597.04	63045.46	12.6124,0.118,4.3468,0.4675
our_model	Round_2_Replicate_16	-393.01	794.02	596.97	64381.62	29.634,0.1156,5.2718,0.4907
our_model	Round_2_Replicate_17	-393.18	794.36	597.29	66530.57	29.8367,0.1118,2.1822,0.4066
our_model	Round_2_Replicate_18	-393.86	795.72	598.57	37117.5	29.7753,0.2002,2.1258,0.601
our_model	Round_2_Replicate_19	-393.87	795.74	598.59	40017.4	29.9992,0.1857,1.8429,0.5546
our_model	Round_2_Replicate_20	-399.7	807.4	609.37	20107.68	30.0,0.367,1.5823,0.7727
