163723  , -102425     , array([ 0.754868   ,  0.0163511  ,  6.78111e-18,  5.4277e-29 ,  0.0542451  ])
163724  , -102424     , array([ 0.755623   ,  0.0163511  ,  6.78111e-18,  5.4277e-29 ,  0.0542451  ])
163725  , -102306     , array([ 0.754868   ,  0.0163674  ,  6.78111e-18,  5.4277e-29 ,  0.0542451  ])
163726  , -102425     , array([ 0.754868   ,  0.0163511  ,  6.7879e-18 ,  5.4277e-29 ,  0.0542451  ])
163727  , -102425     , array([ 0.754868   ,  0.0163511  ,  6.78111e-18,  5.43313e-29,  0.0542451  ])
163728  , -102543     , array([ 0.754868   ,  0.0163511  ,  6.78111e-18,  5.4277e-29 ,  0.0542994  ])
163729  , -102425     , array([ 0.754868   ,  0.0163511  ,  6.78111e-18,  5.4277e-29 ,  0.0542451  ])
163730  , -12215.7    , array([ 0.760559   ,  0.0335369  ,  6.78111e-18,  5.4277e-29 ,  0.0266709  ])
163731  , -12215.7    , array([ 0.760559   ,  0.0335369  ,  6.78111e-18,  5.4277e-29 ,  0.0266709  ])
163732  , -12215      , array([ 0.76132    ,  0.0335369  ,  6.78111e-18,  5.4277e-29 ,  0.0266709  ])
163733  , -12188.8    , array([ 0.760559   ,  0.0335704  ,  6.78111e-18,  5.4277e-29 ,  0.0266709  ])
163734  , -12215.7    , array([ 0.760559   ,  0.0335369  ,  6.7879e-18 ,  5.4277e-29 ,  0.0266709  ])
163735  , -12215.7    , array([ 0.760559   ,  0.0335369  ,  6.78111e-18,  5.43313e-29,  0.0266709  ])
163736  , -12242.1    , array([ 0.760559   ,  0.0335369  ,  6.78111e-18,  5.4277e-29 ,  0.0266976  ])
163744  , -12167.4    , array([ 0.838611   ,  0.0338421  ,  6.78111e-18,  5.4277e-29 ,  0.0269301  ])
163745  , -12167.4    , array([ 0.838611   ,  0.0338421  ,  6.78111e-18,  5.4277e-29 ,  0.0269301  ])
163746  , -12166.9    , array([ 0.83945    ,  0.0338421  ,  6.78111e-18,  5.4277e-29 ,  0.0269301  ])
163747  , -12140.5    , array([ 0.838611   ,  0.033876   ,  6.78111e-18,  5.4277e-29 ,  0.0269301  ])
163748  , -12167.4    , array([ 0.838611   ,  0.0338421  ,  6.7879e-18 ,  5.4277e-29 ,  0.0269301  ])
163749  , -12167.4    , array([ 0.838611   ,  0.0338421  ,  6.78111e-18,  5.43313e-29,  0.0269301  ])
163750  , -12193.9    , array([ 0.838611   ,  0.0338421  ,  6.78111e-18,  5.4277e-29 ,  0.0269571  ])
163751  , -12081.8    , array([ 0.953434   ,  0.040452   ,  6.78111e-18,  5.4277e-29 ,  0.0322656  ])
163752  , -12081.8    , array([ 0.953434   ,  0.040452   ,  6.78111e-18,  5.4277e-29 ,  0.0322656  ])
163753  , -12081.3    , array([ 0.954388   ,  0.040452   ,  6.78111e-18,  5.4277e-29 ,  0.0322656  ])
163754  , -12055.1    , array([ 0.953434   ,  0.0404925  ,  6.78111e-18,  5.4277e-29 ,  0.0322656  ])
