139944  , -79089.4    , array([ 12.5424    ,  0.0603335  ,  5.4108e-05 ,  1.86122e-34,  1.15458e-11])
139945  , -79089.4    , array([ 12.5549    ,  0.0603335  ,  5.4108e-05 ,  1.86122e-34,  1.15458e-11])
139946  , -79089.4    , array([ 12.5424    ,  0.0603939  ,  5.4108e-05 ,  1.86122e-34,  1.15458e-11])
139947  , -79089.4    , array([ 12.5424    ,  0.0603335  ,  5.41622e-05,  1.86122e-34,  1.15458e-11])
139948  , -79089.4    , array([ 12.5424    ,  0.0603335  ,  5.4108e-05 ,  1.86309e-34,  1.15458e-11])
139949  , -79089.4    , array([ 12.5424    ,  0.0603335  ,  5.4108e-05 ,  1.86122e-34,  1.15574e-11])
139950  , -79089.4    , array([ 12.5424    ,  0.0603335  ,  5.4108e-05 ,  1.86122e-34,  1.15458e-11])
139951  , -79089.4    , array([ 12.5424    ,  0.06032    ,  5.4108e-05 ,  1.86122e-34,  1.15484e-11])
139952  , -79089.4    , array([ 12.5424    ,  0.06032    ,  5.4108e-05 ,  1.86122e-34,  1.15484e-11])
139953  , -79089.4    , array([ 12.5549    ,  0.06032    ,  5.4108e-05 ,  1.86122e-34,  1.15484e-11])
139954  , -79089.4    , array([ 12.5424    ,  0.0603803  ,  5.4108e-05 ,  1.86122e-34,  1.15484e-11])
139955  , -79089.4    , array([ 12.5424    ,  0.06032    ,  5.41622e-05,  1.86122e-34,  1.15484e-11])
139956  , -79089.4    , array([ 12.5424    ,  0.06032    ,  5.4108e-05 ,  1.86309e-34,  1.15484e-11])
139957  , -79089.4    , array([ 12.5424    ,  0.06032    ,  5.4108e-05 ,  1.86122e-34,  1.156e-11  ])
139958  , -79089.4    , array([ 12.5423    ,  0.0602658  ,  5.4108e-05 ,  1.86122e-34,  1.15589e-11])
139959  , -79089.4    , array([ 12.5423    ,  0.0602658  ,  5.4108e-05 ,  1.86122e-34,  1.15589e-11])
139960  , -79089.4    , array([ 12.5549    ,  0.0602658  ,  5.4108e-05 ,  1.86122e-34,  1.15589e-11])
