Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-398.93	805.86	607.97	11601.17	30.0,0.6365,4.0419,1.3971
our_model	Round_1_Replicate_2	-395.71	799.42	600.97	26895.37	13.3792,0.2769,1.7989,0.688
our_model	Round_1_Replicate_3	-394.48	796.96	599.74	6041.48	29.831,1.2289,16.9403,3.2786
our_model	Round_1_Replicate_4	-394.0	796.0	598.14	26085.52	3.7252,0.2857,5.3322,0.759
our_model	Round_1_Replicate_5	-399.01	806.02	608.13	19964.4	30.0,0.3698,1.7156,0.7967
our_model	Round_1_Replicate_6	-398.76	805.52	607.67	14824.34	30.0,0.4982,2.8851,1.0961
our_model	Round_1_Replicate_7	-399.08	806.16	608.25	15764.16	30.0,0.4683,2.5531,1.0183
our_model	Round_1_Replicate_8	-395.02	798.04	599.76	6680.64	19.3081,1.1153,14.242,2.8032
our_model	Round_1_Replicate_9	-394.3	796.6	598.61	46410.7	2.5698,0.1606,1.3904,0.419
our_model	Round_1_Replicate_10	-398.85	805.7	607.83	8654.36	30.0,0.8533,5.9609,1.8707
our_model	Round_2_Replicate_1	-395.39	798.78	601.46	24788.2	2.053,0.2991,30.0,0.6379
our_model	Round_2_Replicate_2	-394.95	797.9	599.99	43983.94	1.2655,0.1691,29.8243,0.3793
our_model	Round_2_Replicate_3	-393.03	794.06	597.0	38920.84	29.9709,0.1912,8.7121,0.788
our_model	Round_2_Replicate_4	-395.55	799.1	601.75	41907.59	1.1863,0.1769,30.0,0.3723
our_model	Round_2_Replicate_5	-393.93	795.86	598.81	36662.91	2.396,0.2026,3.9336,0.5307
our_model	Round_2_Replicate_6	-394.91	797.82	599.69	39701.95	1.4257,0.1876,29.9947,0.4247
our_model	Round_2_Replicate_7	-398.13	804.26	606.51	11750.32	30.0,0.6289,4.2443,1.4166
our_model	Round_2_Replicate_8	-393.77	795.54	598.5	41343.99	2.1261,0.1797,4.4384,0.4812
our_model	Round_2_Replicate_9	-399.49	806.98	609.0	8547.73	30.0,0.8634,5.7983,1.8586
our_model	Round_2_Replicate_10	-393.71	795.42	598.03	18708.68	5.8163,0.3978,9.162,1.1069
our_model	Round_2_Replicate_11	-394.56	797.12	599.03	18143.65	6.9656,0.4107,5.2325,1.0626
our_model	Round_2_Replicate_12	-395.49	798.98	601.64	20365.6	30.0,0.364,2.8175,0.9275
our_model	Round_2_Replicate_13	-393.8	795.6	598.46	35799.47	2.5296,0.2076,4.7141,0.5559
our_model	Round_2_Replicate_14	-394.18	796.36	599.18	26615.42	29.9611,0.2791,2.9372,0.8027
our_model	Round_2_Replicate_15	-396.04	800.08	602.67	17860.07	30.0,0.4148,3.0636,1.0225
our_model	Round_2_Replicate_16	-394.53	797.06	600.04	14029.52	4.9855,0.5287,10.6438,1.2611
our_model	Round_2_Replicate_17	-394.91	797.82	599.69	36117.34	1.5672,0.2062,29.9962,0.4668
our_model	Round_2_Replicate_18	-393.74	795.48	598.34	29205.09	3.598,0.2545,5.3538,0.7008
our_model	Round_2_Replicate_19	-393.9	795.8	598.65	24168.51	3.2905,0.3075,9.2976,0.7982
our_model	Round_2_Replicate_20	-394.18	796.36	598.41	23131.36	3.2523,0.3222,8.0271,0.8116
