10582   , -66293.9    , array([ 0.683908   ,  3.36228    ,  3.82324e-19,  1.2472e-66 ,  0.0100779  ])
10583   , -66301.5    , array([ 0.684592   ,  3.36228    ,  3.82324e-19,  1.2472e-66 ,  0.0100779  ])
10584   , -66296.6    , array([ 0.683908   ,  3.36565    ,  3.82324e-19,  1.2472e-66 ,  0.0100779  ])
10585   , -66293.9    , array([ 0.683908   ,  3.36228    ,  3.82706e-19,  1.2472e-66 ,  0.0100779  ])
10586   , -66293.9    , array([ 0.683908   ,  3.36228    ,  3.82324e-19,  1.24844e-66,  0.0100779  ])
10587   , -66283.3    , array([ 0.683908   ,  3.36228    ,  3.82324e-19,  1.2472e-66 ,  0.010088   ])
10588   , -66293.9    , array([ 0.683908   ,  3.36228    ,  3.82324e-19,  1.2472e-66 ,  0.0100779  ])
10589   , -49079.4    , array([ 0.383043   ,  2.73443    ,  3.82324e-19,  1.2472e-66 ,  0.0224476  ])
10590   , -49079.4    , array([ 0.383043   ,  2.73443    ,  3.82324e-19,  1.2472e-66 ,  0.0224476  ])
10591   , -49087.9    , array([ 0.383426   ,  2.73443    ,  3.82324e-19,  1.2472e-66 ,  0.0224476  ])
10592   , -49084.1    , array([ 0.383043   ,  2.73717    ,  3.82324e-19,  1.2472e-66 ,  0.0224476  ])
10593   , -49079.4    , array([ 0.383043   ,  2.73443    ,  3.82706e-19,  1.2472e-66 ,  0.0224476  ])
10594   , -49079.4    , array([ 0.383043   ,  2.73443    ,  3.82324e-19,  1.24844e-66,  0.0224476  ])
10595   , -49064.9    , array([ 0.383043   ,  2.73443    ,  3.82324e-19,  1.2472e-66 ,  0.0224701  ])
10596   , -666899     , array([ 0.0376917  ,  1.19618    ,  3.82324e-19,  1.2472e-66 ,  0.55256    ])
10597   , -666899     , array([ 0.0376917  ,  1.19618    ,  3.82324e-19,  1.2472e-66 ,  0.55256    ])
10598   , -666308     , array([ 0.0377294  ,  1.19618    ,  3.82324e-19,  1.2472e-66 ,  0.55256    ])
10599   , -666913     , array([ 0.0376917  ,  1.19738    ,  3.82324e-19,  1.2472e-66 ,  0.55256    ])
10600   , -666899     , array([ 0.0376917  ,  1.19618    ,  3.82706e-19,  1.2472e-66 ,  0.55256    ])
10601   , -666899     , array([ 0.0376917  ,  1.19618    ,  3.82324e-19,  1.24844e-66,  0.55256    ])
10602   , -667483     , array([ 0.0376917  ,  1.19618    ,  3.82324e-19,  1.2472e-66 ,  0.553113   ])
10603   , -45376.2    , array([ 0.213146   ,  2.21868    ,  3.82324e-19,  1.2472e-66 ,  0.0504508  ])
10604   , -45376.2    , array([ 0.213146   ,  2.21868    ,  3.82324e-19,  1.2472e-66 ,  0.0504508  ])
