7259    , -2338.6     , array([ 0.0442243  ,  2.99557    ,  1.77836e-58,  0.000139803])
7260    , -2338.6     , array([ 0.0442685  ,  2.99557    ,  1.77836e-58,  0.000139803])
7261    , -2338.6     , array([ 0.0442243  ,  2.99856    ,  1.77836e-58,  0.000139803])
7262    , -2338.6     , array([ 0.0442243  ,  2.99557    ,  1.78013e-58,  0.000139803])
7263    , -2338.6     , array([ 0.0442243  ,  2.99557    ,  1.77836e-58,  0.000139943])
7264    , -2338.6     , array([ 0.0442243  ,  2.99557    ,  1.77836e-58,  0.000139803])
7265    , -2337.32    , array([ 0.0442243  ,  1.90607    ,  1.77836e-58,  5.66598e-05])
7266    , -2337.32    , array([ 0.0442243  ,  1.90607    ,  1.77836e-58,  5.66598e-05])
7267    , -2337.32    , array([ 0.0442685  ,  1.90607    ,  1.77836e-58,  5.66598e-05])
7268    , -2337.32    , array([ 0.0442243  ,  1.90798    ,  1.77836e-58,  5.66598e-05])
7269    , -2337.32    , array([ 0.0442243  ,  1.90607    ,  1.78013e-58,  5.66598e-05])
7270    , -2337.32    , array([ 0.0442243  ,  1.90607    ,  1.77836e-58,  5.67165e-05])
7271    , -2336.78    , array([ 0.0442243  ,  0.962839   ,  1.77836e-58,  3.82304e-05])
7272    , -2336.78    , array([ 0.0442243  ,  0.962839   ,  1.77836e-58,  3.82304e-05])
7273    , -2336.78    , array([ 0.0442685  ,  0.962839   ,  1.77836e-58,  3.82304e-05])
7274    , -2336.78    , array([ 0.0442243  ,  0.963802   ,  1.77836e-58,  3.82304e-05])
7275    , -2336.78    , array([ 0.0442243  ,  0.962839   ,  1.78013e-58,  3.82304e-05])
7276    , -2336.78    , array([ 0.0442243  ,  0.962839   ,  1.77836e-58,  3.82686e-05])
7277    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.77836e-58,  2.12672e-05])
7278    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.77836e-58,  2.12672e-05])
7279    , -2335.37    , array([ 0.0442685  ,  0.221716   ,  1.77836e-58,  2.12672e-05])
7280    , -2335.37    , array([ 0.0442243  ,  0.221937   ,  1.77836e-58,  2.12672e-05])
7281    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.78013e-58,  2.12672e-05])
7282    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.77836e-58,  2.12885e-05])
7289    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.77836e-58,  2.12672e-05])
7290    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.77836e-58,  2.12672e-05])
7291    , -2335.37    , array([ 0.0442685  ,  0.221716   ,  1.77836e-58,  2.12672e-05])
7292    , -2335.37    , array([ 0.0442243  ,  0.221937   ,  1.77836e-58,  2.12672e-05])
7293    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.78013e-58,  2.12672e-05])
7294    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.77836e-58,  2.12885e-05])
7295    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.77836e-58,  2.12672e-05])
7296    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.77836e-58,  2.12672e-05])
7297    , -2335.37    , array([ 0.0442685  ,  0.221716   ,  1.77836e-58,  2.12672e-05])
7298    , -2335.37    , array([ 0.0442243  ,  0.221937   ,  1.77836e-58,  2.12672e-05])
7299    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.78013e-58,  2.12672e-05])
7300    , -2335.37    , array([ 0.0442243  ,  0.221716   ,  1.77836e-58,  2.12885e-05])
7301    , -2326.27    , array([ 0.0442243  ,  0.0117566  ,  1.77836e-58,  6.58131e-06])
