193448  , -75899.6    , array([ 1.48056    ,  4.71427    ,  9.03438e-34,  0.000175655,  0.0041365  ])
193449  , -75901.7    , array([ 1.48204    ,  4.71427    ,  9.03438e-34,  0.000175655,  0.0041365  ])
193450  , -75900.6    , array([ 1.48056    ,  4.71899    ,  9.03438e-34,  0.000175655,  0.0041365  ])
193451  , -75899.6    , array([ 1.48056    ,  4.71427    ,  9.04342e-34,  0.000175655,  0.0041365  ])
193452  , -75899.6    , array([ 1.48056    ,  4.71427    ,  9.03438e-34,  0.00017583 ,  0.0041365  ])
193453  , -75896.5    , array([ 1.48056    ,  4.71427    ,  9.03438e-34,  0.000175655,  0.00414063 ])
193454  , -75899.6    , array([ 1.48056    ,  4.71427    ,  9.03438e-34,  0.000175655,  0.0041365  ])
193455  , -68861      , array([ 0.857753   ,  3.64522    ,  9.03438e-34,  0.000175654,  0.00929789 ])
193456  , -68861      , array([ 0.857753   ,  3.64522    ,  9.03438e-34,  0.000175654,  0.00929789 ])
193457  , -68867.3    , array([ 0.858612   ,  3.64522    ,  9.03438e-34,  0.000175654,  0.00929789 ])
193458  , -68863.5    , array([ 0.857753   ,  3.64886    ,  9.03438e-34,  0.000175654,  0.00929789 ])
193459  , -68861      , array([ 0.857753   ,  3.64522    ,  9.04342e-34,  0.000175654,  0.00929789 ])
193460  , -68861      , array([ 0.857753   ,  3.64522    ,  9.03438e-34,  0.00017583 ,  0.00929789 ])
193461  , -68852.2    , array([ 0.857753   ,  3.64522    ,  9.03438e-34,  0.000175654,  0.00930719 ])
193462  , -158752     , array([ 0.09663    ,  1.30305    ,  9.03438e-34,  0.000175654,  0.237351   ])
193463  , -158752     , array([ 0.09663    ,  1.30305    ,  9.03438e-34,  0.000175654,  0.237351   ])
193464  , -158628     , array([ 0.0967267  ,  1.30305    ,  9.03438e-34,  0.000175654,  0.237351   ])
193465  , -158768     , array([ 0.09663    ,  1.30435    ,  9.03438e-34,  0.000175654,  0.237351   ])
193466  , -158752     , array([ 0.09663    ,  1.30305    ,  9.04342e-34,  0.000175654,  0.237351   ])
193467  , -158752     , array([ 0.09663    ,  1.30305    ,  9.03438e-34,  0.000175829,  0.237351   ])
