231700  , -79089.4    , array([ 5.04712    ,  0.0258963  ,  0.0384495  ,  0.0086027  ,  1.35104e-09])
231701  , -79089.4    , array([ 5.05217    ,  0.0258963  ,  0.0384495  ,  0.0086027  ,  1.35104e-09])
231702  , -79089.4    , array([ 5.04712    ,  0.0259222  ,  0.0384495  ,  0.0086027  ,  1.35104e-09])
231703  , -79089.4    , array([ 5.04712    ,  0.0258963  ,  0.038488   ,  0.0086027  ,  1.35104e-09])
231704  , -79089.4    , array([ 5.04712    ,  0.0258963  ,  0.0384495  ,  0.00861131 ,  1.35104e-09])
231705  , -79089.4    , array([ 5.04712    ,  0.0258963  ,  0.0384495  ,  0.0086027  ,  1.35239e-09])
231706  , -79089.4    , array([ 5.04712    ,  0.0258963  ,  0.0384495  ,  0.0086027  ,  1.35104e-09])
231707  , -79089.4    , array([ 5.04604    ,  0.0243573  ,  0.0384495  ,  0.0086027  ,  1.43684e-09])
231708  , -79089.4    , array([ 5.04604    ,  0.0243573  ,  0.0384495  ,  0.0086027  ,  1.43684e-09])
231709  , -79089.4    , array([ 5.05109    ,  0.0243573  ,  0.0384495  ,  0.0086027  ,  1.43684e-09])
231710  , -79089.4    , array([ 5.04604    ,  0.0243816  ,  0.0384495  ,  0.0086027  ,  1.43684e-09])
231711  , -79089.4    , array([ 5.04604    ,  0.0243573  ,  0.038488   ,  0.0086027  ,  1.43684e-09])
231712  , -79089.4    , array([ 5.04604    ,  0.0243573  ,  0.0384495  ,  0.00861131 ,  1.43684e-09])
231713  , -79089.4    , array([ 5.04604    ,  0.0243573  ,  0.0384495  ,  0.0086027  ,  1.43827e-09])
231714  , -79089.3    , array([ 5.04173    ,  0.0190631  ,  0.0384496  ,  0.00860271 ,  1.83806e-09])
231715  , -79089.3    , array([ 5.04173    ,  0.0190631  ,  0.0384496  ,  0.00860271 ,  1.83806e-09])
231716  , -79089.3    , array([ 5.04677    ,  0.0190631  ,  0.0384496  ,  0.00860271 ,  1.83806e-09])
231717  , -79089.3    , array([ 5.04173    ,  0.0190822  ,  0.0384496  ,  0.00860271 ,  1.83806e-09])
231718  , -79089.3    , array([ 5.04173    ,  0.0190631  ,  0.038488   ,  0.00860271 ,  1.83806e-09])
231719  , -79089.3    , array([ 5.04173    ,  0.0190631  ,  0.0384496  ,  0.00861131 ,  1.83806e-09])
231720  , -79089.3    , array([ 5.04173    ,  0.0190631  ,  0.0384496  ,  0.00860271 ,  1.8399e-09 ])
231721  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231722  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231723  , -79088.6    , array([ 5.02955    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231724  , -79088.6    , array([ 5.02452    ,  0.00715959 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231725  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384882  ,  0.00860271 ,  4.9223e-09 ])
231726  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00861132 ,  4.9223e-09 ])
231727  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.92723e-09])
231735  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231736  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231737  , -79088.6    , array([ 5.02955    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231738  , -79088.6    , array([ 5.02452    ,  0.00715959 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231739  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384882  ,  0.00860271 ,  4.9223e-09 ])
231740  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00861132 ,  4.9223e-09 ])
231741  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.92723e-09])
231742  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231743  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231744  , -79088.6    , array([ 5.02955    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231745  , -79088.6    , array([ 5.02452    ,  0.00715959 ,  0.0384497  ,  0.00860271 ,  4.9223e-09 ])
231746  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384882  ,  0.00860271 ,  4.9223e-09 ])
231747  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00861132 ,  4.9223e-09 ])
231748  , -79088.6    , array([ 5.02452    ,  0.00715244 ,  0.0384497  ,  0.00860271 ,  4.92723e-09])
