3161    , -1964.43    , array([ 0.061418   ,  0.192833   ,  0.107913   ,  4.6498e-35 ])
3162    , -1965.62    , array([ 0.0614794  ,  0.192833   ,  0.107913   ,  4.6498e-35 ])
3163    , -1964.43    , array([ 0.061418   ,  0.193026   ,  0.107913   ,  4.6498e-35 ])
3164    , -1960.74    , array([ 0.061418   ,  0.192833   ,  0.108021   ,  4.6498e-35 ])
3165    , -1964.43    , array([ 0.061418   ,  0.192833   ,  0.107913   ,  4.65445e-35])
3166    , -1964.43    , array([ 0.061418   ,  0.192833   ,  0.107913   ,  4.6498e-35 ])
3167    , -1995.75    , array([ 0.0449709  ,  0.192833   ,  0.282035   ,  4.6498e-35 ])
3168    , -1995.75    , array([ 0.0449709  ,  0.192833   ,  0.282035   ,  4.6498e-35 ])
3169    , -1994.11    , array([ 0.0450159  ,  0.192833   ,  0.282035   ,  4.6498e-35 ])
3170    , -1995.75    , array([ 0.0449709  ,  0.193026   ,  0.282035   ,  4.6498e-35 ])
3171    , -1997.71    , array([ 0.0449709  ,  0.192833   ,  0.282317   ,  4.6498e-35 ])
3172    , -1995.75    , array([ 0.0449709  ,  0.192833   ,  0.282035   ,  4.65445e-35])
3173    , -421.282    , array([ 0.0536236  ,  0.192833   ,  0.163962   ,  4.6498e-35 ])
3174    , -421.282    , array([ 0.0536236  ,  0.192833   ,  0.163962   ,  4.6498e-35 ])
3175    , -421.903    , array([ 0.0536772  ,  0.192833   ,  0.163962   ,  4.6498e-35 ])
3176    , -421.282    , array([ 0.0536236  ,  0.193026   ,  0.163962   ,  4.6498e-35 ])
3177    , -420.346    , array([ 0.0536236  ,  0.192833   ,  0.164126   ,  4.6498e-35 ])
3178    , -421.282    , array([ 0.0536236  ,  0.192833   ,  0.163962   ,  4.65445e-35])
3185    , -421.266    , array([ 0.0536215  ,  0.192833   ,  0.16396    ,  4.6498e-35 ])
3186    , -421.266    , array([ 0.0536215  ,  0.192833   ,  0.16396    ,  4.6498e-35 ])
3187    , -421.887    , array([ 0.0536752  ,  0.192833   ,  0.16396    ,  4.6498e-35 ])
