Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-395.2	798.4	600.38	39618.09	1.4471,0.1878,2.6569,0.4166
our_model	Round_1_Replicate_2	-398.31	804.62	606.84	21207.09	30.0,0.3484,1.6564,0.7668
our_model	Round_1_Replicate_3	-396.84	801.68	604.15	15216.02	2.8168,0.4864,30.0,0.9365
our_model	Round_1_Replicate_4	-395.3	798.6	600.43	17900.14	12.3989,0.4158,3.8273,1.0547
our_model	Round_1_Replicate_5	-396.84	801.68	604.14	6122.37	7.1401,1.2088,30.0,2.3374
our_model	Round_1_Replicate_6	-396.69	801.38	603.86	23804.25	1.8268,0.3109,30.0,0.6042
our_model	Round_1_Replicate_7	-394.21	796.42	599.23	10242.77	29.9999,0.7251,9.9845,2.0508
our_model	Round_1_Replicate_8	-397.81	803.62	605.92	2467.56	30.0,2.9958,30.0,6.1462
our_model	Round_1_Replicate_9	-395.47	798.94	600.6	25841.72	2.3818,0.2882,3.8439,0.6394
our_model	Round_1_Replicate_10	-395.41	798.82	601.48	9558.41	30.0,0.7757,7.8291,1.9757
our_model	Round_2_Replicate_1	-393.74	795.48	597.78	6780.98	23.4558,1.0988,22.3912,3.1887
our_model	Round_2_Replicate_2	-396.52	801.04	603.55	3337.52	17.3093,2.2182,30.0,4.581
our_model	Round_2_Replicate_3	-393.83	795.66	598.51	31465.79	30.0,0.2362,2.8402,0.7162
our_model	Round_2_Replicate_4	-396.84	801.68	604.14	7822.48	5.5117,0.9461,30.0,1.8244
our_model	Round_2_Replicate_5	-394.65	797.3	599.13	14851.67	5.7568,0.5018,7.8101,1.2356
our_model	Round_2_Replicate_6	-397.9	803.8	606.09	2493.25	28.082,2.9647,30.0,6.016
our_model	Round_2_Replicate_7	-396.68	801.36	603.85	2903.12	30.0,2.5496,27.3327,5.5645
our_model	Round_2_Replicate_8	-395.04	798.08	600.05	50734.2	1.0817,0.1467,29.2208,0.3267
our_model	Round_2_Replicate_9	-395.55	799.1	601.75	3575.98	19.2572,2.0729,30.0,4.6122
our_model	Round_2_Replicate_10	-400.31	808.62	610.48	2152.91	30.0,3.4258,30.0,6.4554
our_model	Round_3_Replicate_1	-399.17	806.34	608.41	2272.09	30.0,3.2492,30.0,6.3393
our_model	Round_3_Replicate_2	-395.76	799.52	602.13	6797.62	7.253,1.0902,30.0,2.2658
our_model	Round_3_Replicate_3	-395.72	799.44	602.07	5978.18	30.0,1.2397,12.95,3.0283
our_model	Round_3_Replicate_4	-396.2	800.4	602.96	3964.6	13.4959,1.8681,30.0,3.8588
our_model	Round_3_Replicate_5	-393.01	794.02	596.96	15801.05	30.0,0.471,30.0,1.9138
our_model	Round_3_Replicate_6	-393.29	794.58	597.5	16581.38	7.1555,0.4486,30.0,1.3744
our_model	Round_3_Replicate_7	-393.84	795.68	597.91	29255.66	3.6665,0.2547,4.8972,0.6987
our_model	Round_3_Replicate_8	-394.79	797.58	599.37	4673.77	22.1401,1.5944,23.5874,3.9808
our_model	Round_3_Replicate_9	-396.66	801.32	603.81	5333.49	8.5017,1.3879,30.0,2.7232
our_model	Round_3_Replicate_10	-394.58	797.16	599.16	12246.39	7.0594,0.6082,9.8208,1.5036
our_model	Round_4_Replicate_1	-392.95	793.9	596.85	52763.41	12.8047,0.1411,29.7068,0.6734
our_model	Round_4_Replicate_2	-394.84	797.68	600.42	31529.45	1.7836,0.2353,30.0,0.5295
our_model	Round_4_Replicate_3	-392.96	793.92	596.86	45498.52	11.7334,0.1636,29.7121,0.7451
our_model	Round_4_Replicate_4	-399.41	806.82	608.85	2243.76	30.0,3.2896,30.0,6.3671
our_model	Round_4_Replicate_5	-398.15	804.3	606.54	4455.62	30.0,1.6585,13.9888,3.5921
our_model	Round_4_Replicate_6	-399.08	806.16	608.25	5366.04	30.0,1.3759,10.501,2.9382
our_model	Round_4_Replicate_7	-395.28	798.56	600.63	9833.92	5.4379,0.7561,21.8072,1.6468
our_model	Round_4_Replicate_8	-395.79	799.58	602.19	9208.23	5.2443,0.8047,30.0,1.6634
our_model	Round_4_Replicate_9	-397.56	803.12	605.47	2669.56	30.0,2.7699,27.655,5.791
our_model	Round_4_Replicate_10	-395.37	798.74	600.77	20821.5	2.5395,0.3571,9.1813,0.7724
our_model	Round_5_Replicate_1	-394.63	797.26	599.46	45507.23	1.3093,0.1635,29.7945,0.3795
our_model	Round_5_Replicate_2	-392.95	793.9	596.85	39649.93	29.8105,0.1877,29.454,0.9355
our_model	Round_5_Replicate_3	-392.95	793.9	596.85	41007.07	29.9007,0.1815,29.6543,0.9116
our_model	Round_5_Replicate_4	-392.95	793.9	596.85	40598.65	29.8513,0.1833,29.5882,0.9186
our_model	Round_5_Replicate_5	-393.25	794.5	597.42	52461.27	2.3574,0.1418,30.0,0.4427
our_model	Round_5_Replicate_6	-392.96	793.92	596.87	31822.24	29.9441,0.2339,25.5504,1.0947
our_model	Round_5_Replicate_7	-393.89	795.78	598.63	32440.67	2.3111,0.2291,30.0,0.5904
our_model	Round_5_Replicate_8	-392.96	793.92	596.87	28808.61	29.9473,0.2584,30.0,1.2074
our_model	Round_5_Replicate_9	-392.97	793.94	596.88	28589.09	29.9252,0.2604,25.3973,1.1893
our_model	Round_5_Replicate_10	-392.95	793.9	596.85	38622.08	29.9087,0.1927,27.4652,0.9479
our_model	Round_5_Replicate_11	-392.99	793.98	596.91	23997.04	29.7696,0.3102,22.7358,1.3397
our_model	Round_5_Replicate_12	-392.95	793.9	596.84	47473.68	29.7664,0.1568,29.8566,0.8108
our_model	Round_5_Replicate_13	-393.13	794.26	597.18	28686.37	5.482,0.2594,30.0,0.8747
our_model	Round_5_Replicate_14	-395.04	798.08	599.91	42312.3	1.3044,0.176,29.9998,0.3933
our_model	Round_5_Replicate_15	-392.95	793.9	596.85	68192.7	29.9297,0.1092,17.1674,0.5665
our_model	Round_5_Replicate_16	-392.95	793.9	596.85	45998.82	29.9239,0.1618,29.7681,0.8318
our_model	Round_5_Replicate_17	-392.96	793.92	596.86	34166.86	29.8649,0.2179,29.1992,1.052
our_model	Round_5_Replicate_18	-392.94	793.88	596.84	72136.82	29.9259,0.1032,29.5207,0.5766
our_model	Round_5_Replicate_19	-392.96	793.92	596.87	95148.05	4.9499,0.0782,29.9168,0.3522
our_model	Round_5_Replicate_20	-394.62	797.24	599.37	47614.07	1.2585,0.1563,29.5567,0.364
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-394.98	797.96	600.68	54377.32	1.107,0.1364,0.2337,0.3048
our_model	Round_1_Replicate_2	-396.81	801.62	604.08	13725.53	3.1328,0.5392,30.0,1.0404
our_model	Round_1_Replicate_3	-394.81	797.62	600.31	56629.2	1.6115,0.1311,0.0115,0.2967
our_model	Round_1_Replicate_4	-395.24	798.48	600.22	24309.38	2.1925,0.3063,30.0,0.6722
our_model	Round_1_Replicate_5	-395.32	798.64	600.54	16865.24	3.7678,0.4412,6.6792,0.9891
our_model	Round_1_Replicate_6	-396.86	801.72	604.17	11498.41	30.0,0.6436,4.9887,1.5237
our_model	Round_1_Replicate_7	-398.76	805.52	607.66	7215.62	30.0,1.0235,7.5168,2.2377
our_model	Round_1_Replicate_8	-393.19	794.38	597.3	8573.9	29.9385,0.8678,29.8936,2.9745
our_model	Round_1_Replicate_9	-394.59	797.18	599.02	25826.48	2.6503,0.2886,5.7223,0.6918
our_model	Round_1_Replicate_10	-394.38	796.76	599.56	10313.79	29.9248,0.7199,9.2823,1.9979
our_model	Round_2_Replicate_1	-399.13	806.26	608.34	2276.79	30.0,3.2427,30.0,6.3347
our_model	Round_2_Replicate_2	-395.51	799.02	601.67	9171.32	5.4801,0.8083,30.0,1.7086
our_model	Round_2_Replicate_3	-398.23	804.46	606.7	2398.68	30.0,3.0805,30.0,6.2143
our_model	Round_2_Replicate_4	-395.31	798.62	600.57	9094.47	6.3564,0.818,16.1862,1.8055
