201794  , -86219.2    , array([ 0.0257014  ,  5.56385    ,  1.27384e-27,  0.00222892 ,  0.0117383  ])
201795  , -86167.4    , array([ 0.0257271  ,  5.56385    ,  1.27384e-27,  0.00222892 ,  0.0117383  ])
201796  , -86220.1    , array([ 0.0257014  ,  5.56942    ,  1.27384e-27,  0.00222892 ,  0.0117383  ])
201797  , -86219.2    , array([ 0.0257014  ,  5.56385    ,  1.27512e-27,  0.00222892 ,  0.0117383  ])
201798  , -86219.2    , array([ 0.0257014  ,  5.56385    ,  1.27384e-27,  0.00223115 ,  0.0117383  ])
201799  , -86262.7    , array([ 0.0257014  ,  5.56385    ,  1.27384e-27,  0.00222892 ,  0.01175    ])
201800  , -86219.2    , array([ 0.0257014  ,  5.56385    ,  1.27384e-27,  0.00222892 ,  0.0117383  ])
201801  , -52800.9    , array([ 0.0557371  ,  5.49496    ,  1.27384e-27,  0.00222888 ,  0.00613634 ])
201802  , -52800.9    , array([ 0.0557371  ,  5.49496    ,  1.27384e-27,  0.00222888 ,  0.00613634 ])
201803  , -52798.4    , array([ 0.0557928  ,  5.49496    ,  1.27384e-27,  0.00222888 ,  0.00613634 ])
201804  , -52801.5    , array([ 0.0557371  ,  5.50046    ,  1.27384e-27,  0.00222888 ,  0.00613634 ])
201805  , -52800.9    , array([ 0.0557371  ,  5.49496    ,  1.27512e-27,  0.00222888 ,  0.00613634 ])
201806  , -52800.9    , array([ 0.0557371  ,  5.49496    ,  1.27384e-27,  0.00223111 ,  0.00613634 ])
201807  , -52801.2    , array([ 0.0557371  ,  5.49496    ,  1.27384e-27,  0.00222888 ,  0.00614248 ])
201815  , -52793.2    , array([ 0.0559021  ,  5.48507    ,  1.27384e-27,  0.00222888 ,  0.00615717 ])
201816  , -52793.2    , array([ 0.0559021  ,  5.48507    ,  1.27384e-27,  0.00222888 ,  0.00615717 ])
201817  , -52790.7    , array([ 0.0559581  ,  5.48507    ,  1.27384e-27,  0.00222888 ,  0.00615717 ])
201818  , -52793.8    , array([ 0.0559021  ,  5.49056    ,  1.27384e-27,  0.00222888 ,  0.00615717 ])
201819  , -52793.2    , array([ 0.0559021  ,  5.48507    ,  1.27512e-27,  0.00222888 ,  0.00615717 ])
201820  , -52793.2    , array([ 0.0559021  ,  5.48507    ,  1.27384e-27,  0.00223111 ,  0.00615717 ])
201821  , -52793.5    , array([ 0.0559021  ,  5.48507    ,  1.27384e-27,  0.00222888 ,  0.00616333 ])
201822  , -52785.5    , array([ 0.0560682  ,  5.47516    ,  1.27384e-27,  0.00222888 ,  0.00617814 ])
201823  , -52785.5    , array([ 0.0560682  ,  5.47516    ,  1.27384e-27,  0.00222888 ,  0.00617814 ])
201824  , -52783      , array([ 0.0561243  ,  5.47516    ,  1.27384e-27,  0.00222888 ,  0.00617814 ])
201825  , -52786.1    , array([ 0.0560682  ,  5.48064    ,  1.27384e-27,  0.00222888 ,  0.00617814 ])
201826  , -52785.5    , array([ 0.0560682  ,  5.47516    ,  1.27512e-27,  0.00222888 ,  0.00617814 ])
201827  , -52785.5    , array([ 0.0560682  ,  5.47516    ,  1.27384e-27,  0.00223111 ,  0.00617814 ])
201828  , -52785.8    , array([ 0.0560682  ,  5.47516    ,  1.27384e-27,  0.00222888 ,  0.00618433 ])
201836  , -52783.6    , array([ 0.05611    ,  5.47268    ,  1.27384e-27,  0.00222888 ,  0.00618342 ])
201837  , -52783.6    , array([ 0.05611    ,  5.47268    ,  1.27384e-27,  0.00222888 ,  0.00618342 ])
201838  , -52781      , array([ 0.0561661  ,  5.47268    ,  1.27384e-27,  0.00222888 ,  0.00618342 ])
201839  , -52784.2    , array([ 0.05611    ,  5.47816    ,  1.27384e-27,  0.00222888 ,  0.00618342 ])
201840  , -52783.6    , array([ 0.05611    ,  5.47268    ,  1.27512e-27,  0.00222888 ,  0.00618342 ])
201841  , -52783.6    , array([ 0.05611    ,  5.47268    ,  1.27384e-27,  0.00223111 ,  0.00618342 ])
201842  , -52783.8    , array([ 0.05611    ,  5.47268    ,  1.27384e-27,  0.00222888 ,  0.0061896  ])
201843  , -52781.6    , array([ 0.0561518  ,  5.4702     ,  1.27384e-27,  0.00222888 ,  0.0061887  ])
201844  , -52781.6    , array([ 0.0561518  ,  5.4702     ,  1.27384e-27,  0.00222888 ,  0.0061887  ])
201845  , -52779.1    , array([ 0.056208   ,  5.4702     ,  1.27384e-27,  0.00222888 ,  0.0061887  ])
201846  , -52782.2    , array([ 0.0561518  ,  5.47567    ,  1.27384e-27,  0.00222888 ,  0.0061887  ])
201847  , -52781.6    , array([ 0.0561518  ,  5.4702     ,  1.27512e-27,  0.00222888 ,  0.0061887  ])
201848  , -52781.6    , array([ 0.0561518  ,  5.4702     ,  1.27384e-27,  0.00223111 ,  0.0061887  ])
201849  , -52781.9    , array([ 0.0561518  ,  5.4702     ,  1.27384e-27,  0.00222888 ,  0.00619489 ])
201857  , -52781.1    , array([ 0.0561623  ,  5.46958    ,  1.27384e-27,  0.00222887 ,  0.00619002 ])
201858  , -52781.1    , array([ 0.0561623  ,  5.46958    ,  1.27384e-27,  0.00222887 ,  0.00619002 ])
201859  , -52778.6    , array([ 0.0562185  ,  5.46958    ,  1.27384e-27,  0.00222887 ,  0.00619002 ])
201860  , -52781.7    , array([ 0.0561623  ,  5.47505    ,  1.27384e-27,  0.00222887 ,  0.00619002 ])
201861  , -52781.1    , array([ 0.0561623  ,  5.46958    ,  1.27512e-27,  0.00222887 ,  0.00619002 ])
201862  , -52781.1    , array([ 0.0561623  ,  5.46958    ,  1.27384e-27,  0.0022311  ,  0.00619002 ])
201863  , -52781.4    , array([ 0.0561623  ,  5.46958    ,  1.27384e-27,  0.00222887 ,  0.00619622 ])
201864  , -52780.6    , array([ 0.0561728  ,  5.46895    ,  1.27384e-27,  0.00222887 ,  0.00619135 ])
201865  , -52780.6    , array([ 0.0561728  ,  5.46895    ,  1.27384e-27,  0.00222887 ,  0.00619135 ])
201866  , -52778.1    , array([ 0.056229   ,  5.46895    ,  1.27384e-27,  0.00222887 ,  0.00619135 ])
201867  , -52781.2    , array([ 0.0561728  ,  5.47443    ,  1.27384e-27,  0.00222887 ,  0.00619135 ])
201868  , -52780.6    , array([ 0.0561728  ,  5.46895    ,  1.27512e-27,  0.00222887 ,  0.00619135 ])
201869  , -52780.6    , array([ 0.0561728  ,  5.46895    ,  1.27384e-27,  0.0022311  ,  0.00619135 ])
201870  , -52780.9    , array([ 0.0561728  ,  5.46895    ,  1.27384e-27,  0.00222887 ,  0.00619754 ])
201871  , -16133.8    , array([ 1.49782    ,  0.739708   ,  1.27384e-27,  0.00222566 ,  0.266639   ])
201872  , -16133.8    , array([ 1.49782    ,  0.739708   ,  1.27384e-27,  0.00222566 ,  0.266639   ])
201873  , -16125      , array([ 1.49932    ,  0.739708   ,  1.27384e-27,  0.00222566 ,  0.266639   ])
201874  , -16135.8    , array([ 1.49782    ,  0.740448   ,  1.27384e-27,  0.00222566 ,  0.266639   ])
201875  , -16133.8    , array([ 1.49782    ,  0.739708   ,  1.27512e-27,  0.00222566 ,  0.266639   ])
201876  , -16133.8    , array([ 1.49782    ,  0.739708   ,  1.27384e-27,  0.00222789 ,  0.266639   ])
201877  , -16151.4    , array([ 1.49782    ,  0.739708   ,  1.27384e-27,  0.00222566 ,  0.266906   ])
201878  , -50114.8    , array([ 0.109056   ,  3.65045    ,  1.27384e-27,  0.00222822 ,  0.0132427  ])
201879  , -50114.8    , array([ 0.109056   ,  3.65045    ,  1.27384e-27,  0.00222822 ,  0.0132427  ])
201880  , -50110.9    , array([ 0.109165   ,  3.65045    ,  1.27384e-27,  0.00222822 ,  0.0132427  ])
201881  , -50116.5    , array([ 0.109056   ,  3.6541     ,  1.27384e-27,  0.00222822 ,  0.0132427  ])
201882  , -50114.8    , array([ 0.109056   ,  3.65045    ,  1.27512e-27,  0.00222822 ,  0.0132427  ])
201883  , -50114.8    , array([ 0.109056   ,  3.65045    ,  1.27384e-27,  0.00223045 ,  0.0132427  ])
201884  , -50114.1    , array([ 0.109056   ,  3.65045    ,  1.27384e-27,  0.00222822 ,  0.013256   ])
201885  , -15855.8    , array([ 1.13806    ,  0.874478   ,  1.27384e-27,  0.00222593 ,  0.19463    ])
201886  , -15855.8    , array([ 1.13806    ,  0.874478   ,  1.27384e-27,  0.00222593 ,  0.19463    ])
201887  , -15846.2    , array([ 1.1392     ,  0.874478   ,  1.27384e-27,  0.00222593 ,  0.19463    ])
201888  , -15865.6    , array([ 1.13806    ,  0.875353   ,  1.27384e-27,  0.00222593 ,  0.19463    ])
201889  , -15855.8    , array([ 1.13806    ,  0.874478   ,  1.27512e-27,  0.00222593 ,  0.19463    ])
201890  , -15855.8    , array([ 1.13806    ,  0.874478   ,  1.27384e-27,  0.00222816 ,  0.19463    ])
201891  , -15863.4    , array([ 1.13806    ,  0.874478   ,  1.27384e-27,  0.00222593 ,  0.194825   ])
201892  , -15399.4    , array([ 1.29098    ,  0.809813   ,  1.27384e-27,  0.00222581 ,  0.224885   ])
201893  , -15399.4    , array([ 1.29098    ,  0.809813   ,  1.27384e-27,  0.00222581 ,  0.224885   ])
201894  , -15390      , array([ 1.29228    ,  0.809813   ,  1.27384e-27,  0.00222581 ,  0.224885   ])
201895  , -15406.1    , array([ 1.29098    ,  0.810623   ,  1.27384e-27,  0.00222581 ,  0.224885   ])
201896  , -15399.4    , array([ 1.29098    ,  0.809813   ,  1.27512e-27,  0.00222581 ,  0.224885   ])
201897  , -15399.4    , array([ 1.29098    ,  0.809813   ,  1.27384e-27,  0.00222803 ,  0.224885   ])
201898  , -15411.2    , array([ 1.29098    ,  0.809813   ,  1.27384e-27,  0.00222581 ,  0.22511    ])
201906  , -15390.3    , array([ 1.29534    ,  0.806985   ,  1.27384e-27,  0.0022258  ,  0.225758   ])
201907  , -15390.3    , array([ 1.29534    ,  0.806985   ,  1.27384e-27,  0.0022258  ,  0.225758   ])
201908  , -15381      , array([ 1.29664    ,  0.806985   ,  1.27384e-27,  0.0022258  ,  0.225758   ])
201909  , -15396.9    , array([ 1.29534    ,  0.807792   ,  1.27384e-27,  0.0022258  ,  0.225758   ])
201910  , -15390.3    , array([ 1.29534    ,  0.806985   ,  1.27512e-27,  0.0022258  ,  0.225758   ])
201911  , -15390.3    , array([ 1.29534    ,  0.806985   ,  1.27384e-27,  0.00222803 ,  0.225758   ])
201912  , -15402.3    , array([ 1.29534    ,  0.806985   ,  1.27384e-27,  0.0022258  ,  0.225984   ])
201913  , -15372      , array([ 1.29422    ,  0.805538   ,  1.27384e-27,  0.00223633 ,  0.225482   ])
201914  , -15372      , array([ 1.29422    ,  0.805538   ,  1.27384e-27,  0.00223633 ,  0.225482   ])
201915  , -15362.7    , array([ 1.29551    ,  0.805538   ,  1.27384e-27,  0.00223633 ,  0.225482   ])
201916  , -15378.6    , array([ 1.29422    ,  0.806344   ,  1.27384e-27,  0.00223633 ,  0.225482   ])
201917  , -15372      , array([ 1.29422    ,  0.805538   ,  1.27512e-27,  0.00223633 ,  0.225482   ])
201918  , -15372      , array([ 1.29422    ,  0.805538   ,  1.27384e-27,  0.00223857 ,  0.225482   ])
201919  , -15384      , array([ 1.29422    ,  0.805538   ,  1.27384e-27,  0.00223633 ,  0.225708   ])
201920  , -15299.1    , array([ 1.28974    ,  0.799776   ,  1.27384e-27,  0.00227896 ,  0.224384   ])
201921  , -15299.1    , array([ 1.28974    ,  0.799776   ,  1.27384e-27,  0.00227896 ,  0.224384   ])
