1       , -2313.53    , array([ 0.0205756  ,  1.30575    ,  2.59403e-05,  1.17669e-80])
2       , -2313.55    , array([ 0.0205962  ,  1.30575    ,  2.59403e-05,  1.17669e-80])
3       , -2313.53    , array([ 0.0205756  ,  1.30705    ,  2.59403e-05,  1.17669e-80])
4       , -2313.5     , array([ 0.0205756  ,  1.30575    ,  2.59662e-05,  1.17669e-80])
5       , -2313.53    , array([ 0.0205756  ,  1.30575    ,  2.59403e-05,  1.17787e-80])
6       , -2313.53    , array([ 0.0205756  ,  1.30575    ,  2.59403e-05,  1.17669e-80])
7       , -2244.33    , array([ 0.0100031  ,  1.30575    ,  5.26081e-05,  1.17669e-80])
8       , -2244.33    , array([ 0.0100031  ,  1.30575    ,  5.26081e-05,  1.17669e-80])
9       , -2244.41    , array([ 0.0100131  ,  1.30575    ,  5.26081e-05,  1.17669e-80])
10      , -2244.33    , array([ 0.0100031  ,  1.30705    ,  5.26081e-05,  1.17669e-80])
11      , -2244.24    , array([ 0.0100031  ,  1.30575    ,  5.26607e-05,  1.17669e-80])
12      , -2244.33    , array([ 0.0100031  ,  1.30575    ,  5.26081e-05,  1.17787e-80])
19      , -2244.33    , array([ 0.0100031  ,  1.30575    ,  5.26082e-05,  1.17669e-80])
20      , -2244.33    , array([ 0.0100031  ,  1.30575    ,  5.26082e-05,  1.17669e-80])
21      , -2244.41    , array([ 0.0100131  ,  1.30575    ,  5.26082e-05,  1.17669e-80])
22      , -2244.33    , array([ 0.0100031  ,  1.30705    ,  5.26082e-05,  1.17669e-80])
23      , -2244.24    , array([ 0.0100031  ,  1.30575    ,  5.26609e-05,  1.17669e-80])
24      , -2244.33    , array([ 0.0100031  ,  1.30575    ,  5.26082e-05,  1.17787e-80])
25      , -2244.33    , array([ 0.010003   ,  1.30575    ,  5.26083e-05,  1.17669e-80])
26      , -2244.33    , array([ 0.010003   ,  1.30575    ,  5.26083e-05,  1.17669e-80])
27      , -2244.41    , array([ 0.010013   ,  1.30575    ,  5.26083e-05,  1.17669e-80])
28      , -2244.33    , array([ 0.010003   ,  1.30705    ,  5.26083e-05,  1.17669e-80])
29      , -2244.24    , array([ 0.010003   ,  1.30575    ,  5.2661e-05 ,  1.17669e-80])
30      , -2244.33    , array([ 0.010003   ,  1.30575    ,  5.26083e-05,  1.17787e-80])
31      , -1803.2     , array([ 0.00236426 ,  1.30575    ,  0.000216376,  1.17669e-80])
32      , -1803.2     , array([ 0.00236426 ,  1.30575    ,  0.000216376,  1.17669e-80])
33      , -1803.1     , array([ 0.00236663 ,  1.30575    ,  0.000216376,  1.17669e-80])
34      , -1803.2     , array([ 0.00236426 ,  1.30705    ,  0.000216376,  1.17669e-80])
35      , -1803.3     , array([ 0.00236426 ,  1.30575    ,  0.000216593,  1.17669e-80])
36      , -1803.2     , array([ 0.00236426 ,  1.30575    ,  0.000216376,  1.17787e-80])
37      , -2052.65    , array([ 0.00513704 ,  1.30575    ,  0.000101111,  1.17669e-80])
38      , -2052.65    , array([ 0.00513704 ,  1.30575    ,  0.000101111,  1.17669e-80])
39      , -2052.86    , array([ 0.00514218 ,  1.30575    ,  0.000101111,  1.17669e-80])
40      , -2052.65    , array([ 0.00513704 ,  1.30705    ,  0.000101111,  1.17669e-80])
41      , -2052.44    , array([ 0.00513704 ,  1.30575    ,  0.000101213,  1.17669e-80])
42      , -2052.65    , array([ 0.00513704 ,  1.30575    ,  0.000101111,  1.17787e-80])
43      , -1796.67    , array([ 0.00258172 ,  1.30575    ,  0.000198493,  1.17669e-80])
44      , -1796.67    , array([ 0.00258172 ,  1.30575    ,  0.000198493,  1.17669e-80])
45      , -1796.69    , array([ 0.00258431 ,  1.30575    ,  0.000198493,  1.17669e-80])
46      , -1796.67    , array([ 0.00258172 ,  1.30705    ,  0.000198493,  1.17669e-80])
47      , -1796.65    , array([ 0.00258172 ,  1.30575    ,  0.000198692,  1.17669e-80])
48      , -1796.67    , array([ 0.00258172 ,  1.30575    ,  0.000198493,  1.17787e-80])
55      , -1796.67    , array([ 0.00258171 ,  1.30575    ,  0.000198496,  1.17669e-80])
56      , -1796.67    , array([ 0.00258171 ,  1.30575    ,  0.000198496,  1.17669e-80])
57      , -1796.69    , array([ 0.0025843  ,  1.30575    ,  0.000198496,  1.17669e-80])
58      , -1796.67    , array([ 0.00258171 ,  1.30705    ,  0.000198496,  1.17669e-80])
59      , -1796.65    , array([ 0.00258171 ,  1.30575    ,  0.000198694,  1.17669e-80])
60      , -1796.67    , array([ 0.00258171 ,  1.30575    ,  0.000198496,  1.17787e-80])
61      , -1796.67    , array([ 0.00258166 ,  1.30575    ,  0.000198507,  1.17669e-80])
62      , -1796.67    , array([ 0.00258166 ,  1.30575    ,  0.000198507,  1.17669e-80])
63      , -1796.68    , array([ 0.00258425 ,  1.30575    ,  0.000198507,  1.17669e-80])
64      , -1796.67    , array([ 0.00258166 ,  1.30705    ,  0.000198507,  1.17669e-80])
65      , -1796.65    , array([ 0.00258166 ,  1.30575    ,  0.000198705,  1.17669e-80])
66      , -1796.67    , array([ 0.00258166 ,  1.30575    ,  0.000198507,  1.17787e-80])
73      , -1796.67    , array([ 0.00258166 ,  1.30575    ,  0.000198507,  1.17669e-80])
74      , -1796.67    , array([ 0.00258166 ,  1.30575    ,  0.000198507,  1.17669e-80])
75      , -1796.68    , array([ 0.00258424 ,  1.30575    ,  0.000198507,  1.17669e-80])
76      , -1796.67    , array([ 0.00258166 ,  1.30705    ,  0.000198507,  1.17669e-80])
77      , -1796.65    , array([ 0.00258166 ,  1.30575    ,  0.000198706,  1.17669e-80])
78      , -1796.67    , array([ 0.00258166 ,  1.30575    ,  0.000198507,  1.17787e-80])
79      , -1796.67    , array([ 0.00258165 ,  1.30575    ,  0.00019851 ,  1.17669e-80])
80      , -1796.67    , array([ 0.00258165 ,  1.30575    ,  0.00019851 ,  1.17669e-80])
81      , -1796.68    , array([ 0.00258423 ,  1.30575    ,  0.00019851 ,  1.17669e-80])
82      , -1796.67    , array([ 0.00258165 ,  1.30705    ,  0.00019851 ,  1.17669e-80])
83      , -1796.65    , array([ 0.00258165 ,  1.30575    ,  0.000198709,  1.17669e-80])
84      , -1796.67    , array([ 0.00258165 ,  1.30575    ,  0.00019851 ,  1.17787e-80])
91      , -1796.67    , array([ 0.00258165 ,  1.30575    ,  0.00019851 ,  1.17669e-80])
92      , -1796.67    , array([ 0.00258165 ,  1.30575    ,  0.00019851 ,  1.17669e-80])
93      , -1796.68    , array([ 0.00258423 ,  1.30575    ,  0.00019851 ,  1.17669e-80])
94      , -1796.67    , array([ 0.00258165 ,  1.30705    ,  0.00019851 ,  1.17669e-80])
95      , -1796.65    , array([ 0.00258165 ,  1.30575    ,  0.000198709,  1.17669e-80])
96      , -1796.67    , array([ 0.00258165 ,  1.30575    ,  0.00019851 ,  1.17787e-80])
97      , -1796.67    , array([ 0.00258165 ,  1.30575    ,  0.000198511,  1.17669e-80])
98      , -1796.67    , array([ 0.00258165 ,  1.30575    ,  0.000198511,  1.17669e-80])
99      , -1796.68    , array([ 0.00258423 ,  1.30575    ,  0.000198511,  1.17669e-80])
100     , -1796.67    , array([ 0.00258165 ,  1.30705    ,  0.000198511,  1.17669e-80])
101     , -1796.65    , array([ 0.00258165 ,  1.30575    ,  0.000198709,  1.17669e-80])
102     , -1796.67    , array([ 0.00258165 ,  1.30575    ,  0.000198511,  1.17787e-80])
103     , -8047.81    , array([ 0.00125766 ,  1.30575    ,  0.00170356 ,  1.17669e-80])
104     , -8047.81    , array([ 0.00125766 ,  1.30575    ,  0.00170356 ,  1.17669e-80])
105     , -8045.01    , array([ 0.00125892 ,  1.30575    ,  0.00170356 ,  1.17669e-80])
106     , -8047.81    , array([ 0.00125766 ,  1.30705    ,  0.00170356 ,  1.17669e-80])
107     , -8050.39    , array([ 0.00125766 ,  1.30575    ,  0.00170526 ,  1.17669e-80])
108     , -8047.81    , array([ 0.00125766 ,  1.30575    ,  0.00170356 ,  1.17787e-80])
109     , -1796.54    , array([ 0.00257706 ,  1.30575    ,  0.000199569,  1.17669e-80])
110     , -1796.54    , array([ 0.00257706 ,  1.30575    ,  0.000199569,  1.17669e-80])
111     , -1796.56    , array([ 0.00257964 ,  1.30575    ,  0.000199569,  1.17669e-80])
112     , -1796.54    , array([ 0.00257706 ,  1.30705    ,  0.000199569,  1.17669e-80])
113     , -1796.53    , array([ 0.00257706 ,  1.30575    ,  0.000199769,  1.17669e-80])
114     , -1796.54    , array([ 0.00257706 ,  1.30575    ,  0.000199569,  1.17787e-80])
115     , -1796.21    , array([ 0.00287896 ,  1.30575    ,  0.000223983,  1.17669e-80])
116     , -1796.21    , array([ 0.00287896 ,  1.30575    ,  0.000223983,  1.17669e-80])
117     , -1796.22    , array([ 0.00288184 ,  1.30575    ,  0.000223983,  1.17669e-80])
118     , -1796.21    , array([ 0.00287896 ,  1.30705    ,  0.000223983,  1.17669e-80])
119     , -1796.19    , array([ 0.00287896 ,  1.30575    ,  0.000224208,  1.17669e-80])
120     , -1796.21    , array([ 0.00287896 ,  1.30575    ,  0.000223983,  1.17787e-80])
121     , -1794.56    , array([ 0.0044842  ,  1.30575    ,  0.000355389,  1.17669e-80])
122     , -1794.56    , array([ 0.0044842  ,  1.30575    ,  0.000355389,  1.17669e-80])
123     , -1794.56    , array([ 0.00448869 ,  1.30575    ,  0.000355389,  1.17669e-80])
124     , -1794.56    , array([ 0.0044842  ,  1.30705    ,  0.000355389,  1.17669e-80])
125     , -1794.55    , array([ 0.0044842  ,  1.30575    ,  0.000355744,  1.17669e-80])
126     , -1794.56    , array([ 0.0044842  ,  1.30575    ,  0.000355389,  1.17787e-80])
127     , -1772.34    , array([ 0.0263925  ,  1.30575    ,  0.00225245 ,  1.17669e-80])
128     , -1772.34    , array([ 0.0263925  ,  1.30575    ,  0.00225245 ,  1.17669e-80])
129     , -1772.34    , array([ 0.0264189  ,  1.30575    ,  0.00225245 ,  1.17669e-80])
130     , -1772.34    , array([ 0.0263925  ,  1.30705    ,  0.00225245 ,  1.17669e-80])
131     , -1772.32    , array([ 0.0263925  ,  1.30575    ,  0.00225471 ,  1.17669e-80])
132     , -1772.34    , array([ 0.0263925  ,  1.30575    ,  0.00225245 ,  1.17787e-80])
133     , -38513.5    , array([ 31.6712    ,  1.30575    ,  3.63465    ,  1.17669e-80])
134     , -38513.5    , array([ 31.6712    ,  1.30575    ,  3.63465    ,  1.17669e-80])
135     , -38527.6    , array([ 31.7029    ,  1.30575    ,  3.63465    ,  1.17669e-80])
136     , -38513.5    , array([ 31.6712    ,  1.30705    ,  3.63465    ,  1.17669e-80])
137     , -38516.5    , array([ 31.6712    ,  1.30575    ,  3.63829    ,  1.17669e-80])
138     , -38513.5    , array([ 31.6712    ,  1.30575    ,  3.63465    ,  1.17787e-80])
139     , -1750.51    , array([ 0.0475105  ,  1.30575    ,  0.00415555 ,  1.17669e-80])
140     , -1750.51    , array([ 0.0475105  ,  1.30575    ,  0.00415555 ,  1.17669e-80])
141     , -1750.53    , array([ 0.047558   ,  1.30575    ,  0.00415555 ,  1.17669e-80])
142     , -1750.51    , array([ 0.0475105  ,  1.30705    ,  0.00415555 ,  1.17669e-80])
143     , -1750.45    , array([ 0.0475105  ,  1.30575    ,  0.00415971 ,  1.17669e-80])
144     , -1750.51    , array([ 0.0475105  ,  1.30575    ,  0.00415555 ,  1.17787e-80])
145     , -1728.42    , array([ 0.0700472  ,  1.30575    ,  0.00622691 ,  1.17669e-80])
146     , -1728.42    , array([ 0.0700472  ,  1.30575    ,  0.00622691 ,  1.17669e-80])
147     , -1728.48    , array([ 0.0701173  ,  1.30575    ,  0.00622691 ,  1.17669e-80])
148     , -1728.42    , array([ 0.0700472  ,  1.30705    ,  0.00622691 ,  1.17669e-80])
149     , -1728.31    , array([ 0.0700472  ,  1.30575    ,  0.00623314 ,  1.17669e-80])
150     , -1728.42    , array([ 0.0700472  ,  1.30575    ,  0.00622691 ,  1.17787e-80])
151     , -3280.81    , array([ 1.48946    ,  1.30575    ,  0.150442   ,  1.17669e-80])
152     , -3280.81    , array([ 1.48946    ,  1.30575    ,  0.150442   ,  1.17669e-80])
153     , -3283.21    , array([ 1.49095    ,  1.30575    ,  0.150442   ,  1.17669e-80])
154     , -3280.81    , array([ 1.48946    ,  1.30705    ,  0.150442   ,  1.17669e-80])
155     , -3281.53    , array([ 1.48946    ,  1.30575    ,  0.150592   ,  1.17669e-80])
156     , -3280.81    , array([ 1.48946    ,  1.30575    ,  0.150442   ,  1.17787e-80])
