15543   , -2363.32    , array([ 1.14629    ,  0.297804   ,  0.0105912  ,  8.50746e-20])
15544   , -2363.5     , array([ 1.14743    ,  0.297804   ,  0.0105912  ,  8.50746e-20])
15545   , -2363.32    , array([ 1.14629    ,  0.298102   ,  0.0105912  ,  8.50746e-20])
15546   , -2363.35    , array([ 1.14629    ,  0.297804   ,  0.0106018  ,  8.50746e-20])
15547   , -2363.32    , array([ 1.14629    ,  0.297804   ,  0.0105912  ,  8.51597e-20])
15548   , -2363.32    , array([ 1.14629    ,  0.297804   ,  0.0105912  ,  8.50746e-20])
15549   , -2130.12    , array([ 0.421941   ,  0.297804   ,  0.00915422 ,  8.50746e-20])
15550   , -2130.12    , array([ 0.421941   ,  0.297804   ,  0.00915422 ,  8.50746e-20])
15551   , -2130.43    , array([ 0.422363   ,  0.297804   ,  0.00915422 ,  8.50746e-20])
15552   , -2130.12    , array([ 0.421941   ,  0.298102   ,  0.00915422 ,  8.50746e-20])
15553   , -2129.94    , array([ 0.421941   ,  0.297804   ,  0.00916338 ,  8.50746e-20])
15554   , -2130.12    , array([ 0.421941   ,  0.297804   ,  0.00915422 ,  8.51597e-20])
15555   , -5062.08    , array([ 0.00774609 ,  0.297804   ,  0.00510882 ,  8.50746e-20])
15556   , -5062.08    , array([ 0.00774609 ,  0.297804   ,  0.00510882 ,  8.50746e-20])
15557   , -5058.19    , array([ 0.00775384 ,  0.297804   ,  0.00510882 ,  8.50746e-20])
15558   , -5062.08    , array([ 0.00774609 ,  0.298102   ,  0.00510882 ,  8.50746e-20])
15559   , -5065.6     , array([ 0.00774609 ,  0.297804   ,  0.00511393 ,  8.50746e-20])
15560   , -5062.08    , array([ 0.00774609 ,  0.297804   ,  0.00510882 ,  8.51597e-20])
15561   , -1820.65    , array([ 0.144924   ,  0.297804   ,  0.00783266 ,  8.50746e-20])
15562   , -1820.65    , array([ 0.144924   ,  0.297804   ,  0.00783266 ,  8.50746e-20])
15563   , -1820.95    , array([ 0.145069   ,  0.297804   ,  0.00783266 ,  8.50746e-20])
15564   , -1820.65    , array([ 0.144924   ,  0.298102   ,  0.00783266 ,  8.50746e-20])
15565   , -1820.36    , array([ 0.144924   ,  0.297804   ,  0.00784049 ,  8.50746e-20])
15566   , -1820.65    , array([ 0.144924   ,  0.297804   ,  0.00783266 ,  8.51597e-20])
15567   , -1749.53    , array([ 0.0540368  ,  0.297804   ,  0.00678266 ,  8.50746e-20])
15568   , -1749.53    , array([ 0.0540368  ,  0.297804   ,  0.00678266 ,  8.50746e-20])
15569   , -1749.28    , array([ 0.0540909  ,  0.297804   ,  0.00678266 ,  8.50746e-20])
