30132   , -2326.76    , array([ 1.0118     ,  0.290665   ,  3.3579e-69 ,  0.000215966])
30133   , -2326.76    , array([ 1.01281    ,  0.290665   ,  3.3579e-69 ,  0.000215966])
30134   , -2326.77    , array([ 1.0118     ,  0.290956   ,  3.3579e-69 ,  0.000215966])
30135   , -2326.76    , array([ 1.0118     ,  0.290665   ,  3.36126e-69,  0.000215966])
30136   , -2326.75    , array([ 1.0118     ,  0.290665   ,  3.3579e-69 ,  0.000216182])
30137   , -2326.76    , array([ 1.0118     ,  0.290665   ,  3.3579e-69 ,  0.000215966])
30138   , -2287.87    , array([ 1.0118     ,  0.127574   ,  3.3579e-69 ,  0.000387581])
30139   , -2287.87    , array([ 1.0118     ,  0.127574   ,  3.3579e-69 ,  0.000387581])
30140   , -2287.87    , array([ 1.01281    ,  0.127574   ,  3.3579e-69 ,  0.000387581])
30141   , -2287.93    , array([ 1.0118     ,  0.127702   ,  3.3579e-69 ,  0.000387581])
30142   , -2287.87    , array([ 1.0118     ,  0.127574   ,  3.36126e-69,  0.000387581])
30143   , -2287.82    , array([ 1.0118     ,  0.127574   ,  3.3579e-69 ,  0.000387968])
30144   , -6158.22    , array([ 1.0118     ,  0.00473422 ,  3.3579e-69 ,  0.00402041 ])
30145   , -6158.22    , array([ 1.0118     ,  0.00473422 ,  3.3579e-69 ,  0.00402041 ])
30146   , -6158.22    , array([ 1.01281    ,  0.00473422 ,  3.3579e-69 ,  0.00402041 ])
30147   , -6154.23    , array([ 1.0118     ,  0.00473896 ,  3.3579e-69 ,  0.00402041 ])
30148   , -6158.22    , array([ 1.0118     ,  0.00473422 ,  3.36126e-69,  0.00402041 ])
30149   , -6161.85    , array([ 1.0118     ,  0.00473422 ,  3.3579e-69 ,  0.00402444 ])
30150   , -2141       , array([ 1.0118     ,  0.0548798  ,  3.3579e-69 ,  0.00070556 ])
30151   , -2141       , array([ 1.0118     ,  0.0548798  ,  3.3579e-69 ,  0.00070556 ])
30152   , -2141       , array([ 1.01281    ,  0.0548798  ,  3.3579e-69 ,  0.00070556 ])
30153   , -2141.17    , array([ 1.0118     ,  0.0549347  ,  3.3579e-69 ,  0.00070556 ])
30154   , -2141       , array([ 1.0118     ,  0.0548798  ,  3.36126e-69,  0.00070556 ])
30155   , -2140.84    , array([ 1.0118     ,  0.0548798  ,  3.3579e-69 ,  0.000706266])
30156   , -1835.34    , array([ 1.0118     ,  0.0242027  ,  3.3579e-69 ,  0.00126193 ])
30157   , -1835.34    , array([ 1.0118     ,  0.0242027  ,  3.3579e-69 ,  0.00126193 ])
30158   , -1835.34    , array([ 1.01281    ,  0.0242027  ,  3.3579e-69 ,  0.00126193 ])
30159   , -1835.53    , array([ 1.0118     ,  0.0242269  ,  3.3579e-69 ,  0.00126193 ])
30160   , -1835.34    , array([ 1.0118     ,  0.0242027  ,  3.36126e-69,  0.00126193 ])
30161   , -1835.14    , array([ 1.0118     ,  0.0242027  ,  3.3579e-69 ,  0.00126319 ])
30162   , -1799.11    , array([ 1.0118     ,  0.0213188  ,  3.3579e-69 ,  0.00138091 ])
30163   , -1799.11    , array([ 1.0118     ,  0.0213188  ,  3.3579e-69 ,  0.00138091 ])
30164   , -1799.11    , array([ 1.01281    ,  0.0213188  ,  3.3579e-69 ,  0.00138091 ])
30165   , -1799.24    , array([ 1.0118     ,  0.0213402  ,  3.3579e-69 ,  0.00138091 ])
30166   , -1799.11    , array([ 1.0118     ,  0.0213188  ,  3.36126e-69,  0.00138091 ])
30167   , -1798.98    , array([ 1.0118     ,  0.0213188  ,  3.3579e-69 ,  0.00138229 ])
30168   , -1780.8     , array([ 1.0118     ,  0.018186   ,  3.3579e-69 ,  0.00154591 ])
30169   , -1780.8     , array([ 1.0118     ,  0.018186   ,  3.3579e-69 ,  0.00154591 ])
30170   , -1780.8     , array([ 1.01281    ,  0.018186   ,  3.3579e-69 ,  0.00154591 ])
30171   , -1780.78    , array([ 1.0118     ,  0.0182042  ,  3.3579e-69 ,  0.00154591 ])
30172   , -1780.8     , array([ 1.0118     ,  0.018186   ,  3.36126e-69,  0.00154591 ])
30173   , -1780.8     , array([ 1.0118     ,  0.018186   ,  3.3579e-69 ,  0.00154746 ])
30174   , -628.215    , array([ 1.0118     ,  0.334943   ,  3.3579e-69 ,  0.547021   ])
30175   , -628.215    , array([ 1.0118     ,  0.334943   ,  3.3579e-69 ,  0.547021   ])
30176   , -628.215    , array([ 1.01281    ,  0.334943   ,  3.3579e-69 ,  0.547021   ])
30177   , -628.237    , array([ 1.0118     ,  0.335278   ,  3.3579e-69 ,  0.547021   ])
30178   , -628.215    , array([ 1.0118     ,  0.334943   ,  3.36126e-69,  0.547021   ])
30179   , -629.167    , array([ 1.0118     ,  0.334943   ,  3.3579e-69 ,  0.547568   ])
30180   , -1780.39    , array([ 1.0118     ,  0.0187419  ,  3.3579e-69 ,  0.00164257 ])
30181   , -1780.39    , array([ 1.0118     ,  0.0187419  ,  3.3579e-69 ,  0.00164257 ])
30182   , -1780.39    , array([ 1.01281    ,  0.0187419  ,  3.3579e-69 ,  0.00164257 ])
30183   , -1780.35    , array([ 1.0118     ,  0.0187606  ,  3.3579e-69 ,  0.00164257 ])
30184   , -1780.39    , array([ 1.0118     ,  0.0187419  ,  3.36126e-69,  0.00164257 ])
30185   , -1780.4     , array([ 1.0118     ,  0.0187419  ,  3.3579e-69 ,  0.00164421 ])
30186   , -1779.5     , array([ 1.0118     ,  0.0195992  ,  3.3579e-69 ,  0.00172737 ])
30187   , -1779.5     , array([ 1.0118     ,  0.0195992  ,  3.3579e-69 ,  0.00172737 ])
30188   , -1779.5     , array([ 1.01281    ,  0.0195992  ,  3.3579e-69 ,  0.00172737 ])
30189   , -1779.47    , array([ 1.0118     ,  0.0196188  ,  3.3579e-69 ,  0.00172737 ])
30190   , -1779.5     , array([ 1.0118     ,  0.0195992  ,  3.36126e-69,  0.00172737 ])
30191   , -1779.52    , array([ 1.0118     ,  0.0195992  ,  3.3579e-69 ,  0.0017291  ])
30192   , -1775.43    , array([ 1.0118     ,  0.023439   ,  3.3579e-69 ,  0.00211267 ])
30193   , -1775.43    , array([ 1.0118     ,  0.023439   ,  3.3579e-69 ,  0.00211267 ])
30194   , -1775.43    , array([ 1.01281    ,  0.023439   ,  3.3579e-69 ,  0.00211267 ])
30195   , -1775.39    , array([ 1.0118     ,  0.0234624  ,  3.3579e-69 ,  0.00211267 ])
30196   , -1775.43    , array([ 1.0118     ,  0.023439   ,  3.36126e-69,  0.00211267 ])
30197   , -1775.45    , array([ 1.0118     ,  0.023439   ,  3.3579e-69 ,  0.00211478 ])
30198   , -1745.6     , array([ 1.0118     ,  0.0479447  ,  3.3579e-69 ,  0.00472731 ])
30199   , -1745.6     , array([ 1.0118     ,  0.0479447  ,  3.3579e-69 ,  0.00472731 ])
30200   , -1745.6     , array([ 1.01281    ,  0.0479447  ,  3.3579e-69 ,  0.00472731 ])
30201   , -1745.54    , array([ 1.0118     ,  0.0479927  ,  3.3579e-69 ,  0.00472731 ])
30202   , -1745.6     , array([ 1.0118     ,  0.0479447  ,  3.36126e-69,  0.00472731 ])
30203   , -1745.59    , array([ 1.0118     ,  0.0479447  ,  3.3579e-69 ,  0.00473204 ])
30204   , -2004.98    , array([ 1.0118     ,  0.839362   ,  3.3579e-69 ,  0.118507   ])
30205   , -2004.98    , array([ 1.0118     ,  0.839362   ,  3.3579e-69 ,  0.118507   ])
30206   , -2004.98    , array([ 1.01281    ,  0.839362   ,  3.3579e-69 ,  0.118507   ])
30207   , -2006.82    , array([ 1.0118     ,  0.840201   ,  3.3579e-69 ,  0.118507   ])
30208   , -2004.98    , array([ 1.0118     ,  0.839362   ,  3.36126e-69,  0.118507   ])
30209   , -2004.74    , array([ 1.0118     ,  0.839362   ,  3.3579e-69 ,  0.118626   ])
30210   , -1604.41    , array([ 1.0118     ,  0.154981   ,  3.3579e-69 ,  0.0177034  ])
30211   , -1604.41    , array([ 1.0118     ,  0.154981   ,  3.3579e-69 ,  0.0177034  ])
30212   , -1604.41    , array([ 1.01281    ,  0.154981   ,  3.3579e-69 ,  0.0177034  ])
30213   , -1604.53    , array([ 1.0118     ,  0.155136   ,  3.3579e-69 ,  0.0177034  ])
30214   , -1604.41    , array([ 1.0118     ,  0.154981   ,  3.36126e-69,  0.0177034  ])
30215   , -1604.16    , array([ 1.0118     ,  0.154981   ,  3.3579e-69 ,  0.0177212  ])
30216   , -1487.84    , array([ 1.0118     ,  0.359228   ,  3.3579e-69 ,  0.0455972  ])
30217   , -1487.84    , array([ 1.0118     ,  0.359228   ,  3.3579e-69 ,  0.0455972  ])
30218   , -1487.84    , array([ 1.01281    ,  0.359228   ,  3.3579e-69 ,  0.0455972  ])
30219   , -1488.46    , array([ 1.0118     ,  0.359587   ,  3.3579e-69 ,  0.0455972  ])
30220   , -1487.84    , array([ 1.0118     ,  0.359228   ,  3.36126e-69,  0.0455972  ])
30221   , -1487.29    , array([ 1.0118     ,  0.359228   ,  3.3579e-69 ,  0.0456429  ])
30228   , -1487.84    , array([ 1.0118     ,  0.359229   ,  3.3579e-69 ,  0.0455975  ])
30229   , -1487.84    , array([ 1.0118     ,  0.359229   ,  3.3579e-69 ,  0.0455975  ])
30230   , -1487.84    , array([ 1.01281    ,  0.359229   ,  3.3579e-69 ,  0.0455975  ])
