5945    , -79034      , array([ 0.18848    ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5946    , -79034      , array([ 0.18848    ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5947    , -79076.3    , array([ 1.18848    ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5949    , -79034      , array([ 0.18848    ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5951    , -79067.7    , array([ 0.570446   ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5952    , -79059.3    , array([ 0.379463   ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5954    , -78987.8    , array([ 0.0983099  ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5955    , -78862      , array([ 0.0425818  ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5957    , -78935.9    , array([ 0.0638681  ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5958    , -78763.2    , array([ 0.0294262  ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5959    , -78641.7    , array([ 0.0212956  ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5960    , -78506.4    , array([ 0.0162706  ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5961    , -78372      , array([ 0.013165   ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5962    , -78252.3    , array([ 0.0112456  ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5963    , -78252.3    , array([ 0.0112456  ,  2.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5964    , -78253.5    , array([ 0.0112456  ,  3.85387    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5965    , -78246      , array([ 0.0112456  ,  1.23584    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5967    , -78246      , array([ 0.0112456  ,  1.23584    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5968    , -78198.8    , array([ 0.0112456  ,  0.235837   ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5970    , -78238.4    , array([ 0.0112456  ,  0.735836   ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5972    , -78224.9    , array([ 0.0112456  ,  0.42682    ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5973    , -78162.7    , array([ 0.0112456  ,  0.145667   ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5974    , -78104.2    , array([ 0.0112456  ,  0.0899387  ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5975    , -78009.6    , array([ 0.0112456  ,  0.0554968  ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5976    , -78009.6    , array([ 0.0112456  ,  0.0554968  ,  4.1158e-19 ,  1.69361e-05,  1.19051e-05])
5977    , -78009.5    , array([ 0.0112456  ,  0.0554968  ,  1          ,  1.69361e-05,  1.19051e-05])
5978    , -78009.5    , array([ 0.0112456  ,  0.0554968  ,  2.61803    ,  1.69361e-05,  1.19051e-05])
5980    , -78009.5    , array([ 0.0112456  ,  0.0554968  ,  2.61803    ,  1.69361e-05,  1.19051e-05])
5984    , -78009.4    , array([ 0.0112456  ,  0.0554968  ,  6.3722     ,  1.69361e-05,  1.19051e-05])
5985    , -78009.5    , array([ 0.0112456  ,  0.0554968  ,  4.49511    ,  1.69361e-05,  1.19051e-05])
5986    , -78009.4    , array([ 0.0112456  ,  0.0554968  ,  8.6924     ,  1.69361e-05,  1.19051e-05])
5988    , -78009.4    , array([ 0.0112456  ,  0.0554968  ,  7.80616    ,  1.69361e-05,  1.19051e-05])
5989    , -78009.4    , array([ 0.0112456  ,  0.0554968  ,  9.24012    ,  1.69361e-05,  1.19051e-05])
5990    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.57863    ,  1.69361e-05,  1.19051e-05])
5991    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.78784    ,  1.69361e-05,  1.19051e-05])
5992    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  1.69361e-05,  1.19051e-05])
5994    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  1.69361e-05,  1.19051e-05])
5995    , -78009.4    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  1.00002    ,  1.19051e-05])
5997    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  1.69361e-05,  1.19051e-05])
5999    , -78009.4    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  0.381983   ,  1.19051e-05])
6000    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  0.191      ,  1.19051e-05])
6003    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  0.0729659  ,  1.19051e-05])
6005    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  0.027881   ,  1.19051e-05])
6007    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  0.0106601  ,  1.19051e-05])
6009    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  0.00408224 ,  1.19051e-05])
6011    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  0.00156975 ,  1.19051e-05])
6013    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  0.000610057,  1.19051e-05])
6015    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  0.000243488,  1.19051e-05])
6017    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  0.000103471,  1.19051e-05])
6019    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  4.99896e-05,  1.19051e-05])
6020    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  1.33038e-06,  1.19051e-05])
6022    , -78009.3    , array([ 0.0112456  ,  0.0554968  ,  9.91715    ,  7.29123e-06,  1.19051e-05])
