1821    , -44914.8    , array([ 0.00144929 ,  0.407539   ,  0.00876227 ,  0.0115926  ])
1822    , -44819.4    , array([ 0.00145074 ,  0.407539   ,  0.00876227 ,  0.0115926  ])
1823    , -44922.1    , array([ 0.00144929 ,  0.407947   ,  0.00876227 ,  0.0115926  ])
1824    , -45003.1    , array([ 0.00144929 ,  0.407539   ,  0.00877104 ,  0.0115926  ])
1825    , -44929      , array([ 0.00144929 ,  0.407539   ,  0.00876227 ,  0.0116042  ])
1826    , -44914.8    , array([ 0.00144929 ,  0.407539   ,  0.00876227 ,  0.0115926  ])
1827    , -1659.62    , array([ 0.00302362 ,  0.385101   ,  0.00443375 ,  0.0103867  ])
1828    , -1659.62    , array([ 0.00302362 ,  0.385101   ,  0.00443375 ,  0.0103867  ])
1829    , -1661.69    , array([ 0.00302665 ,  0.385101   ,  0.00443375 ,  0.0103867  ])
1830    , -1659.42    , array([ 0.00302362 ,  0.385487   ,  0.00443375 ,  0.0103867  ])
1831    , -1657.45    , array([ 0.00302362 ,  0.385101   ,  0.00443819 ,  0.0103867  ])
1832    , -1657.73    , array([ 0.00302362 ,  0.385101   ,  0.00443375 ,  0.0103971  ])
1839    , -1646.92    , array([ 0.00302782 ,  0.385136   ,  0.00443384 ,  0.0104724  ])
1840    , -1646.92    , array([ 0.00302782 ,  0.385136   ,  0.00443384 ,  0.0104724  ])
1841    , -1648.98    , array([ 0.00303085 ,  0.385136   ,  0.00443384 ,  0.0104724  ])
1842    , -1646.72    , array([ 0.00302782 ,  0.385521   ,  0.00443384 ,  0.0104724  ])
1843    , -1644.77    , array([ 0.00302782 ,  0.385136   ,  0.00443828 ,  0.0104724  ])
1844    , -1645.04    , array([ 0.00302782 ,  0.385136   ,  0.00443384 ,  0.0104829  ])
1845    , -1372.36    , array([ 0.00312429 ,  0.385926   ,  0.00443593 ,  0.0126113  ])
1846    , -1372.36    , array([ 0.00312429 ,  0.385926   ,  0.00443593 ,  0.0126113  ])
1847    , -1374.06    , array([ 0.00312742 ,  0.385926   ,  0.00443593 ,  0.0126113  ])
