133373  , -79087      , array([ 0.7701     ,  9.49429    ,  7.2891e-09 ,  1.26524e-75,  2.04847e-06])
133374  , -79087      , array([ 0.770871   ,  9.49429    ,  7.2891e-09 ,  1.26524e-75,  2.04847e-06])
133375  , -79087      , array([ 0.7701     ,  9.50378    ,  7.2891e-09 ,  1.26524e-75,  2.04847e-06])
133376  , -79087      , array([ 0.7701     ,  9.49429    ,  7.29639e-09,  1.26524e-75,  2.04847e-06])
133377  , -79087      , array([ 0.7701     ,  9.49429    ,  7.2891e-09 ,  1.26651e-75,  2.04847e-06])
133378  , -79087      , array([ 0.7701     ,  9.49429    ,  7.2891e-09 ,  1.26524e-75,  2.05052e-06])
133379  , -79087      , array([ 0.7701     ,  9.49429    ,  7.2891e-09 ,  1.26524e-75,  2.04847e-06])
133380  , -79080      , array([ 0.39599    ,  8.7698     ,  7.2891e-09 ,  1.26524e-75,  4.3623e-06 ])
133381  , -79080      , array([ 0.39599    ,  8.7698     ,  7.2891e-09 ,  1.26524e-75,  4.3623e-06 ])
133382  , -79080      , array([ 0.396386   ,  8.7698     ,  7.2891e-09 ,  1.26524e-75,  4.3623e-06 ])
133383  , -79080      , array([ 0.39599    ,  8.77857    ,  7.2891e-09 ,  1.26524e-75,  4.3623e-06 ])
133384  , -79080      , array([ 0.39599    ,  8.7698     ,  7.29639e-09,  1.26524e-75,  4.3623e-06 ])
133385  , -79080      , array([ 0.39599    ,  8.7698     ,  7.2891e-09 ,  1.26651e-75,  4.3623e-06 ])
133386  , -79080      , array([ 0.39599    ,  8.7698     ,  7.2891e-09 ,  1.26524e-75,  4.36667e-06])
133387  , -76605.1    , array([ 0.027684   ,  6.38409    ,  7.2891e-09 ,  1.26524e-75,  8.97146e-05])
133388  , -76605.1    , array([ 0.027684   ,  6.38409    ,  7.2891e-09 ,  1.26524e-75,  8.97146e-05])
133389  , -76607.5    , array([ 0.0277117  ,  6.38409    ,  7.2891e-09 ,  1.26524e-75,  8.97146e-05])
133390  , -76605.1    , array([ 0.027684   ,  6.39047    ,  7.2891e-09 ,  1.26524e-75,  8.97146e-05])
