210864  , -79089.4    , array([ 0.0443242  ,  0.0866648  ,  1.19169    ,  0.41408    ,  5.47602e-11])
210865  , -79089.4    , array([ 0.0443686  ,  0.0866648  ,  1.19169    ,  0.41408    ,  5.47602e-11])
210866  , -79089.4    , array([ 0.0443242  ,  0.0867515  ,  1.19169    ,  0.41408    ,  5.47602e-11])
210867  , -79089.4    , array([ 0.0443242  ,  0.0866648  ,  1.19288    ,  0.41408    ,  5.47602e-11])
210868  , -79089.4    , array([ 0.0443242  ,  0.0866648  ,  1.19169    ,  0.414494   ,  5.47602e-11])
210869  , -79089.4    , array([ 0.0443242  ,  0.0866648  ,  1.19169    ,  0.41408    ,  5.4815e-11 ])
210870  , -79089.4    , array([ 0.0443242  ,  0.0866648  ,  1.19169    ,  0.41408    ,  5.47602e-11])
210871  , -79089.4    , array([ 0.0442805  ,  0.0866005  ,  1.19169    ,  0.41408    ,  5.48551e-11])
210872  , -79089.4    , array([ 0.0442805  ,  0.0866005  ,  1.19169    ,  0.41408    ,  5.48551e-11])
210873  , -79089.4    , array([ 0.0443248  ,  0.0866005  ,  1.19169    ,  0.41408    ,  5.48551e-11])
210874  , -79089.4    , array([ 0.0442805  ,  0.0866872  ,  1.19169    ,  0.41408    ,  5.48551e-11])
210875  , -79089.4    , array([ 0.0442805  ,  0.0866005  ,  1.19288    ,  0.41408    ,  5.48551e-11])
210876  , -79089.4    , array([ 0.0442805  ,  0.0866005  ,  1.19169    ,  0.414494   ,  5.48551e-11])
210877  , -79089.4    , array([ 0.0442805  ,  0.0866005  ,  1.19169    ,  0.41408    ,  5.491e-11  ])
210878  , -79089.4    , array([ 0.0441062  ,  0.0863438  ,  1.19169    ,  0.41408    ,  5.52361e-11])
210879  , -79089.4    , array([ 0.0441062  ,  0.0863438  ,  1.19169    ,  0.41408    ,  5.52361e-11])
210880  , -79089.4    , array([ 0.0441503  ,  0.0863438  ,  1.19169    ,  0.41408    ,  5.52361e-11])
